Time t / s,Current I_A1 / A,Voltage U_B1 / V,Voltage U_B2 / V,Voltage U_A2 / V
0,0.0173,1.3845,0.066,0.6615
0.1,0.01725,1.383,0.066,0.6615
0.2,0.0173,1.3845,0.066,0.6615
0.3,0.0172,1.3845,0.066,0.6615
0.4,0.0173,1.3845,0.066,0.6615
0.5,0.0173,1.3845,0.066,0.6615
0.6,0.0173,1.3845,0.066,0.6615
0.7,0.01725,1.3845,0.066,0.6615
0.8,0.0173,1.3845,0.066,0.66
0.9,0.0173,1.3845,0.066,0.66
0.999,0.0173,1.3845,0.066,0.66
1.1,0.01735,1.3845,0.066,0.66
1.199,0.0173,1.383,0.0615,0.66
1.299,0.01735,1.3845,0.066,0.66
1.4,0.01735,1.3845,0.066,0.66
1.5,0.01735,1.3845,0.066,0.66
1.6,0.0173,1.3845,0.066,0.66
1.7,0.01725,1.3845,0.066,0.66
1.8,0.01735,1.3845,0.066,0.66
1.9,0.01735,1.3845,0.066,0.66
1.999,0.01735,1.3845,0.066,0.66
2.1,0.0173,1.3845,0.066,0.66
2.199,0.01735,1.3845,0.066,0.6615
2.3,0.01735,1.3845,0.066,0.6615
2.4,0.01735,1.3845,0.066,0.663
2.5,0.01735,1.3845,0.066,0.663
2.6,0.0173,1.3845,0.066,0.6645
2.7,0.01735,1.3845,0.066,0.666
2.8,0.0173,1.3845,0.066,0.666
2.901,0.01735,1.3845,0.066,0.6675
3.001,0.0173,1.3845,0.066,0.6675
3.1,0.0173,1.3845,0.066,0.669
3.2,0.0173,1.3845,0.066,0.6705
3.299,0.0173,1.3845,0.066,0.6705
3.399,0.0174,1.3845,0.066,0.672
3.5,0.01735,1.3845,0.066,0.6735
3.6,0.01735,1.383,0.066,0.675
3.7,0.01735,1.383,0.066,0.675
3.8,0.01735,1.3845,0.066,0.6765
3.9,0.01735,1.3845,0.066,0.678
3.999,0.01735,1.3845,0.066,0.6795
4.1,0.0174,1.383,0.066,0.681
4.201,0.01735,1.383,0.066,0.681
4.3,0.01735,1.383,0.066,0.6825
4.399,0.01725,1.383,0.066,0.6825
4.5,0.0173,1.383,0.066,0.6855
4.6,0.01735,1.383,0.066,0.687
4.7,0.0173,1.383,0.066,0.687
4.8,0.01725,1.383,0.066,0.6885
4.901,0.01735,1.383,0.066,0.69
5,0.01725,1.383,0.066,0.69
5.1,0.01735,1.383,0.0645,0.6915
5.2,0.01735,1.3815,0.066,0.693
5.3,0.01725,1.3815,0.0645,0.6945
5.4,0.01725,1.3815,0.0645,0.696
5.499,0.01725,1.3815,0.0645,0.696
5.6,0.01725,1.3815,0.0645,0.6975
5.7,0.0173,1.3815,0.0645,0.699
5.8,0.0173,1.38,0.0645,0.7005
5.9,0.01725,1.38,0.0645,0.7005
6,0.01735,1.38,0.0645,0.699
6.1,0.0173,1.38,0.0645,0.705
6.2,0.01725,1.38,0.0645,0.705
6.3,0.0173,1.38,0.0645,0.7065
6.4,0.01725,1.3785,0.0645,0.708
6.502,0.0171,1.3785,0.0645,0.7095
6.6,0.01725,1.3785,0.0645,0.7095
6.701,0.01725,1.3785,0.0645,0.711
6.8,0.01725,1.377,0.0645,0.7125
6.9,0.01725,1.377,0.0645,0.714
7,0.01725,1.377,0.0645,0.714
7.1,0.01725,1.377,0.063,0.7155
7.199,0.01725,1.3755,0.063,0.7155
7.299,0.01725,1.3755,0.063,0.717
7.4,0.01725,1.3755,0.063,0.7185
7.5,0.01725,1.3755,0.063,0.72
7.6,0.0173,1.374,0.063,0.7215
7.7,0.01725,1.374,0.063,0.7215
7.8,0.01725,1.374,0.063,0.723
7.901,0.0173,1.3725,0.063,0.7245
8,0.01725,1.3725,0.063,0.726
8.1,0.01725,1.3725,0.063,0.7275
8.2,0.01725,1.371,0.063,0.729
8.3,0.01725,1.371,0.063,0.729
8.399,0.01725,1.371,0.063,0.7305
8.5,0.01725,1.3695,0.063,0.732
8.6,0.01725,1.3695,0.063,0.732
8.7,0.01725,1.368,0.0615,0.7335
8.801,0.01725,1.368,0.0615,0.735
8.9,0.01725,1.368,0.0615,0.738
9,0.01725,1.3665,0.0615,0.7365
9.1,0.01725,1.3665,0.0615,0.738
9.2,0.01725,1.365,0.0615,0.7395
9.3,0.01725,1.365,0.0615,0.7395
9.4,0.0173,1.3635,0.0615,0.741
9.5,0.01725,1.3635,0.0615,0.744
9.6,0.0173,1.362,0.0615,0.7455
9.7,0.01725,1.362,0.0615,0.744
9.8,0.01725,1.3605,0.0615,0.747
9.9,0.01725,1.3605,0.0615,0.7485
10,0.01725,1.359,0.0615,0.7485
10.101,0.01725,1.359,0.06,0.7515
10.201,0.01725,1.3575,0.06,0.753
10.3,0.01725,1.3575,0.06,0.7545
10.4,0.01725,1.356,0.06,0.753
10.5,0.01725,1.356,0.06,0.7545
10.6,0.01725,1.3545,0.06,0.7545
10.7,0.01725,1.353,0.06,0.756
10.8,0.01725,1.353,0.06,0.7575
10.9,0.01725,1.3515,0.06,0.7575
11,0.01725,1.3515,0.06,0.7605
11.1,0.01725,1.35,0.06,0.7605
11.2,0.01725,1.3485,0.06,0.7635
11.3,0.0172,1.3485,0.06,0.7635
11.4,0.0172,1.347,0.06,0.765
11.5,0.01715,1.347,0.06,0.765
11.6,0.01725,1.3455,0.0585,0.768
11.7,0.01725,1.344,0.0585,0.768
11.8,0.0171,1.344,0.0585,0.7695
11.9,0.0171,1.3425,0.0585,0.7725
12.001,0.01725,1.341,0.0585,0.7725
12.1,0.0171,1.341,0.0585,0.7725
12.2,0.0173,1.3395,0.0585,0.774
12.301,0.01725,1.338,0.0585,0.7785
12.4,0.01725,1.3365,0.0585,0.7755
12.5,0.01725,1.3365,0.0585,0.777
12.6,0.01725,1.335,0.0585,0.7785
12.7,0.01725,1.3335,0.0585,0.7815
12.8,0.01725,1.332,0.057,0.783
12.9,0.01715,1.332,0.057,0.7815
13,0.01715,1.3305,0.057,0.783
13.1,0.01715,1.329,0.057,0.786
13.2,0.01715,1.3275,0.057,0.786
13.3,0.01715,1.326,0.057,0.786
13.4,0.0171,1.326,0.057,0.7875
13.5,0.0172,1.3245,0.057,0.7875
13.6,0.01715,1.323,0.057,0.789
13.701,0.0171,1.3215,0.057,0.7905
13.8,0.0172,1.32,0.057,0.7905
13.899,0.0173,1.3185,0.057,0.7935
14,0.0172,1.317,0.057,0.7935
14.1,0.0172,1.3155,0.0555,0.795
14.2,0.0171,1.314,0.0555,0.798
14.3,0.01715,1.3125,0.0555,0.798
14.4,0.01715,1.3125,0.0555,0.798
14.5,0.01725,1.311,0.0555,0.7995
