Time t / s,Magn. flux density B_A1 / mT,Voltage U_B2 / V,Voltage U_B1 / V,Current I_A1 / A
0,-197,-0.0015,0.14,0.002
0.01,-197,-0.0012,0.14,0.002
0.02,-197,-0.00135,0.14,0.002
0.03,-197,-0.00135,0.14,0.002
0.04,-197,-0.00135,0.14,0.0025
0.05,-197,-0.00135,0.14,0.0025
0.06,-197.5,-0.00135,0.14,0.002
0.07,-197,-0.0012,0.14,0.002
0.08,-197,-0.0012,0.14,0.002
0.09,-197,-0.0012,0.14,0.0025
0.1,-197,-0.00135,0.14,0.002
0.11,-197,-0.00135,0.14,0.002
0.12,-197,-0.00135,0.14,0.002
0.13,-197,-0.00135,0.14,0.0025
0.14,-197,-0.00135,0.14,0.002
0.15,-197,-0.0012,0.14,0.002
0.16,-197,-0.0012,0.14,0.002
0.17,-197,-0.0012,0.14,0.002
0.18,-197,-0.0012,0.14,0.002
0.19,-197,-0.0012,0.14,0.002
0.2,-197,-0.00135,0.14,0.0025
0.21,-197,-0.00135,0.14,0.002
0.22,-197.5,-0.00135,0.14,0.0025
0.23,-197,-0.00135,0.14,0.002
0.24,-197,-0.00135,0.145,0.0025
0.25,-197,-0.00135,0.14,0.002
0.26,-197,-0.0012,0.14,0.002
0.27,-197,-0.00135,0.145,0.002
0.28,-197,-0.00135,0.14,0.002
0.29,-197,-0.0015,0.145,0.002
0.3,-197,-0.00135,0.14,0.0025
0.31,-197,-0.00135,0.145,0.002
0.32,-197,-0.00135,0.145,0.0025
0.33,-197,-0.00135,0.16,0.0025
0.34,-197,-0.0015,0.165,0.0025
0.35,-197,-0.0015,0.175,0.003
0.36,-197,-0.0015,0.18,0.003
0.37,-197,-0.0015,0.185,0.003
0.38,-197,-0.00165,0.19,0.003
0.39,-197,-0.00165,0.2,0.003
0.4,-197,-0.00165,0.205,0.0035
0.41,-197,-0.00165,0.21,0.0035
0.42,-197,-0.00195,0.215,0.0035
0.43,-197,-0.00195,0.23,0.0035
0.44,-197,-0.00195,0.24,0.004
0.45,-197,-0.00195,0.25,0.004
0.46,-197,-0.00195,0.255,0.004
0.47,-197.5,-0.00225,0.27,0.004
0.48,-197,-0.0021,0.28,0.0045
0.49,-197,-0.00225,0.29,0.0045
0.5,-197,-0.0024,0.3,0.0045
0.51,-197,-0.00255,0.315,0.005
0.52,-197,-0.00255,0.32,0.005
0.53,-197,-0.00255,0.33,0.0055
0.54,-197,-0.00255,0.345,0.0055
0.55,-197,-0.00285,0.36,0.0055
0.56,-197,-0.00285,0.37,0.006
0.57,-197,-0.003,0.38,0.006
0.58,-197,-0.003,0.4,0.0065
0.59,-197,-0.00315,0.405,0.0065
0.6,-197,-0.00315,0.42,0.007
0.61,-197,-0.0033,0.425,0.007
0.62,-197,-0.0033,0.44,0.007
0.63,-197,-0.00345,0.45,0.007
0.64,-197,-0.0033,0.46,0.0075
0.65,-197,-0.00345,0.47,0.008
0.66,-197,-0.0036,0.485,0.008
0.67,-197,-0.00375,0.495,0.008
0.68,-197,-0.0039,0.51,0.0085
0.69,-197,-0.0039,0.52,0.0085
0.7,-197,-0.0039,0.54,0.009
0.71,-197,-0.0042,0.55,0.009
0.72,-197,-0.00405,0.56,0.0095
0.73,-197,-0.00435,0.585,0.0095
0.74,-197,-0.00435,0.6,0.01
0.75,-197,-0.0045,0.61,0.01
0.76,-197,-0.0045,0.63,0.0105
0.77,-197,-0.00465,0.635,0.0105
0.78,-197,-0.0045,0.645,0.0105
0.79,-197,-0.0048,0.655,0.011
0.8,-197,-0.00465,0.66,0.011
0.81,-197,-0.0051,0.67,0.011
0.82,-197.5,-0.0048,0.68,0.011
0.83,-197,-0.00495,0.68,0.011
0.84,-197,-0.0048,0.69,0.0115
0.85,-197,-0.0051,0.695,0.0115
0.86,-197,-0.00495,0.705,0.0115
0.87,-197,-0.0051,0.715,0.0115
0.88,-197,-0.00495,0.72,0.012
0.89,-197,-0.00525,0.725,0.012
0.9,-197,-0.00525,0.73,0.012
0.91,-197,-0.0054,0.73,0.012
0.92,-197,-0.00525,0.745,0.0125
0.93,-197,-0.00555,0.745,0.012
0.94,-197,-0.00525,0.75,0.0125
0.95,-197,-0.0054,0.755,0.0125
0.96,-197,-0.0054,0.76,0.0125
0.97,-197,-0.0057,0.765,0.0125
0.98,-197,-0.0054,0.775,0.013
0.99,-197,-0.0057,0.78,0.013
1,-197,-0.0054,0.785,0.013
1.01,-197,-0.00585,0.79,0.013
1.02,-197,-0.00555,0.795,0.013
1.03,-197,-0.00585,0.805,0.0135
1.04,-197,-0.0057,0.805,0.0135
1.05,-197,-0.00585,0.805,0.0135
1.06,-197,-0.0057,0.81,0.0135
1.07,-197,-0.00615,0.815,0.0135
1.08,-197,-0.0057,0.82,0.0135
1.09,-197,-0.006,0.825,0.0135
1.1,-197,-0.00585,0.83,0.014
1.11,-197,-0.00615,0.845,0.014
1.12,-197,-0.00585,0.855,0.014
1.13,-197,-0.00615,0.86,0.014
1.14,-197,-0.006,0.865,0.014
1.15,-197,-0.0063,0.87,0.0145
1.16,-197,-0.006,0.87,0.014
1.17,-197,-0.0063,0.87,0.0145
1.18,-197,-0.00615,0.875,0.0145
1.19,-197,-0.00645,0.875,0.0145
1.2,-197,-0.006,0.88,0.0145
1.21,-197,-0.0063,0.88,0.0145
1.22,-197,-0.0063,0.88,0.0145
1.23,-197,-0.00645,0.885,0.015
1.24,-197,-0.0063,0.895,0.0145
1.25,-197,-0.0066,0.9,0.0145
1.26,-197,-0.0063,0.9,0.0145
1.27,-197,-0.0066,0.905,0.015
1.28,-197,-0.0063,0.905,0.015
1.29,-197,-0.0066,0.91,0.015
1.3,-197,-0.0063,0.91,0.015
1.31,-197,-0.0066,0.91,0.015
1.32,-197,-0.00645,0.91,0.015
1.33,-197,-0.0066,0.91,0.015
1.34,-197,-0.0063,0.91,0.015
1.35,-197,-0.0066,0.91,0.015
1.36,-197,-0.00645,0.915,0.015
1.37,-197,-0.0066,0.91,0.015
1.38,-197,-0.0063,0.91,0.015
1.39,-197,-0.00675,0.915,0.015
1.4,-197,-0.0066,0.925,0.0155
1.41,-197,-0.00675,0.93,0.0155
1.42,-197,-0.00675,0.94,0.0155
1.43,-197,-0.00675,0.94,0.0155
1.44,-197,-0.00675,0.95,0.0155
1.45,-197,-0.00675,0.95,0.0155
1.46,-197,-0.0066,0.955,0.0155
1.47,-197,-0.00675,0.955,0.0155
1.48,-197,-0.00675,0.955,0.0155
1.49,-197,-0.0069,0.96,0.0155
1.5,-197,-0.00675,0.96,0.016
1.51,-197,-0.0069,0.965,0.016
1.52,-197,-0.00675,0.965,0.016
1.53,-197,-0.0069,0.97,0.016
1.54,-197,-0.00675,0.975,0.016
1.55,-197,-0.00705,0.98,0.016
1.56,-197,-0.00675,0.98,0.0165
1.57,-197,-0.00705,0.985,0.016
1.58,-197,-0.0069,0.995,0.0165
1.59,-197,-0.00735,0.995,0.0165
1.6,-197,-0.00705,1,0.0165
1.61,-197,-0.00735,1.01,0.0165
1.62,-197,-0.0072,1.015,0.0165
1.63,-197,-0.0072,1.02,0.0165
1.64,-197,-0.00705,1.02,0.0165
1.65,-197,-0.00735,1.025,0.017
1.66,-197,-0.00705,1.03,0.0165
1.67,-197,-0.0075,1.04,0.017
1.68,-197,-0.00735,1.045,0.017
1.69,-197,-0.0075,1.05,0.017
1.7,-197,-0.0072,1.06,0.017
1.71,-197,-0.00765,1.065,0.017
1.72,-197,-0.0075,1.075,0.0175
1.73,-197,-0.0078,1.08,0.0175
1.74,-197,-0.0075,1.085,0.0175
1.75,-197,-0.00795,1.1,0.018
1.76,-197,-0.00765,1.105,0.018
1.77,-197,-0.00795,1.115,0.018
1.78,-197,-0.0078,1.12,0.0185
1.79,-197,-0.0081,1.125,0.0185
1.8,-197,-0.00795,1.13,0.0185
1.81,-197,-0.00825,1.145,0.0185
1.82,-197,-0.00795,1.15,0.019
1.83,-197,-0.0084,1.16,0.019
1.84,-197,-0.0081,1.165,0.019
1.85,-197,-0.0084,1.175,0.019
1.86,-197,-0.00825,1.185,0.019
1.87,-197,-0.00855,1.195,0.0195
1.88,-197,-0.0084,1.195,0.0195
1.89,-197,-0.0087,1.205,0.0195
1.9,-197,-0.00855,1.215,0.02
1.91,-197,-0.0087,1.22,0.02
1.92,-197,-0.00855,1.235,0.02
1.93,-197,-0.00885,1.24,0.0205
1.94,-197,-0.0087,1.24,0.0205
1.95,-197,-0.009,1.25,0.0205
1.96,-197,-0.0087,1.255,0.0205
1.97,-197,-0.009,1.26,0.0205
1.98,-197,-0.0087,1.265,0.0205
1.99,-197,-0.00915,1.27,0.0205
2,-197,-0.0087,1.275,0.021
2.01,-197,-0.00915,1.275,0.021
2.02,-197,-0.0087,1.28,0.021
2.03,-197,-0.00915,1.285,0.021
2.04,-197.5,-0.00885,1.285,0.021
2.05,-197,-0.00915,1.295,0.0215
2.06,-197,-0.009,1.3,0.021
2.07,-197,-0.0093,1.3,0.021
2.08,-197,-0.009,1.31,0.0215
2.09,-197,-0.0093,1.315,0.0215
2.1,-197,-0.009,1.325,0.022
2.11,-197,-0.0096,1.325,0.022
2.12,-197,-0.00915,1.335,0.022
2.13,-197,-0.0096,1.34,0.022
2.14,-197,-0.0093,1.35,0.022
2.15,-197.5,-0.0096,1.36,0.022
2.16,-197,-0.0093,1.36,0.022
2.17,-197,-0.00975,1.37,0.0225
2.18,-197,-0.00945,1.375,0.0225
2.19,-197,-0.00975,1.385,0.0225
2.2,-197,-0.00945,1.39,0.023
2.21,-197,-0.01005,1.395,0.023
2.22,-197,-0.0096,1.405,0.023
2.23,-197,-0.01005,1.415,0.023
2.24,-197,-0.00975,1.42,0.0235
2.25,-197,-0.0102,1.43,0.0235
2.26,-197,-0.0099,1.435,0.0235
2.27,-197,-0.0102,1.445,0.024
2.28,-197,-0.0099,1.455,0.024
2.29,-197,-0.01035,1.46,0.024
2.3,-197,-0.01005,1.47,0.024
2.31,-197,-0.0105,1.485,0.0245
2.32,-197,-0.0102,1.49,0.0245
2.33,-197,-0.01065,1.5,0.0245
2.34,-197,-0.01035,1.51,0.025
2.35,-197,-0.01065,1.515,0.025
2.36,-197.5,-0.0105,1.525,0.025
2.37,-197,-0.0108,1.53,0.025
2.38,-197.5,-0.0105,1.54,0.0255
2.39,-197,-0.01095,1.55,0.0255
2.4,-197,-0.01065,1.56,0.0255
2.41,-197,-0.0111,1.565,0.0255
2.42,-197,-0.01065,1.575,0.026
2.43,-197,-0.0111,1.58,0.026
2.44,-197,-0.0108,1.585,0.026
2.45,-197,-0.01125,1.595,0.026
2.46,-197,-0.0108,1.6,0.0265
2.47,-197,-0.0114,1.605,0.0265
2.48,-197,-0.01095,1.615,0.0265
2.49,-197,-0.0114,1.625,0.0265
2.5,-197,-0.0111,1.63,0.0265
2.51,-197,-0.0117,1.64,0.027
2.52,-197,-0.01125,1.65,0.027
2.53,-197,-0.01155,1.665,0.0275
2.54,-197,-0.01155,1.675,0.0275
2.55,-197,-0.01185,1.68,0.0275
2.56,-197,-0.0114,1.68,0.0275
2.57,-197,-0.01185,1.685,0.0275
2.58,-197,-0.0117,1.69,0.028
2.59,-197,-0.012,1.69,0.0275
2.6,-197,-0.01155,1.7,0.028
2.61,-197,-0.012,1.71,0.028
2.62,-197,-0.0117,1.715,0.028
2.63,-197,-0.01215,1.725,0.0285
2.64,-197,-0.01185,1.73,0.0285
2.65,-197,-0.01215,1.74,0.0285
2.66,-197,-0.01185,1.745,0.0285
2.67,-197,-0.0123,1.75,0.029
2.68,-197,-0.01215,1.76,0.029
2.69,-197,-0.0123,1.765,0.029
2.7,-197.5,-0.01215,1.77,0.029
2.71,-197,-0.01245,1.77,0.029
2.72,-197,-0.01215,1.785,0.0295
2.73,-197,-0.0126,1.79,0.0295
2.74,-197,-0.0123,1.795,0.0295
2.75,-197,-0.01275,1.805,0.0295
2.76,-197.5,-0.0123,1.805,0.0295
2.77,-197,-0.01275,1.81,0.03
2.78,-197,-0.01245,1.815,0.03
2.79,-197,-0.01275,1.82,0.03
2.8,-197,-0.01245,1.83,0.03
2.81,-197,-0.01275,1.835,0.03
2.82,-197,-0.0126,1.845,0.0305
2.83,-197,-0.01305,1.855,0.0305
2.84,-197,-0.01275,1.865,0.031
2.85,-197,-0.0132,1.875,0.031
2.86,-197,-0.0129,1.885,0.031
2.87,-197,-0.0132,1.885,0.031
2.88,-197,-0.01305,1.895,0.031
2.89,-197,-0.01335,1.905,0.0315
2.9,-197,-0.0129,1.91,0.0315
2.91,-197,-0.0135,1.92,0.0315
2.92,-197,-0.0132,1.925,0.0315
2.93,-197,-0.0135,1.935,0.032
2.94,-197,-0.01335,1.95,0.032
2.95,-197,-0.0138,1.96,0.0325
2.96,-197.5,-0.01335,1.97,0.0325
2.97,-197,-0.01395,1.98,0.0325
2.98,-197,-0.01365,2.005,0.033
2.99,-197,-0.0141,2.005,0.033
3,-197,-0.01365,2.005,0.033
3.01,-197,-0.01395,2.005,0.033
3.02,-197,-0.01365,2.01,0.033
3.03,-197,-0.01395,2.01,0.033
3.04,-197,-0.01365,2.01,0.033
3.05,-197,-0.0141,2.005,0.033
3.06,-197,-0.01365,2.01,0.033
3.07,-197,-0.0141,2.005,0.033
3.08,-197,-0.01365,2.01,0.033
3.09,-197,-0.01395,2.005,0.033
3.1,-197,-0.01365,2.005,0.033
3.11,-197,-0.0141,2.005,0.033
3.12,-197,-0.01365,2.005,0.033
3.13,-197,-0.0141,2.005,0.033
3.14,-197,-0.01365,2.01,0.033
3.15,-197,-0.01395,2.005,0.033
3.16,-197,-0.01365,2.005,0.033
3.17,-197,-0.0141,2.005,0.033
3.18,-197,-0.01365,2.005,0.033
3.19,-197,-0.01395,2.005,0.033
3.2,-197,-0.01365,2.005,0.033
3.21,-197,-0.0141,2.01,0.033
3.22,-197,-0.0135,2.01,0.033
3.23,-197,-0.0141,2.005,0.033
3.24,-197,-0.0135,2.01,0.033
3.25,-197,-0.01395,2.005,0.033
3.26,-197,-0.01365,2.005,0.033
3.27,-197,-0.01395,2.005,0.033
3.28,-197,-0.01365,2.01,0.033
3.29,-197,-0.01395,2.005,0.033
3.3,-197,-0.01365,2.005,0.033
3.31,-197,-0.0141,2.005,0.033
3.32,-197,-0.01365,2.005,0.033
3.33,-197,-0.01395,2.005,0.033
3.34,-197.5,-0.01365,2.005,0.033
3.35,-197,-0.0141,2.005,0.033
3.36,-197,-0.01365,2.005,0.033
3.37,-197,-0.0141,2.005,0.033
3.38,-197,-0.01365,2.01,0.033
3.39,-197,-0.0141,2.01,0.0325
3.4,-197,-0.0135,2.01,0.033
3.41,-197,-0.0141,2.01,0.033
3.42,-197.5,-0.01365,2.01,0.033
3.43,-197,-0.0141,2.01,0.033
3.44,-197.5,-0.0135,2.005,0.033
3.45,-197,-0.0141,2.005,0.033
3.46,-197,-0.01365,2.01,0.033
3.47,-197,-0.0141,2.01,0.033
3.48,-197,-0.0135,2.01,0.033
3.49,-197,-0.0141,2.005,0.033
3.5,-197,-0.01365,2.005,0.0325
3.51,-197,-0.0141,2.005,0.033
