Time t / s,Magn. flux density B_A1 / mT,Voltage U_B2 / V,Voltage U_B1 / V,Current I_A1 / A
0,-231,-0.00225,0.14,0.002
0.01,-231,-0.0018,0.14,0.002
0.02,-231,-0.00225,0.14,0.0025
0.03,-231,-0.00165,0.14,0.002
0.04,-231,-0.0021,0.14,0.0025
0.05,-231,-0.0018,0.14,0.002
0.06,-231,-0.00225,0.14,0.002
0.07,-231.5,-0.00165,0.14,0.002
0.08,-231,-0.0021,0.14,0.002
0.09,-231,-0.0018,0.14,0.0025
0.1,-231.5,-0.00225,0.145,0.002
0.11,-231,-0.0018,0.14,0.002
0.12,-231,-0.0021,0.14,0.0025
0.13,-231.5,-0.0018,0.14,0.002
0.14,-231,-0.00225,0.14,0.002
0.15,-231,-0.00165,0.14,0.002
0.16,-231.5,-0.0021,0.14,0.002
0.17,-231,-0.00165,0.14,0.002
0.18,-231,-0.0021,0.14,0.002
0.19,-231,-0.0018,0.145,0.002
0.2,-231,-0.0021,0.14,0.002
0.21,-231.5,-0.00165,0.14,0.002
0.22,-231,-0.00225,0.14,0.0025
0.23,-231,-0.0018,0.145,0.0025
0.24,-231,-0.0021,0.14,0.002
0.25,-231,-0.0018,0.14,0.002
0.26,-231,-0.0021,0.14,0.002
0.27,-231,-0.00165,0.14,0.0025
0.28,-231,-0.00225,0.14,0.002
0.29,-231,-0.0018,0.14,0.002
0.3,-231,-0.00225,0.14,0.002
0.31,-231,-0.0018,0.14,0.0025
0.32,-231,-0.0021,0.14,0.002
0.33,-231.5,-0.0018,0.145,0.002
0.34,-231,-0.00225,0.14,0.002
0.35,-231,-0.0018,0.145,0.002
0.36,-231,-0.0021,0.14,0.002
0.37,-231,-0.00165,0.145,0.0025
0.38,-231,-0.00225,0.14,0.002
0.39,-231,-0.0018,0.145,0.002
0.4,-231,-0.00225,0.14,0.0025
0.41,-231,-0.0018,0.145,0.002
0.42,-231,-0.00225,0.145,0.0025
0.43,-231,-0.00165,0.145,0.002
0.44,-231,-0.0021,0.14,0.002
0.45,-231,-0.00195,0.165,0.0025
0.46,-231,-0.00255,0.17,0.0025
0.47,-231,-0.0021,0.17,0.0025
0.48,-231,-0.00255,0.18,0.003
0.49,-231,-0.00225,0.19,0.003
0.5,-231,-0.00285,0.195,0.003
0.51,-231,-0.0024,0.205,0.0035
0.52,-231,-0.003,0.21,0.0035
0.53,-231,-0.0027,0.215,0.0035
0.54,-231,-0.00315,0.23,0.0035
0.55,-231,-0.003,0.24,0.004
0.56,-231,-0.0036,0.25,0.004
0.57,-231,-0.00315,0.255,0.0045
0.58,-231,-0.00375,0.265,0.0045
0.59,-231,-0.0033,0.275,0.0045
0.6,-231,-0.0039,0.285,0.0045
0.61,-231,-0.00345,0.29,0.0045
0.62,-231,-0.00405,0.295,0.0045
0.63,-231,-0.00375,0.305,0.005
0.64,-231,-0.0042,0.31,0.005
0.65,-231.5,-0.00375,0.32,0.005
0.66,-231,-0.00435,0.32,0.005
0.67,-231,-0.00375,0.325,0.005
0.68,-231,-0.0045,0.33,0.0055
0.69,-231,-0.00405,0.335,0.0055
0.7,-231,-0.0045,0.34,0.0055
0.71,-231,-0.00405,0.345,0.0055
0.72,-231,-0.00465,0.35,0.0055
0.73,-231,-0.0042,0.35,0.0055
0.74,-231,-0.0045,0.355,0.006
0.75,-231,-0.00435,0.36,0.0055
0.76,-231,-0.00465,0.36,0.006
0.77,-231,-0.00435,0.36,0.006
0.78,-231,-0.0048,0.37,0.006
0.79,-231,-0.00435,0.375,0.006
0.8,-231,-0.00495,0.375,0.006
0.81,-231,-0.00435,0.38,0.006
0.82,-231,-0.00495,0.38,0.006
0.83,-231,-0.0045,0.385,0.0065
0.84,-231,-0.00525,0.395,0.0065
0.85,-231,-0.00465,0.395,0.0065
0.86,-231,-0.00525,0.395,0.0065
0.87,-231,-0.00465,0.405,0.0065
0.88,-231,-0.0051,0.405,0.0065
0.89,-231,-0.0048,0.41,0.0065
0.9,-231,-0.0054,0.42,0.007
0.91,-231,-0.00495,0.42,0.007
0.92,-231,-0.0054,0.425,0.007
0.93,-231,-0.0051,0.43,0.007
0.94,-231,-0.00555,0.435,0.007
0.95,-231,-0.0051,0.44,0.0075
0.96,-231,-0.0057,0.45,0.0075
0.97,-231,-0.00525,0.455,0.0075
0.98,-231,-0.00585,0.46,0.0075
0.99,-231,-0.00555,0.465,0.0075
1,-231.5,-0.006,0.475,0.008
1.01,-231,-0.0057,0.48,0.008
1.02,-231,-0.00615,0.485,0.008
1.03,-231,-0.0057,0.495,0.008
1.04,-231,-0.0063,0.495,0.008
1.05,-231,-0.00585,0.505,0.008
1.06,-231,-0.0066,0.515,0.0085
1.07,-231,-0.0063,0.525,0.0085
1.08,-231,-0.0069,0.535,0.009
1.09,-231,-0.00645,0.545,0.009
1.1,-231,-0.0069,0.55,0.009
1.11,-231,-0.00675,0.56,0.0095
1.12,-231,-0.0072,0.565,0.0095
1.13,-231,-0.00705,0.58,0.0095
1.14,-231,-0.0075,0.595,0.0095
1.15,-231.5,-0.00705,0.605,0.01
1.16,-231,-0.00765,0.61,0.01
1.17,-231,-0.0075,0.625,0.0105
1.18,-231,-0.00795,0.635,0.0105
1.19,-231,-0.00765,0.645,0.0105
1.2,-231,-0.0081,0.65,0.011
1.21,-231,-0.0078,0.66,0.011
1.22,-231,-0.0084,0.665,0.011
1.23,-231,-0.0081,0.68,0.011
1.24,-231,-0.00855,0.69,0.0115
1.25,-231,-0.0081,0.695,0.0115
1.26,-231,-0.00885,0.71,0.0115
1.27,-231.5,-0.0084,0.72,0.012
1.28,-231,-0.009,0.725,0.012
1.29,-231,-0.0087,0.73,0.012
1.3,-231,-0.00915,0.735,0.012
1.31,-231,-0.0087,0.745,0.0125
1.32,-231,-0.0093,0.75,0.0125
1.33,-231,-0.00885,0.75,0.0125
1.34,-231,-0.0093,0.755,0.0125
1.35,-231,-0.009,0.76,0.0125
1.36,-231,-0.0093,0.765,0.0125
1.37,-231,-0.009,0.775,0.013
1.38,-231,-0.0096,0.775,0.013
1.39,-231,-0.00915,0.78,0.013
1.4,-231,-0.00975,0.79,0.0135
1.41,-231,-0.00945,0.795,0.0135
1.42,-231,-0.00975,0.8,0.013
1.43,-231.5,-0.00945,0.805,0.0135
1.44,-231,-0.0099,0.805,0.0135
1.45,-231,-0.0096,0.815,0.0135
1.46,-231,-0.01005,0.825,0.0135
1.47,-231,-0.00975,0.83,0.0135
1.48,-231,-0.01005,0.835,0.014
1.49,-231,-0.01005,0.845,0.014
1.5,-231,-0.01035,0.85,0.014
1.51,-231,-0.0102,0.86,0.0145
1.52,-231,-0.0105,0.865,0.0145
1.53,-231,-0.0102,0.87,0.0145
1.54,-231,-0.01065,0.88,0.0145
1.55,-231,-0.01035,0.88,0.0145
1.56,-231,-0.01095,0.89,0.0145
1.57,-231,-0.0105,0.89,0.015
1.58,-231,-0.01095,0.9,0.015
1.59,-231,-0.01065,0.91,0.0155
1.6,-231,-0.0111,0.91,0.0155
1.61,-231,-0.0108,0.915,0.015
1.62,-231,-0.0114,0.925,0.0155
1.63,-231,-0.0111,0.935,0.0155
1.64,-231,-0.01155,0.94,0.0155
1.65,-231,-0.01125,0.945,0.0155
1.66,-231,-0.0117,0.955,0.016
1.67,-231,-0.0114,0.96,0.016
1.68,-231,-0.0117,0.965,0.016
1.69,-231.5,-0.0114,0.975,0.016
1.7,-231.5,-0.01185,0.99,0.0165
1.71,-231,-0.0117,1,0.0165
1.72,-231,-0.0123,1.02,0.017
1.73,-231,-0.01215,1.03,0.017
1.74,-231,-0.01275,1.045,0.0175
1.75,-231,-0.01245,1.06,0.0175
1.76,-231,-0.01305,1.08,0.018
1.77,-231,-0.01275,1.09,0.018
1.78,-231,-0.01335,1.1,0.018
1.79,-231,-0.01305,1.12,0.0185
1.8,-231,-0.01365,1.125,0.0185
1.81,-231,-0.0135,1.135,0.019
1.82,-231,-0.01395,1.15,0.019
1.83,-231,-0.01365,1.16,0.019
1.84,-231,-0.0141,1.165,0.019
1.85,-231,-0.01395,1.18,0.0195
1.86,-231,-0.0144,1.19,0.02
1.87,-231,-0.0141,1.195,0.0195
1.88,-231,-0.01455,1.205,0.02
1.89,-231,-0.01425,1.205,0.02
1.9,-231,-0.0144,1.21,0.02
1.91,-231,-0.0144,1.215,0.02
1.92,-231,-0.01485,1.23,0.0205
1.93,-231.5,-0.01455,1.235,0.0205
1.94,-231,-0.01485,1.235,0.0205
1.95,-231,-0.01455,1.24,0.0205
1.96,-231,-0.015,1.245,0.0205
1.97,-231,-0.01485,1.255,0.0205
1.98,-231,-0.01515,1.265,0.021
1.99,-231,-0.01485,1.27,0.021
2,-231,-0.0153,1.27,0.021
2.01,-231,-0.015,1.275,0.021
2.02,-231,-0.0153,1.27,0.021
2.03,-231,-0.015,1.28,0.0215
2.04,-231,-0.0153,1.285,0.021
2.05,-231,-0.01515,1.29,0.0215
2.06,-231,-0.01545,1.29,0.0215
2.07,-231,-0.0153,1.3,0.0215
2.08,-231,-0.0156,1.305,0.0215
2.09,-231,-0.0153,1.31,0.022
2.1,-231,-0.0159,1.315,0.0215
2.11,-231,-0.0156,1.32,0.022
2.12,-231,-0.0159,1.32,0.022
2.13,-231,-0.01545,1.325,0.022
2.14,-231,-0.01605,1.33,0.022
2.15,-231,-0.01575,1.335,0.022
2.16,-231,-0.01605,1.345,0.0225
2.17,-231,-0.01575,1.345,0.022
2.18,-231,-0.0162,1.345,0.0225
2.19,-231,-0.0159,1.35,0.0225
2.2,-231,-0.0162,1.35,0.0225
2.21,-231,-0.0159,1.355,0.0225
2.22,-231,-0.01635,1.36,0.0225
2.23,-231,-0.01605,1.36,0.0225
2.24,-231,-0.0165,1.37,0.0225
2.25,-231,-0.0162,1.375,0.023
2.26,-231,-0.0165,1.38,0.023
