Time t / s,Magn. flux density B_A1 / mT,Voltage U_B2 / V,Voltage U_B1 / V,Current I_A1 / A
0,-152.5,-0.00015,0.14,0.002
0.01,-152.5,-0.00075,0.14,0.002
0.02,-152.5,0,0.145,0.002
0.03,-152.5,-0.00075,0.145,0.002
0.04,-152.5,-0.00015,0.14,0.002
0.05,-152,-0.0006,0.14,0.0025
0.06,-152.5,-0.00015,0.14,0.002
0.07,-152.5,-0.00075,0.14,0.002
0.08,-152.5,-0.00015,0.14,0.0025
0.09,-152,-0.00075,0.14,0.002
0.1,-152.5,0,0.14,0.002
0.11,-152,-0.0006,0.14,0.002
0.12,-152.5,0,0.145,0.002
0.13,-152.5,-0.00075,0.14,0.002
0.14,-152.5,-0.00015,0.145,0.002
0.15,-152.5,-0.0006,0.145,0.002
0.16,-152.5,-0.00015,0.14,0.002
0.17,-152.5,-0.00075,0.14,0.002
0.18,-152.5,-0.00015,0.14,0.002
0.19,-152.5,-0.0006,0.14,0.002
0.2,-152.5,0,0.14,0.002
0.21,-152.5,-0.00075,0.14,0.002
0.22,-152.5,-0.00015,0.145,0.002
0.23,-152.5,-0.0006,0.14,0.002
0.24,-152.5,-0.00015,0.145,0.002
0.25,-152.5,-0.0006,0.14,0.002
0.26,-152.5,-0.00015,0.14,0.002
0.27,-152.5,-0.0006,0.14,0.002
0.28,-152.5,-0.00015,0.145,0.002
0.29,-152.5,-0.00075,0.14,0.002
0.3,-152.5,-0.00015,0.145,0.002
0.31,-152.5,-0.00075,0.14,0.002
0.32,-152.5,-0.00015,0.145,0.002
0.33,-152.5,-0.00075,0.145,0.002
0.34,-152.5,-0.00015,0.14,0.002
0.35,-152.5,-0.0006,0.145,0.002
0.36,-152.5,-0.00015,0.16,0.0025
0.37,-152.5,-0.00075,0.165,0.0025
0.38,-152.5,0,0.175,0.0025
0.39,-152.5,-0.00075,0.18,0.003
0.4,-152.5,0,0.185,0.003
0.41,-152.5,-0.0006,0.2,0.0035
0.42,-152.5,-0.00015,0.205,0.0035
0.43,-152.5,-0.00075,0.21,0.0035
0.44,-152.5,-0.00015,0.215,0.0035
0.45,-152,-0.00075,0.22,0.0035
0.46,-152.5,-0.00015,0.23,0.0035
0.47,-152.5,-0.00075,0.24,0.0035
0.48,-152.5,-0.00015,0.245,0.004
0.49,-152.5,-0.00075,0.26,0.004
0.5,-152.5,-0.00015,0.27,0.0045
0.51,-152.5,-0.00075,0.275,0.0045
0.52,-152.5,-0.00015,0.285,0.0045
0.53,-152.5,-0.00075,0.295,0.005
0.54,-152.5,-0.00015,0.305,0.005
0.55,-152.5,-0.0009,0.32,0.005
0.56,-152.5,-0.00015,0.325,0.005
0.57,-152.5,-0.00075,0.33,0.0055
0.58,-152.5,-0.00015,0.34,0.0055
0.59,-152,-0.00075,0.35,0.006
0.6,-152.5,-0.00015,0.36,0.006
0.61,-152.5,-0.00075,0.37,0.006
0.62,-152.5,-0.0003,0.38,0.006
0.63,-152.5,-0.00075,0.385,0.006
0.64,-152.5,-0.00015,0.4,0.0065
0.65,-152.5,-0.00075,0.405,0.0065
0.66,-152.5,-0.00015,0.415,0.0065
0.67,-152,-0.00075,0.425,0.007
0.68,-152,-0.00015,0.43,0.007
0.69,-152.5,-0.0009,0.445,0.0075
