Time t / s,Current I_A1 / A,Voltage U_B1 / V,Voltage U_A2 / V,Voltage U_B2 / V
17.6,0.0163,0.99,0.7425,-0.0165
17.8,0.01625,0.987,0.747,-0.0165
18,0.01625,0.984,0.75,-0.0165
18.2,0.0163,0.981,0.753,-0.0165
18.4,0.01625,0.9765,0.756,-0.0165
18.601,0.0163,0.9735,0.759,-0.0165
18.8,0.0163,0.9705,0.762,-0.0165
19.001,0.0163,0.9675,0.765,-0.015
19.201,0.01635,0.963,0.7665,-0.015
19.401,0.0163,0.96,0.7695,-0.015
19.6,0.0163,0.957,0.7725,-0.015
19.8,0.0163,0.9525,0.774,-0.015
20,0.0163,0.9495,0.7785,-0.015
20.2,0.01635,0.945,0.78,-0.015
20.4,0.0163,0.942,0.7845,-0.015
20.601,0.0163,0.9375,0.7875,-0.015
20.801,0.0163,0.9345,0.7905,-0.015
21.001,0.0163,0.93,0.792,-0.0135
21.2,0.0163,0.927,0.7965,-0.0135
21.4,0.0164,0.9225,0.798,-0.0135
21.6,0.0163,0.9195,0.8025,-0.0135
21.8,0.0163,0.915,0.8055,-0.0135
22,0.0163,0.912,0.807,-0.0135
22.2,0.01625,0.9075,0.81,-0.0135
22.401,0.0163,0.903,0.813,-0.0135
22.6,0.01625,0.9,0.816,-0.0135
22.8,0.0163,0.8955,0.819,-0.0135
23,0.0163,0.8925,0.822,-0.0135
23.201,0.0163,0.888,0.825,-0.0135
23.4,0.0163,0.8835,0.8265,-0.0135
23.6,0.0163,0.879,0.8295,-0.012
23.8,0.0163,0.876,0.8325,-0.012
24.001,0.0163,0.8715,0.8355,-0.012
24.2,0.0163,0.867,0.837,-0.012
24.4,0.01625,0.864,0.8415,-0.012
24.601,0.0163,0.8595,0.843,-0.012
24.8,0.0163,0.855,0.846,-0.012
25,0.0163,0.852,0.8475,-0.012
25.2,0.0163,0.8475,0.852,-0.012
25.401,0.0163,0.843,0.855,-0.0105
25.6,0.0163,0.8385,0.858,-0.0105
25.8,0.0163,0.834,0.861,-0.0105
26.001,0.0163,0.8295,0.8625,-0.0105
26.2,0.0163,0.825,0.8655,-0.0105
26.4,0.0163,0.822,0.8685,-0.0105
26.6,0.01625,0.8175,0.8715,-0.0105
26.801,0.0163,0.813,0.8745,-0.0105
27,0.0163,0.81,0.8775,-0.0105
27.2,0.0163,0.8055,0.879,-0.0105
27.401,0.0163,0.801,0.882,-0.0105
27.6,0.01625,0.7965,0.8865,-0.0105
27.8,0.0163,0.792,0.888,-0.0105
28.001,0.0163,0.7875,0.8895,-0.0105
28.2,0.01635,0.783,0.894,-0.009
28.4,0.01625,0.7785,0.897,-0.009
28.6,0.01625,0.774,0.9,-0.009
28.801,0.0163,0.771,0.9015,-0.009
29.001,0.0163,0.7665,0.9045,-0.009
29.2,0.0163,0.762,0.9075,-0.009
29.4,0.0163,0.759,0.9105,-0.009
29.601,0.0163,0.7545,0.9135,-0.009
29.801,0.0163,0.75,0.9165,-0.009
30.001,0.0163,0.7455,0.9195,-0.009
30.2,0.0163,0.741,0.921,-0.009
30.4,0.0163,0.738,0.924,-0.009
30.6,0.0163,0.7335,0.927,-0.009
30.8,0.0163,0.729,0.93,-0.009
31.001,0.0163,0.7245,0.9315,-0.009
31.2,0.0163,0.7215,0.936,-0.009
31.4,0.0163,0.717,0.9375,-0.0075
31.6,0.0163,0.7125,0.9405,-0.0075
31.801,0.0163,0.7095,0.942,-0.0075
32.001,0.0163,0.705,0.945,-0.0075
32.201,0.0163,0.7005,0.948,-0.0075
32.4,0.0163,0.6975,0.951,-0.0075
32.6,0.0163,0.693,0.954,-0.0075
32.801,0.0163,0.69,0.9555,-0.0075
33,0.0163,0.6855,0.96,-0.0075
33.2,0.0163,0.6825,0.9615,-0.0075
33.401,0.0163,0.678,0.963,-0.0075
33.601,0.0163,0.6735,0.966,-0.0075
33.8,0.01625,0.6705,0.969,-0.0075
34,0.01625,0.666,0.972,-0.0075
34.201,0.0162,0.6615,0.975,-0.0075
34.4,0.0162,0.6585,0.978,-0.0075
34.6,0.01615,0.654,0.981,-0.006
34.8,0.0161,0.6495,0.9825,-0.006
35.001,0.0163,0.6465,0.984,-0.006
35.2,0.0161,0.642,0.9885,-0.006
35.4,0.01615,0.639,0.9915,-0.006
35.6,0.01615,0.6345,0.993,-0.006
35.8,0.01615,0.6315,0.996,-0.006
36,0.01615,0.627,0.999,-0.006
36.2,0.0162,0.624,1.002,-0.006
36.401,0.0162,0.6195,1.0035,-0.006
36.6,0.0162,0.6165,1.0065,-0.006
36.801,0.0161,0.612,1.008,-0.006
37.001,0.01625,0.609,1.0125,-0.006
37.201,0.0161,0.6045,1.014,-0.006
37.4,0.01625,0.6015,1.017,-0.006
37.6,0.01625,0.5985,1.02,-0.006
37.8,0.0163,0.594,1.0215,-0.0045
38.001,0.0163,0.591,1.026,-0.006
38.2,0.0163,0.5865,1.0275,-0.0045
38.4,0.0163,0.5835,1.0305,-0.0045
38.6,0.0163,0.5805,1.0335,-0.006
38.8,0.0163,0.5775,1.035,-0.0045
39.002,0.0161,0.5745,1.038,-0.0045
39.2,0.0163,0.57,1.0395,-0.0045
39.4,0.0163,0.567,1.0425,-0.0045
39.601,0.01625,0.564,1.0455,-0.0045
39.801,0.0163,0.561,1.047,-0.0045
40,0.01635,0.5565,1.05,-0.0045
40.2,0.01635,0.5535,1.053,-0.0045
40.401,0.0163,0.5505,1.056,-0.0045
40.601,0.0163,0.5475,1.0575,-0.0045
40.8,0.01635,0.543,1.0605,-0.0045
41.001,0.0164,0.54,1.0635,-0.0045
41.2,0.01635,0.537,1.065,-0.0045
41.4,0.01635,0.534,1.068,-0.0045
41.601,0.01635,0.531,1.071,-0.0045
41.8,0.0164,0.528,1.0725,-0.0045
42,0.0164,0.525,1.0755,-0.0045
42.201,0.0164,0.522,1.0785,-0.0045
42.4,0.0164,0.519,1.08,-0.0045
42.601,0.01635,0.516,1.083,-0.0045
42.8,0.01645,0.5115,1.086,-0.0045
43,0.0164,0.5085,1.089,-0.0045
43.2,0.0164,0.5055,1.0905,-0.0045
43.4,0.0164,0.5025,1.0935,-0.0045
43.601,0.0164,0.4995,1.0965,-0.003
43.8,0.0164,0.4965,1.098,-0.003
44,0.0164,0.4935,1.101,-0.003
44.203,0.0163,0.4905,1.104,-0.003
44.4,0.0164,0.4875,1.1055,-0.003
44.6,0.0164,0.4845,1.1085,-0.003
44.8,0.0164,0.4815,1.1115,-0.003
45.001,0.01645,0.4785,1.113,-0.003
45.201,0.0164,0.4755,1.116,-0.003
45.401,0.0164,0.4725,1.119,-0.003
45.601,0.01645,0.4695,1.122,-0.003
45.8,0.01635,0.468,1.1235,-0.003
46.001,0.0164,0.465,1.1265,-0.003
46.2,0.01635,0.462,1.128,-0.003
46.401,0.01645,0.459,1.131,-0.003
46.6,0.01635,0.456,1.134,-0.003
46.8,0.01635,0.453,1.1355,-0.003
47,0.01635,0.45,1.1385,-0.003
47.2,0.0163,0.447,1.1415,-0.003
47.4,0.0163,0.4455,1.143,-0.003
47.6,0.0163,0.441,1.146,-0.003
47.8,0.01635,0.4395,1.149,-0.003
48,0.0163,0.4365,1.152,-0.003
48.2,0.0163,0.4335,1.1535,-0.003
48.4,0.0163,0.432,1.1565,-0.003
48.6,0.0163,0.429,1.158,-0.003
48.8,0.0163,0.426,1.161,-0.003
49,0.0163,0.423,1.164,-0.003
49.2,0.0163,0.42,1.167,-0.003
49.4,0.0163,0.4185,1.1685,-0.0015
49.6,0.0163,0.4155,1.1715,-0.0015
49.8,0.0163,0.4125,1.1745,-0.0015
50,0.0163,0.411,1.176,-0.003
50.201,0.0164,0.408,1.1805,-0.0015
50.4,0.0163,0.405,1.182,-0.0015
50.601,0.0164,0.402,1.185,-0.0015
50.8,0.0163,0.4005,1.1865,-0.0015
51,0.0163,0.3975,1.188,-0.0015
51.2,0.0163,0.396,1.191,-0.0015
51.4,0.0163,0.393,1.194,-0.0015
51.601,0.0163,0.39,1.197,-0.0015
51.8,0.0163,0.3885,1.1985,-0.0015
52.001,0.01635,0.3855,1.2015,-0.0015
52.2,0.0163,0.3825,1.203,-0.0015
52.4,0.0163,0.381,1.206,-0.0015
52.601,0.01635,0.378,1.209,-0.0015
52.8,0.0163,0.3765,1.2105,-0.0015
53,0.0163,0.3735,1.2135,-0.0015
53.2,0.0163,0.372,1.215,-0.0015
53.4,0.0163,0.369,1.218,-0.0015
53.601,0.01635,0.3675,1.221,-0.0015
53.8,0.0163,0.3645,1.2225,-0.0015
54,0.0163,0.363,1.2255,-0.0015
54.2,0.0163,0.36,1.2285,-0.0015
54.4,0.0163,0.3585,1.23,-0.0015
54.601,0.01635,0.357,1.2345,-0.0015
54.8,0.0163,0.354,1.236,-0.0015
55,0.01635,0.3525,1.2375,-0.0015
55.2,0.0163,0.3495,1.2405,-0.0015
55.401,0.0163,0.348,1.2435,-0.0015
55.6,0.0163,0.345,1.245,-0.0015
55.8,0.0163,0.3435,1.248,-0.0015
56.001,0.0163,0.342,1.251,-0.0015
56.201,0.0163,0.339,1.2525,-0.0015
56.4,0.0163,0.3375,1.254,-0.0015
56.6,0.0163,0.336,1.257,-0.0015
56.8,0.01635,0.333,1.2585,-0.0015
57,0.0163,0.3315,1.2615,-0.0015
57.2,0.0163,0.33,1.2645,-0.0015
57.4,0.0163,0.3285,1.2675,-0.0015
57.601,0.0163,0.3255,1.269,-0.0015
57.8,0.01635,0.324,1.272,0
58,0.0163,0.3225,1.2735,0
58.2,0.01635,0.3195,1.2765,0
58.4,0.01635,0.318,1.278,-0.0015
58.6,0.0163,0.3165,1.281,0
58.801,0.0163,0.315,1.284,-0.0015
59.001,0.0163,0.312,1.2855,0
59.2,0.01635,0.3105,1.2885,-0.0015
59.4,0.01635,0.309,1.29,0
59.601,0.0163,0.3075,1.293,-0.0015
59.8,0.01635,0.306,1.2945,0
60.001,0.0163,0.303,1.2975,0
60.201,0.01635,0.3015,1.299,0
60.4,0.0163,0.3,1.3005,0
60.601,0.01635,0.2985,1.3035,0
60.8,0.01635,0.297,1.308,0
61.001,0.0163,0.2955,1.3095,0
61.201,0.01635,0.294,1.311,0
61.4,0.01635,0.291,1.314,0
61.601,0.0163,0.2895,1.317,0
61.8,0.0163,0.288,1.3185,0
62,0.01635,0.2865,1.32,0
62.2,0.01635,0.285,1.323,0
62.401,0.01635,0.2835,1.326,0
62.6,0.0163,0.282,1.3275,0
62.8,0.01635,0.2805,1.3305,0
63,0.01635,0.279,1.332,0
63.201,0.01635,0.2775,1.335,0
63.4,0.0163,0.276,1.3365,0
63.6,0.01635,0.2745,1.3395,0
63.8,0.01635,0.273,1.3425,0
64,0.01635,0.2715,1.344,0
64.2,0.01635,0.27,1.3455,0
64.4,0.01635,0.2685,1.3485,0
64.601,0.01635,0.267,1.35,0
64.8,0.01635,0.2655,1.3515,0
65,0.01635,0.264,1.3545,0
65.2,0.0163,0.264,1.356,0
65.4,0.0163,0.2625,1.359,0
65.6,0.0163,0.261,1.3605,0
65.8,0.0163,0.2595,1.362,0
66,0.01635,0.258,1.365,0
66.201,0.0163,0.2565,1.3665,0
66.401,0.01635,0.255,1.3695,0
66.601,0.01635,0.2535,1.3725,0
66.8,0.0163,0.252,1.374,0
67.001,0.0163,0.2505,1.3755,0
67.2,0.01635,0.249,1.377,0
67.401,0.01635,0.249,1.38,0
67.6,0.01635,0.2475,1.3815,0
67.8,0.0163,0.246,1.3845,0
68,0.0163,0.2445,1.386,0
68.2,0.01635,0.243,1.389,0
68.401,0.01635,0.2415,1.392,0
68.6,0.0163,0.24,1.392,0
68.8,0.01635,0.24,1.395,0
69.001,0.0163,0.2385,1.398,0
69.2,0.0163,0.237,1.3995,0
69.4,0.01635,0.2355,1.4025,0
69.6,0.01635,0.234,1.4025,0
69.8,0.0163,0.2325,1.4055,0
70,0.0163,0.231,1.407,0
70.2,0.0163,0.231,1.41,0
70.4,0.01635,0.2295,1.413,0
70.6,0.0163,0.228,1.4145,0
70.8,0.01635,0.2265,1.416,0
71,0.0163,0.2265,1.419,0
71.2,0.0163,0.225,1.4205,0
71.401,0.01635,0.2235,1.4235,0
71.602,0.0163,0.222,1.4265,0
71.8,0.0163,0.2205,1.428,0
72,0.01635,0.2205,1.4295,0
72.2,0.01635,0.219,1.431,0
72.401,0.01635,0.2175,1.434,0
72.6,0.01635,0.216,1.4355,0
72.8,0.0163,0.216,1.437,0
73,0.0163,0.2145,1.44,0
73.201,0.0163,0.213,1.4415,0
73.4,0.01625,0.213,1.443,0
73.6,0.0163,0.2115,1.446,0
73.8,0.01625,0.21,1.4475,0
74,0.01625,0.21,1.4505,0
74.201,0.01635,0.2085,1.4535,0
74.4,0.0162,0.207,1.455,0
74.6,0.0162,0.2055,1.4565,0
74.8,0.01615,0.2055,1.4595,0
75,0.0162,0.204,1.461,0
75.2,0.0162,0.2025,1.4625,0
75.401,0.0163,0.2025,1.4655,0
75.6,0.01615,0.201,1.467,0
75.8,0.01615,0.201,1.4685,0
76.001,0.01615,0.1995,1.4715,0
76.2,0.01615,0.1995,1.473,0
76.4,0.01635,0.198,1.476,0
76.6,0.0162,0.198,1.476,0
76.8,0.0162,0.1965,1.4775,0
77.001,0.01615,0.195,1.4805,0
77.2,0.0162,0.195,1.482,0
77.4,0.0162,0.1935,1.4835,0
77.6,0.0162,0.1935,1.485,0
77.801,0.01625,0.192,1.488,0
78,0.01625,0.192,1.4895,0
78.2,0.0162,0.192,1.491,0
78.4,0.0162,0.1905,1.4925,0
78.601,0.01625,0.1905,1.494,0
78.8,0.01625,0.189,1.4955,0
79.001,0.01615,0.189,1.4985,0
79.201,0.0162,0.1875,1.5,0
79.4,0.01625,0.186,1.5015,0
79.6,0.01625,0.186,1.503,0
79.801,0.0162,0.1845,1.506,0
80,0.01625,0.1845,1.506,0
80.201,0.01625,0.183,1.509,0
80.4,0.01625,0.183,1.5105,0
80.6,0.01625,0.1815,1.512,0
80.8,0.01625,0.1815,1.5135,0
81,0.01625,0.18,1.5165,0
81.2,0.0163,0.18,1.518,0
81.401,0.0163,0.1785,1.5195,0
81.6,0.01625,0.177,1.5225,0
81.8,0.01625,0.177,1.524,0
82.001,0.0162,0.1755,1.527,0
82.2,0.0163,0.174,1.5285,0
82.4,0.0163,0.174,1.53,0
82.6,0.0163,0.1725,1.533,0
82.8,0.0163,0.1725,1.5345,0
83,0.0163,0.171,1.536,0
83.2,0.0163,0.171,1.539,0
83.4,0.0163,0.1695,1.5405,0
83.601,0.0162,0.1695,1.5435,0
83.8,0.0163,0.168,1.545,0
84,0.0163,0.168,1.5465,0
84.2,0.0163,0.1665,1.548,0
84.4,0.0163,0.1665,1.551,0
84.6,0.0163,0.165,1.5525,0
84.8,0.0163,0.165,1.554,0
85,0.0163,0.165,1.5555,0
85.201,0.0163,0.1635,1.5585,0
85.4,0.0163,0.162,1.56,0
85.6,0.0163,0.162,1.563,0
85.8,0.0163,0.1605,1.5645,0
86,0.0163,0.1605,1.566,0
86.201,0.01625,0.1605,1.569,0
86.4,0.0163,0.159,1.5705,0
86.6,0.0163,0.159,1.572,0
86.801,0.01625,0.1575,1.575,0
87,0.0163,0.1575,1.5765,0
87.2,0.0163,0.156,1.578,0
87.4,0.0163,0.156,1.5795,0
87.601,0.0162,0.1545,1.5825,0
87.8,0.01625,0.1545,1.584,0
88.001,0.0162,0.153,1.587,0
88.201,0.01615,0.153,1.5885,0
88.4,0.01625,0.1515,1.59,0
88.601,0.01615,0.1515,1.593,0
88.8,0.01625,0.1515,1.593,0
89.001,0.01615,0.15,1.596,0
89.2,0.01625,0.15,1.5975,0
89.4,0.01625,0.15,1.599,0
89.6,0.01625,0.1485,1.602,0
89.8,0.01625,0.1485,1.6035,0
90,0.01625,0.147,1.6065,0
90.2,0.0162,0.147,1.6065,0
90.4,0.01625,0.147,1.608,0
90.6,0.01625,0.1455,1.6125,0
90.8,0.01625,0.1455,1.6125,0
91.001,0.0162,0.144,1.6155,0
91.201,0.0162,0.144,1.617,0
91.4,0.0162,0.144,1.6185,0
91.6,0.0162,0.1425,1.6215,0
91.8,0.0162,0.1425,1.623,0
92,0.0162,0.141,1.6245,0
92.2,0.0162,0.141,1.6275,0
92.4,0.0162,0.141,1.6305,0
92.601,0.0163,0.1395,1.632,0
92.8,0.01615,0.1395,1.6335,0
93,0.0162,0.138,1.635,0
93.2,0.0162,0.138,1.6365,0
93.4,0.01635,0.1365,1.6395,0
93.601,0.0162,0.1365,1.6395,0
93.8,0.0162,0.1365,1.641,0
94,0.01615,0.1365,1.641,0
94.201,0.01635,0.135,1.6425,0
94.4,0.0162,0.135,1.6425,0
94.6,0.0162,0.135,1.6425,0
94.801,0.01615,0.135,1.6425,0
95,0.01615,0.135,1.6425,0
95.2,0.01615,0.135,1.6425,0
95.401,0.01635,0.1335,1.6425,0
95.6,0.01615,0.1335,1.6425,0
95.8,0.01615,0.1335,1.641,0
96,0.01615,0.1335,1.641,0
96.2,0.01615,0.1335,1.641,0
96.4,0.01615,0.1335,1.6395,0
96.601,0.01635,0.1335,1.6395,0
96.8,0.01615,0.1335,1.6395,0
97,0.0162,0.135,1.638,0
97.2,0.0162,0.1335,1.638,0
97.4,0.0162,0.135,1.6365,0
97.601,0.0163,0.135,1.6365,0
97.8,0.0162,0.135,1.635,0
98,0.01625,0.135,1.6335,0
98.2,0.01635,0.135,1.635,0
98.401,0.01635,0.135,1.6335,0
98.6,0.01625,0.135,1.632,0
98.8,0.01625,0.135,1.6305,0
99,0.01625,0.135,1.6305,0
99.2,0.01625,0.1365,1.629,0
99.4,0.01625,0.1365,1.6275,0
99.6,0.0162,0.1365,1.626,0
99.8,0.0162,0.1365,1.6275,0
100,0.0162,0.1365,1.6245,0
100.2,0.0162,0.138,1.6245,0
100.4,0.0162,0.138,1.623,0
100.6,0.01625,0.138,1.6215,0
100.8,0.0162,0.138,1.6215,0
101,0.0162,0.138,1.62,0
101.2,0.01615,0.138,1.6185,0
101.401,0.0163,0.1395,1.6185,0
101.6,0.01615,0.1395,1.617,0
101.8,0.0162,0.1395,1.6155,0
102.001,0.01635,0.1395,1.6155,0
102.2,0.01615,0.141,1.6125,0
102.4,0.01615,0.141,1.611,0
102.601,0.0163,0.141,1.611,0
102.8,0.01615,0.141,1.6095,0
103,0.01615,0.1425,1.608,0
103.2,0.0162,0.1425,1.6065,0
103.4,0.01615,0.1425,1.605,0
103.6,0.01615,0.1425,1.605,0
103.801,0.01615,0.1425,1.6035,0
104,0.01615,0.144,1.602,0
104.202,0.01635,0.144,1.602,0
104.4,0.01615,0.144,1.599,0
104.601,0.01615,0.144,1.599,0
104.801,0.0162,0.144,1.5975,0
105,0.0162,0.144,1.596,0
105.2,0.0162,0.1455,1.5945,0
105.4,0.0162,0.1455,1.593,0
105.6,0.0162,0.1455,1.593,0
105.801,0.01625,0.1455,1.5915,0
106,0.01625,0.147,1.59,0
106.2,0.01625,0.147,1.5885,0
106.4,0.01625,0.147,1.5885,0
106.6,0.0162,0.147,1.587,0
106.8,0.01625,0.147,1.5855,0
107,0.01625,0.147,1.584,0
107.202,0.01635,0.1485,1.584,0
107.4,0.01625,0.1485,1.5825,0
107.6,0.01625,0.1485,1.581,0
107.8,0.01625,0.1485,1.5795,0
108,0.01625,0.15,1.5795,0
108.2,0.01625,0.15,1.578,0
108.4,0.0163,0.15,1.5765,0
108.601,0.0162,0.15,1.575,0
108.8,0.01625,0.1515,1.5735,0
109,0.0163,0.1515,1.572,0
109.201,0.0162,0.1515,1.572,0
109.4,0.0163,0.1515,1.5705,0
109.601,0.01635,0.153,1.569,0
109.8,0.0163,0.153,1.5675,0
110,0.0163,0.153,1.5675,0
110.2,0.0163,0.1545,1.566,0
110.401,0.01635,0.1545,1.5645,0
110.6,0.0163,0.1545,1.563,0
110.8,0.01635,0.1545,1.5615,0
111,0.01635,0.156,1.56,0
111.2,0.01635,0.156,1.5585,0
111.4,0.01635,0.156,1.5585,0
111.6,0.01635,0.156,1.557,0
111.801,0.01625,0.1575,1.5555,0
112,0.0163,0.1575,1.554,0
112.2,0.01635,0.1575,1.5525,0
112.4,0.01635,0.159,1.5525,0
112.601,0.0163,0.159,1.551,0
112.8,0.01635,0.159,1.5495,0
113.001,0.01635,0.159,1.548,0
113.2,0.01635,0.1605,1.5465,0
113.4,0.0163,0.1605,1.545,0
113.6,0.01635,0.1605,1.545,0
113.8,0.01635,0.162,1.5435,0
114,0.01635,0.162,1.542,0
114.2,0.01635,0.162,1.5405,0
114.4,0.01635,0.162,1.5405,0
114.6,0.01635,0.1635,1.539,0
114.8,0.01635,0.1635,1.5375,0
115,0.01635,0.1635,1.536,0
115.2,0.0164,0.165,1.536,0
115.4,0.0164,0.165,1.5345,0
115.6,0.0164,0.165,1.533,0
115.801,0.01635,0.1665,1.5315,0
116,0.0164,0.1665,1.5315,0
116.2,0.0164,0.1665,1.53,0
116.4,0.01635,0.1665,1.5285,0
116.6,0.0164,0.168,1.527,0
116.801,0.01635,0.168,1.527,0
117.001,0.0163,0.168,1.5255,0
117.201,0.01635,0.1695,1.524,0
117.4,0.0164,0.1695,1.5225,0
117.6,0.0164,0.1695,1.5225,0
117.801,0.01635,0.171,1.521,0
118,0.0164,0.171,1.5195,0
118.2,0.0164,0.171,1.518,0
118.4,0.0164,0.171,1.5165,0
118.6,0.0164,0.1725,1.5165,0
118.8,0.0164,0.1725,1.515,0
119.001,0.0164,0.1725,1.5135,0
119.2,0.0164,0.174,1.512,0
119.4,0.0164,0.174,1.512,0
119.6,0.0164,0.174,1.5105,0
119.8,0.0164,0.174,1.509,0
120.001,0.01635,0.1755,1.5075,0
120.2,0.0164,0.1755,1.5075,0
120.401,0.01635,0.1755,1.506,0
120.6,0.0164,0.177,1.5045,0
120.8,0.0164,0.177,1.503,0
121,0.0164,0.177,1.5015,0
121.2,0.0164,0.1785,1.5015,0
121.4,0.0164,0.1785,1.5,0
121.601,0.01635,0.1785,1.4985,0
121.8,0.01635,0.1785,1.497,0
122,0.0164,0.18,1.497,0
122.2,0.0164,0.18,1.4955,0
122.4,0.0164,0.18,1.494,0
122.6,0.0164,0.1815,1.4925,0
122.8,0.0164,0.1815,1.491,0
123,0.0164,0.1815,1.491,0
123.2,0.0164,0.183,1.4895,0
123.4,0.0164,0.183,1.488,0
123.601,0.01635,0.183,1.488,0
123.8,0.0164,0.1845,1.4865,0
124,0.0164,0.1845,1.485,0
124.2,0.0164,0.1845,1.4835,0
124.401,0.01635,0.186,1.482,0
124.6,0.0164,0.186,1.482,0
124.8,0.0164,0.186,1.4805,0
125.001,0.01635,0.1875,1.479,0
125.2,0.01635,0.1875,1.4775,0
125.4,0.0164,0.1875,1.4775,0
125.6,0.01635,0.189,1.476,0
125.801,0.01635,0.189,1.4745,0
126,0.0164,0.189,1.473,0
126.2,0.0164,0.1905,1.4715,0
126.401,0.01635,0.1905,1.4715,0
126.6,0.0164,0.1905,1.47,0
126.8,0.01635,0.1905,1.4685,0
127,0.0164,0.192,1.4685,0
127.2,0.0164,0.192,1.467,0
127.4,0.0164,0.192,1.4655,0
127.6,0.0164,0.1935,1.464,0
127.8,0.0164,0.1935,1.464,0
128,0.0164,0.1935,1.4625,0
128.2,0.0164,0.195,1.461,0
128.401,0.01635,0.195,1.4595,0
128.601,0.01635,0.195,1.4595,0
128.8,0.0164,0.1965,1.458,0
129.001,0.01635,0.1965,1.4565,0
129.2,0.0164,0.1965,1.455,0
129.4,0.0164,0.198,1.455,0
129.6,0.01635,0.198,1.4535,0
129.8,0.0164,0.198,1.452,0
130,0.01635,0.1995,1.4505,0
130.2,0.0164,0.1995,1.4505,0
