Time t / s,Current I_A1 / A,Voltage U_B1 / V,Voltage U_A2 / V,Voltage U_B2 / V
12.8,0.0163,1.0005,0.735,-0.0165
13,0.0163,0.9975,0.738,-0.0165
13.201,0.0163,0.9945,0.7395,-0.0165
13.401,0.0163,0.9915,0.7425,-0.0165
13.6,0.01625,0.9885,0.747,-0.0165
13.8,0.01625,0.984,0.7485,-0.0165
14.001,0.0163,0.981,0.7515,-0.0165
14.2,0.0163,0.978,0.756,-0.0165
14.401,0.0163,0.975,0.7575,-0.0165
14.601,0.01625,0.9705,0.7605,-0.0165
14.8,0.0163,0.9675,0.7635,-0.015
15,0.0163,0.9645,0.7665,-0.015
15.2,0.0163,0.96,0.7695,-0.015
15.401,0.0163,0.957,0.7725,-0.015
15.601,0.0163,0.954,0.7755,-0.015
15.8,0.0163,0.9495,0.777,-0.015
16,0.0163,0.9465,0.7815,-0.015
16.2,0.0163,0.9435,0.783,-0.015
16.401,0.0163,0.939,0.786,-0.015
16.6,0.0163,0.936,0.789,-0.015
16.8,0.0163,0.9315,0.792,-0.015
17.001,0.0163,0.9285,0.795,-0.0135
17.201,0.01625,0.924,0.798,-0.0135
17.401,0.0163,0.9195,0.801,-0.0135
17.6,0.0163,0.9165,0.804,-0.0135
17.8,0.0163,0.912,0.807,-0.0135
18,0.0163,0.909,0.81,-0.0135
18.201,0.0163,0.9045,0.813,-0.0135
18.4,0.0163,0.9,0.816,-0.0135
18.601,0.0163,0.897,0.8175,-0.0135
18.801,0.0163,0.8925,0.8205,-0.0135
18.999,0.0163,0.888,0.8235,-0.0135
19.201,0.0163,0.885,0.8235,-0.012
19.4,0.0163,0.8805,0.828,-0.012
19.601,0.01625,0.876,0.831,-0.012
19.8,0.0163,0.8715,0.8355,-0.012
20,0.0163,0.8685,0.8385,-0.012
20.201,0.0163,0.864,0.84,-0.012
20.401,0.0163,0.8595,0.843,-0.012
20.6,0.0163,0.855,0.846,-0.012
20.802,0.0163,0.852,0.849,-0.012
21,0.0163,0.8475,0.852,-0.012
21.201,0.0163,0.843,0.8535,-0.012
21.401,0.0163,0.8385,0.8565,-0.0105
21.601,0.0163,0.8355,0.861,-0.0105
21.8,0.0163,0.831,0.8625,-0.0105
22,0.0163,0.8265,0.8655,-0.0105
22.2,0.0163,0.822,0.867,-0.0105
22.4,0.01625,0.8175,0.8715,-0.0105
22.601,0.0163,0.8145,0.8745,-0.0105
22.8,0.0163,0.81,0.876,-0.0105
23.001,0.0163,0.8055,0.879,-0.0105
23.2,0.0163,0.801,0.882,-0.0105
23.4,0.01625,0.7965,0.885,-0.0105
23.601,0.0163,0.7935,0.8865,-0.0105
23.801,0.0163,0.789,0.891,-0.009
24,0.0163,0.7845,0.8925,-0.009
24.2,0.0163,0.78,0.8955,-0.009
24.401,0.0163,0.7755,0.8985,-0.009
24.6,0.0163,0.7725,0.9015,-0.009
24.801,0.0163,0.768,0.9045,-0.009
25.001,0.0163,0.7635,0.906,-0.009
25.201,0.0163,0.759,0.909,-0.009
25.401,0.0163,0.756,0.912,-0.009
25.602,0.0163,0.7515,0.9135,-0.009
25.8,0.0163,0.747,0.9165,-0.009
26.001,0.0163,0.7425,0.9195,-0.009
26.201,0.0163,0.738,0.9225,-0.009
26.4,0.0163,0.7335,0.9255,-0.009
26.6,0.0163,0.729,0.9285,-0.009
26.8,0.0163,0.726,0.9315,-0.009
27,0.0163,0.7215,0.933,-0.0075
27.201,0.0163,0.717,0.936,-0.0075
27.401,0.0163,0.714,0.939,-0.0075
27.6,0.0163,0.7095,0.9405,-0.0075
27.8,0.0163,0.705,0.9435,-0.0075
28,0.0163,0.7005,0.9465,-0.0075
28.201,0.0163,0.6975,0.9495,-0.0075
28.4,0.0163,0.693,0.9525,-0.0075
28.601,0.01625,0.6885,0.9555,-0.0075
28.8,0.0163,0.684,0.957,-0.0075
29.001,0.0163,0.681,0.96,-0.0075
29.201,0.0163,0.6765,0.963,-0.0075
29.401,0.0163,0.6735,0.9645,-0.006
29.6,0.0163,0.669,0.9675,-0.0075
29.801,0.0163,0.6645,0.9705,-0.006
30.001,0.0163,0.6615,0.9735,-0.006
30.201,0.0163,0.657,0.975,-0.006
30.4,0.0163,0.654,0.9795,-0.006
30.6,0.0163,0.6495,0.981,-0.006
30.801,0.0163,0.645,0.984,-0.006
31.001,0.0163,0.642,0.987,-0.006
31.201,0.0163,0.6375,0.9885,-0.006
31.4,0.0163,0.6345,0.9915,-0.006
31.601,0.0163,0.63,0.993,-0.006
31.8,0.0163,0.627,0.996,-0.006
32.001,0.0163,0.624,0.999,-0.006
32.2,0.0163,0.6195,1.002,-0.006
32.401,0.0163,0.6165,1.0035,-0.006
32.6,0.0163,0.612,1.0065,-0.006
32.801,0.0163,0.609,1.0095,-0.006
33,0.0163,0.6045,1.011,-0.006
33.201,0.0163,0.6015,1.0125,-0.0045
33.4,0.0163,0.5985,1.017,-0.0045
33.601,0.01625,0.594,1.0185,-0.0045
33.801,0.0163,0.591,1.0215,-0.0045
34,0.0163,0.5865,1.0245,-0.0045
34.201,0.0163,0.5835,1.026,-0.0045
34.401,0.0163,0.5805,1.029,-0.0045
34.601,0.0163,0.576,1.032,-0.0045
34.8,0.0163,0.573,1.035,-0.0045
35,0.0163,0.57,1.0365,-0.0045
35.2,0.0163,0.5655,1.041,-0.0045
35.4,0.0163,0.5625,1.0425,-0.0045
35.601,0.0163,0.5595,1.0455,-0.0045
35.8,0.0163,0.5565,1.047,-0.0045
36.001,0.01625,0.552,1.0485,-0.0045
36.2,0.0163,0.549,1.053,-0.0045
36.401,0.0163,0.546,1.056,-0.0045
36.601,0.0163,0.543,1.0575,-0.0045
36.8,0.0163,0.5385,1.0605,-0.0045
37.001,0.0163,0.5355,1.062,-0.003
37.201,0.0163,0.5325,1.065,-0.0045
37.4,0.0163,0.5295,1.068,-0.0045
37.601,0.01635,0.5265,1.0695,-0.003
37.8,0.0163,0.5235,1.0725,-0.003
38,0.0163,0.5205,1.0755,-0.003
38.201,0.0163,0.5175,1.0785,-0.003
38.4,0.0163,0.5145,1.08,-0.003
38.601,0.0163,0.5115,1.083,-0.003
38.801,0.0163,0.507,1.0845,-0.003
39,0.0163,0.5055,1.0875,-0.003
39.201,0.0163,0.501,1.0905,-0.003
39.401,0.0163,0.498,1.092,-0.003
39.6,0.0163,0.495,1.095,-0.003
39.801,0.0164,0.492,1.0965,-0.003
40,0.0163,0.489,1.0995,-0.003
40.2,0.0163,0.486,1.1025,-0.003
40.401,0.0163,0.483,1.1055,-0.003
40.6,0.0163,0.48,1.107,-0.003
40.802,0.0164,0.4785,1.11,-0.003
41.001,0.0163,0.4755,1.1115,-0.003
41.201,0.0164,0.4725,1.1145,-0.003
41.401,0.0163,0.4695,1.1175,-0.003
41.6,0.0163,0.4665,1.119,-0.003
41.802,0.01645,0.4635,1.122,-0.003
42,0.01635,0.4605,1.125,-0.003
42.2,0.01635,0.4575,1.128,-0.003
42.4,0.01635,0.4545,1.1295,-0.0015
42.601,0.01635,0.4515,1.1325,-0.0015
42.801,0.0164,0.45,1.1355,-0.0015
43.001,0.0164,0.447,1.137,-0.0015
43.2,0.0164,0.444,1.14,-0.0015
43.4,0.0164,0.441,1.143,-0.0015
43.601,0.0164,0.438,1.1445,-0.0015
43.801,0.0164,0.435,1.1475,-0.0015
44.001,0.0164,0.4335,1.1505,-0.0015
44.2,0.0164,0.4305,1.1535,-0.0015
44.4,0.0164,0.4275,1.155,-0.0015
44.601,0.0164,0.426,1.158,-0.0015
44.801,0.01645,0.423,1.161,-0.0015
45.001,0.01645,0.42,1.1625,-0.0015
45.2,0.01645,0.417,1.1655,-0.0015
45.401,0.0164,0.4155,1.167,-0.0015
45.6,0.01645,0.4125,1.17,-0.0015
45.8,0.0164,0.4095,1.173,-0.0015
46.001,0.0164,0.4065,1.1745,-0.0015
46.2,0.0164,0.405,1.1775,-0.0015
46.401,0.0164,0.402,1.1805,-0.0015
46.601,0.01635,0.399,1.1835,-0.0015
46.801,0.01635,0.3975,1.185,-0.0015
47,0.0164,0.3945,1.188,-0.0015
47.201,0.01645,0.393,1.191,-0.0015
47.4,0.0164,0.39,1.1925,-0.0015
47.601,0.0164,0.387,1.1955,-0.0015
47.801,0.0164,0.3855,1.1985,-0.0015
48.001,0.0164,0.3825,1.2015,-0.0015
48.201,0.01635,0.381,1.203,-0.0015
48.401,0.01635,0.378,1.206,-0.0015
48.601,0.0164,0.3765,1.2075,-0.0015
48.801,0.0164,0.3735,1.2105,-0.0015
49.001,0.01635,0.372,1.2135,-0.0015
49.201,0.0163,0.369,1.215,-0.0015
49.4,0.01635,0.3675,1.218,-0.0015
49.6,0.01635,0.3645,1.2195,-0.0015
49.8,0.01635,0.363,1.2225,-0.0015
50.001,0.01635,0.36,1.2255,-0.0015
50.2,0.01635,0.3585,1.227,-0.0015
50.401,0.01635,0.3555,1.23,0
50.601,0.01635,0.354,1.233,-0.0015
50.8,0.01635,0.351,1.236,0
51.001,0.01635,0.3495,1.2375,-0.0015
51.201,0.01635,0.348,1.2405,-0.0015
51.401,0.01635,0.345,1.2435,0
51.6,0.01635,0.3435,1.245,0
51.801,0.0163,0.342,1.248,0
52.001,0.01635,0.339,1.2495,0
52.201,0.0162,0.3375,1.2525,0
52.4,0.0163,0.336,1.254,0
52.6,0.01635,0.3345,1.257,0
52.8,0.01635,0.3315,1.26,0
53,0.0163,0.33,1.2615,0
53.201,0.0163,0.3285,1.2645,0
53.401,0.0163,0.3255,1.266,0
53.601,0.0163,0.324,1.269,0
53.801,0.0163,0.3225,1.272,0
54,0.0163,0.3195,1.2735,0
54.2,0.01625,0.318,1.2765,0
54.4,0.01625,0.3165,1.2795,0
54.601,0.01625,0.315,1.281,0
54.801,0.01625,0.312,1.284,0
55,0.01625,0.3105,1.2855,0
55.201,0.01615,0.309,1.29,0
55.4,0.01625,0.3075,1.2915,0
55.6,0.01625,0.306,1.2945,0
55.801,0.01625,0.303,1.296,0
56.001,0.0162,0.3015,1.2975,0
56.2,0.0162,0.3,1.3005,0
56.401,0.0162,0.297,1.3035,0
56.6,0.01625,0.2955,1.305,0
56.801,0.0162,0.294,1.308,0
57,0.0162,0.2925,1.311,0
57.201,0.0162,0.291,1.3125,0
57.4,0.0162,0.2895,1.3155,0
57.6,0.0162,0.288,1.317,0
57.801,0.01625,0.2865,1.32,0
58,0.01615,0.285,1.323,0
58.201,0.0162,0.2835,1.3245,0
58.401,0.0162,0.282,1.3275,0
58.6,0.0162,0.2805,1.329,0
58.801,0.0162,0.279,1.332,0
59.001,0.01615,0.276,1.3335,0
59.2,0.01615,0.276,1.3365,0
59.401,0.0163,0.273,1.3395,0
59.6,0.0163,0.2715,1.3425,0
59.8,0.0162,0.27,1.344,0
60.001,0.0163,0.2685,1.3455,0
60.201,0.01615,0.267,1.35,0
60.401,0.01615,0.2655,1.35,0
60.6,0.0162,0.264,1.353,0
60.801,0.0163,0.2625,1.356,0
61,0.01615,0.261,1.3575,0
61.2,0.0162,0.2595,1.3605,0
61.401,0.01615,0.258,1.362,0
61.6,0.01615,0.2565,1.365,0
61.8,0.01615,0.255,1.3665,0
62,0.01615,0.2535,1.3695,0
62.2,0.01615,0.252,1.371,0
62.4,0.01615,0.2505,1.374,0
62.601,0.01615,0.249,1.3755,0
62.8,0.0162,0.249,1.3785,0
63.001,0.01635,0.2475,1.3815,0
63.201,0.01635,0.246,1.3845,0
63.401,0.0162,0.2445,1.386,0
63.6,0.01625,0.243,1.3875,0
63.8,0.01625,0.2415,1.3905,0
64.001,0.0163,0.24,1.3935,0
64.2,0.01625,0.24,1.3935,0
64.401,0.01635,0.2385,1.3965,0
64.601,0.01635,0.237,1.3995,0
64.801,0.0163,0.2355,1.4025,0
65.001,0.0163,0.234,1.4025,0
65.201,0.0163,0.2325,1.407,0
65.4,0.0163,0.2325,1.407,0
65.6,0.0163,0.231,1.41,0
65.801,0.0163,0.2295,1.413,0
66.001,0.0163,0.228,1.416,0
66.201,0.0163,0.2265,1.4175,0
66.4,0.0163,0.2265,1.419,0
66.6,0.0163,0.225,1.422,0
66.801,0.0163,0.2235,1.4235,0
67.001,0.01635,0.222,1.428,0
67.201,0.01635,0.2205,1.428,0
67.4,0.01635,0.2205,1.431,0
67.6,0.0163,0.219,1.434,0
67.801,0.0163,0.2175,1.4355,0
68.001,0.0163,0.2175,1.437,0
68.201,0.01635,0.216,1.44,0
68.4,0.0163,0.2145,1.4415,0
68.601,0.0163,0.213,1.4445,0
68.801,0.01635,0.2115,1.4475,0
69,0.01635,0.2115,1.449,0
69.201,0.01635,0.21,1.452,0
69.401,0.01635,0.2085,1.4535,0
69.601,0.01635,0.2085,1.455,0
69.801,0.01635,0.207,1.458,0
70.001,0.0163,0.207,1.4595,0
70.2,0.01635,0.2055,1.4625,0
70.4,0.01635,0.204,1.464,0
70.6,0.0163,0.2025,1.4655,0
70.801,0.01635,0.2025,1.47,0
71.001,0.01635,0.201,1.47,0
71.201,0.01635,0.1995,1.473,0
71.4,0.0163,0.1995,1.4745,0
71.601,0.01635,0.198,1.4775,0
71.8,0.01635,0.198,1.479,0
72.001,0.01635,0.1965,1.482,0
72.2,0.01635,0.195,1.4835,0
72.401,0.01635,0.195,1.4865,0
72.599,0.01635,0.1935,1.488,0
72.8,0.01635,0.192,1.4895,0
73.001,0.0163,0.192,1.4925,0
73.2,0.01635,0.1905,1.494,0
73.401,0.01635,0.1905,1.497,0
73.6,0.01635,0.189,1.4985,0
73.8,0.01635,0.1875,1.5,0
74,0.0163,0.1875,1.503,0
74.201,0.01635,0.186,1.506,0
74.4,0.01635,0.186,1.5075,0
74.6,0.0163,0.1845,1.5105,0
74.801,0.0163,0.1845,1.5105,0
75,0.01635,0.183,1.5135,0
75.201,0.01635,0.183,1.5165,0
75.401,0.01635,0.1815,1.518,0
75.601,0.01635,0.18,1.521,0
75.8,0.01635,0.18,1.521,0
76.001,0.01635,0.1785,1.524,0
76.201,0.0163,0.1785,1.527,0
76.401,0.01635,0.177,1.527,0
76.6,0.01635,0.177,1.5285,0
76.801,0.0163,0.1755,1.5315,0
77.001,0.01635,0.1755,1.5345,0
77.201,0.01635,0.174,1.536,0
77.4,0.01635,0.174,1.536,0
77.6,0.01635,0.1725,1.539,0
77.801,0.01635,0.1725,1.5405,0
78,0.01635,0.171,1.542,0
78.2,0.01635,0.171,1.5435,0
78.401,0.01635,0.171,1.545,0
78.6,0.01635,0.1695,1.548,0
78.801,0.0164,0.168,1.551,0
79.001,0.0163,0.168,1.551,0
79.201,0.01635,0.1665,1.554,0
79.401,0.01635,0.1665,1.5555,0
79.601,0.01635,0.165,1.557,0
79.801,0.01645,0.165,1.56,0
80,0.0163,0.1635,1.5615,0
80.2,0.01635,0.1635,1.5645,0
80.4,0.01635,0.162,1.566,0
80.601,0.01635,0.162,1.5675,0
80.8,0.0163,0.1605,1.569,0
81.001,0.01645,0.1605,1.572,0
81.201,0.01635,0.159,1.5735,0
81.401,0.01645,0.159,1.5765,0
81.601,0.01635,0.159,1.578,0
81.8,0.01635,0.1575,1.5795,0
82,0.01635,0.1575,1.581,0
82.201,0.01645,0.156,1.584,0
82.4,0.01635,0.156,1.5855,0
82.601,0.01635,0.1545,1.587,0
82.801,0.0164,0.1545,1.59,0
83,0.01635,0.153,1.5915,0
83.201,0.01635,0.153,1.593,0
83.401,0.0164,0.1515,1.596,0
83.6,0.01635,0.1515,1.5975,0
83.801,0.01635,0.15,1.599,0
84.001,0.01635,0.15,1.6005,0
84.201,0.0164,0.15,1.6035,0
84.4,0.01635,0.1485,1.605,0
84.6,0.01635,0.1485,1.6065,0
84.801,0.0163,0.147,1.608,0
85.002,0.01645,0.147,1.611,0
85.201,0.0164,0.147,1.614,0
85.4,0.0163,0.1455,1.614,0
85.601,0.0164,0.1455,1.6155,0
85.801,0.01635,0.1455,1.6185,0
86.001,0.01635,0.144,1.62,0
86.201,0.01635,0.144,1.623,0
86.4,0.01635,0.1425,1.6245,0
86.6,0.01635,0.1425,1.626,0
86.8,0.01635,0.1425,1.6275,0
87.001,0.01635,0.141,1.6305,0
87.2,0.01635,0.141,1.632,0
87.4,0.01635,0.141,1.635,0
87.6,0.01635,0.1395,1.6365,0
87.801,0.01635,0.1395,1.638,0
88,0.01635,0.138,1.6395,0
88.2,0.0163,0.138,1.641,0
88.401,0.01635,0.138,1.6425,0
88.601,0.01635,0.1365,1.6425,0
88.8,0.01635,0.1365,1.6425,0
89.001,0.01635,0.1365,1.644,0
89.2,0.01635,0.1365,1.644,0
89.401,0.01635,0.135,1.644,0
89.6,0.01635,0.135,1.644,0
89.801,0.01635,0.135,1.644,0
90,0.01635,0.135,1.6425,0
90.2,0.01635,0.135,1.6425,0
90.401,0.01635,0.135,1.6425,0
90.601,0.01635,0.135,1.6425,0
90.801,0.01635,0.135,1.6425,0
91,0.01635,0.135,1.641,0
91.201,0.01635,0.135,1.641,0
91.4,0.01635,0.135,1.6395,0
91.6,0.0163,0.135,1.638,0
91.801,0.01635,0.135,1.638,0
92,0.01635,0.135,1.6365,0
92.2,0.01635,0.135,1.635,0
92.401,0.01635,0.135,1.635,0
92.6,0.01635,0.135,1.6335,0
92.801,0.01635,0.1365,1.6335,0
93,0.01635,0.1365,1.632,0
93.201,0.01635,0.1365,1.632,0
93.401,0.01635,0.1365,1.632,0
93.6,0.01635,0.1365,1.6305,0
93.801,0.01635,0.1365,1.629,0
94,0.01635,0.138,1.6275,0
94.201,0.0163,0.138,1.6275,0
94.4,0.01635,0.138,1.6245,0
94.601,0.01635,0.138,1.6245,0
94.8,0.01635,0.138,1.6245,0
95.001,0.01635,0.138,1.623,0
95.201,0.01635,0.1395,1.623,0
95.4,0.01635,0.1395,1.6215,0
95.6,0.01635,0.1395,1.62,0
95.801,0.01635,0.1395,1.6185,0
96,0.01635,0.1395,1.6185,0
96.201,0.01635,0.1395,1.6155,0
96.4,0.01635,0.141,1.6155,0
96.601,0.01635,0.141,1.614,0
96.801,0.01635,0.141,1.614,0
97.001,0.01635,0.141,1.6125,0
97.2,0.01635,0.141,1.611,0
97.401,0.01635,0.1425,1.608,0
97.601,0.01635,0.1425,1.608,0
97.801,0.01635,0.1425,1.608,0
98.001,0.01635,0.1425,1.6065,0
98.201,0.01635,0.1425,1.605,0
98.401,0.01635,0.144,1.6035,0
98.6,0.01635,0.144,1.6035,0
98.8,0.01635,0.144,1.6005,0
99.001,0.01635,0.144,1.6005,0
99.201,0.01635,0.144,1.599,0
99.401,0.01635,0.1455,1.599,0
99.6,0.0163,0.1455,1.5975,0
99.801,0.01635,0.1455,1.596,0
100.001,0.01635,0.1455,1.5945,0
100.2,0.01635,0.1455,1.593,0
100.4,0.01635,0.1455,1.593,0
100.601,0.0163,0.147,1.5915,0
100.8,0.01635,0.147,1.59,0
101.001,0.01635,0.147,1.5885,0
101.2,0.01635,0.147,1.587,0
101.401,0.01635,0.1485,1.5855,0
101.601,0.0163,0.1485,1.5855,0
101.801,0.01635,0.1485,1.584,0
102.001,0.01635,0.1485,1.5825,0
102.2,0.01635,0.15,1.5825,0
102.4,0.01635,0.15,1.581,0
102.6,0.01635,0.15,1.5795,0
102.801,0.01635,0.15,1.5795,0
103.001,0.0163,0.15,1.578,0
103.201,0.0163,0.1515,1.5765,0
103.401,0.01635,0.1515,1.5765,0
103.6,0.01635,0.1515,1.5735,0
103.8,0.01635,0.1515,1.5735,0
104,0.01635,0.153,1.5705,0
104.2,0.0163,0.153,1.5705,0
104.402,0.01635,0.153,1.5705,0
104.601,0.01635,0.153,1.5675,0
104.8,0.01635,0.1545,1.5675,0
105,0.0163,0.1545,1.566,0
105.201,0.01635,0.1545,1.5645,0
105.401,0.01635,0.1545,1.563,0
105.6,0.01635,0.156,1.563,0
105.801,0.01635,0.156,1.56,0
106.001,0.01635,0.156,1.56,0
106.201,0.0163,0.1575,1.56,0
106.4,0.0163,0.1575,1.557,0
106.6,0.01635,0.1575,1.5555,0
106.801,0.01635,0.1575,1.557,0
107.001,0.0163,0.159,1.554,0
107.2,0.01635,0.159,1.554,0
107.401,0.01635,0.159,1.5525,0
107.6,0.0163,0.159,1.551,0
107.8,0.01635,0.159,1.5495,0
108.001,0.01635,0.1605,1.5495,0
108.2,0.01635,0.1605,1.548,0
108.401,0.01635,0.1605,1.545,0
108.601,0.0163,0.162,1.5465,0
108.8,0.0163,0.162,1.5435,0
109,0.01635,0.162,1.542,0
109.201,0.0163,0.1635,1.542,0
109.4,0.01635,0.1635,1.5405,0
109.6,0.0163,0.1635,1.539,0
109.8,0.01635,0.1635,1.539,0
110,0.01635,0.165,1.5375,0
110.2,0.01635,0.165,1.536,0
110.401,0.01635,0.165,1.536,0
110.601,0.01635,0.1665,1.5345,0
110.801,0.01635,0.1665,1.5345,0
111,0.01635,0.1665,1.5315,0
111.201,0.01635,0.168,1.53,0
111.401,0.01635,0.168,1.53,0
111.6,0.0163,0.168,1.5285,0
111.8,0.01635,0.168,1.527,0
112,0.01635,0.1695,1.5255,0
112.2,0.0163,0.1695,1.5255,0
112.4,0.01635,0.1695,1.524,0
112.603,0.01645,0.171,1.524,0
112.803,0.0164,0.171,1.5225,0
113.001,0.0163,0.171,1.521,0
113.2,0.0163,0.1725,1.5195,0
113.401,0.01635,0.1725,1.518,0
113.6,0.01635,0.1725,1.5165,0
113.8,0.01635,0.1725,1.515,0
114.001,0.01635,0.174,1.5135,0
114.201,0.0163,0.174,1.5135,0
114.401,0.01635,0.174,1.5135,0
114.601,0.01635,0.1755,1.512,0
114.8,0.0163,0.1755,1.5105,0
115,0.01635,0.1755,1.509,0
115.201,0.01635,0.177,1.5075,0
115.401,0.01635,0.177,1.506,0
115.601,0.01635,0.177,1.506,0
115.8,0.0163,0.1785,1.503,0
116,0.01635,0.1785,1.503,0
116.2,0.01635,0.1785,1.503,0
116.4,0.01635,0.18,1.5015,0
116.6,0.01635,0.18,1.4985,0
116.801,0.01635,0.18,1.4985,0
117.001,0.01635,0.1815,1.497,0
117.201,0.01635,0.1815,1.497,0
117.4,0.0163,0.1815,1.4955,0
117.6,0.01635,0.1815,1.4925,0
117.801,0.01635,0.183,1.4925,0
118.001,0.01635,0.183,1.4925,0
118.2,0.01635,0.183,1.4895,0
118.401,0.01635,0.1845,1.4895,0
118.6,0.0163,0.1845,1.488,0
118.8,0.01635,0.1845,1.4865,0
119,0.0163,0.186,1.4865,0
119.2,0.01635,0.186,1.485,0
119.401,0.01635,0.186,1.4835,0
119.601,0.01635,0.1875,1.482,0
119.8,0.01635,0.1875,1.4805,0
120.001,0.01635,0.1875,1.4805,0
120.201,0.0163,0.1875,1.479,0
120.4,0.01635,0.189,1.4775,0
120.6,0.01635,0.189,1.476,0
120.8,0.0163,0.1905,1.4745,0
121,0.0163,0.1905,1.4745,0
121.2,0.01635,0.1905,1.473,0
121.401,0.01635,0.192,1.4715,0
121.6,0.01635,0.192,1.47,0
121.8,0.01635,0.192,1.4685,0
122,0.01635,0.192,1.4685,0
122.2,0.01635,0.1935,1.467,0
122.4,0.0163,0.1935,1.4655,0
122.6,0.01635,0.1935,1.464,0
122.801,0.0163,0.195,1.464,0
123,0.0163,0.195,1.4625,0
123.2,0.0163,0.195,1.461,0
123.401,0.0163,0.1965,1.4595,0
123.6,0.01635,0.1965,1.458,0
123.8,0.01635,0.1965,1.458,0
124.001,0.0163,0.198,1.4565,0
124.201,0.01635,0.198,1.455,0
124.4,0.0163,0.198,1.4535,0
