Time t / s,Current I_A1 / A,Voltage U_B1 / V,Voltage U_A2 / V,Voltage U_B2 / V
11.2,0.0331,1.863,0.8025,-0.0285
11.4,0.0331,1.8555,0.8055,-0.0285
11.6,0.0331,1.848,0.8085,-0.0285
11.799,0.0331,1.839,0.8115,-0.027
12,0.0331,1.8315,0.8145,-0.027
12.2,0.03315,1.824,0.8175,-0.027
12.4,0.0331,1.8165,0.819,-0.027
12.601,0.0332,1.8075,0.822,-0.027
12.8,0.0331,1.8,0.825,-0.027
13,0.0331,1.791,0.828,-0.0255
13.2,0.0331,1.7835,0.8295,-0.0255
13.4,0.0331,1.776,0.8325,-0.0255
13.6,0.03305,1.767,0.8355,-0.0255
13.8,0.0331,1.7595,0.84,-0.0255
14,0.0331,1.7505,0.8415,-0.0255
14.2,0.0331,1.743,0.843,-0.024
14.4,0.0331,1.734,0.846,-0.024
14.6,0.0331,1.725,0.849,-0.024
14.8,0.03305,1.7175,0.8535,-0.024
15,0.0331,1.7085,0.855,-0.024
15.2,0.0331,1.6995,0.858,-0.0225
15.4,0.0331,1.692,0.8595,-0.0225
15.6,0.03305,1.683,0.864,-0.0225
15.8,0.0331,1.6755,0.867,-0.0225
16,0.0331,1.6665,0.8685,-0.0225
16.2,0.03305,1.6575,0.8715,-0.0225
16.4,0.0331,1.6485,0.8745,-0.021
16.6,0.0331,1.641,0.876,-0.021
16.8,0.0331,1.632,0.879,-0.021
17,0.0331,1.623,0.882,-0.021
17.2,0.0331,1.6155,0.885,-0.021
17.4,0.0331,1.6065,0.888,-0.021
17.6,0.0331,1.5975,0.891,-0.021
17.8,0.0331,1.59,0.894,-0.0195
18,0.0331,1.581,0.897,-0.0195
18.2,0.03305,1.572,0.9,-0.0195
18.4,0.03305,1.563,0.9015,-0.0195
18.6,0.0331,1.5555,0.9045,-0.0195
18.799,0.03305,1.5465,0.9075,-0.0195
19,0.0331,1.5375,0.9105,-0.018
19.201,0.0331,1.53,0.9135,-0.018
19.4,0.0331,1.521,0.915,-0.018
19.6,0.0331,1.5135,0.918,-0.018
19.8,0.0331,1.5045,0.921,-0.018
20,0.0331,1.4955,0.924,-0.0165
20.2,0.0331,1.488,0.9255,-0.0165
20.4,0.0331,1.479,0.93,-0.0165
20.6,0.0331,1.4715,0.9315,-0.0165
20.8,0.0331,1.464,0.9345,-0.0165
21.001,0.0331,1.455,0.9375,-0.0165
21.2,0.0331,1.4475,0.939,-0.0165
21.4,0.0331,1.44,0.9435,-0.0165
21.6,0.0331,1.4325,0.9435,-0.0165
21.8,0.0331,1.4235,0.9465,-0.0165
22,0.0331,1.416,0.9495,-0.015
22.2,0.0331,1.4085,0.9525,-0.015
22.4,0.0331,1.3995,0.954,-0.015
22.6,0.0331,1.392,0.957,-0.015
22.8,0.0331,1.3845,0.96,-0.015
23,0.0331,1.3755,0.9615,-0.015
23.2,0.0331,1.368,0.9645,-0.015
23.4,0.0331,1.359,0.9675,-0.0135
23.601,0.0331,1.35,0.9705,-0.0135
23.8,0.0331,1.3425,0.972,-0.0135
24,0.0331,1.335,0.975,-0.0135
24.2,0.0331,1.326,0.978,-0.0135
24.4,0.0331,1.3185,0.9795,-0.0135
24.604,0.0332,1.3095,0.9855,-0.0135
24.8,0.0331,1.302,0.9855,-0.0135
25,0.0331,1.2945,0.9885,-0.012
25.2,0.0331,1.287,0.9915,-0.012
25.4,0.0331,1.2795,0.993,-0.012
25.6,0.0331,1.272,0.996,-0.012
25.8,0.03315,1.2645,0.999,-0.012
26,0.0331,1.257,1.002,-0.012
26.2,0.0331,1.2495,1.0035,-0.012
26.4,0.0331,1.242,1.0065,-0.012
26.6,0.0331,1.2345,1.0095,-0.0105
26.8,0.0331,1.227,1.011,-0.0105
27,0.0331,1.2195,1.014,-0.0105
27.2,0.0331,1.212,1.017,-0.0105
27.4,0.0331,1.2045,1.0185,-0.0105
27.602,0.0331,1.197,1.023,-0.0105
27.8,0.03305,1.191,1.0245,-0.0105
28,0.0331,1.1835,1.026,-0.009
28.2,0.0331,1.176,1.029,-0.0105
28.401,0.0331,1.1685,1.032,-0.009
28.6,0.0331,1.1625,1.0335,-0.0105
28.8,0.0331,1.155,1.0365,-0.009
29,0.0331,1.1475,1.0395,-0.009
29.2,0.0331,1.1415,1.041,-0.009
29.4,0.0331,1.134,1.044,-0.009
29.6,0.0331,1.128,1.047,-0.009
29.8,0.0331,1.1205,1.0485,-0.009
30,0.0331,1.1145,1.053,-0.009
30.2,0.0331,1.107,1.0545,-0.009
30.4,0.03305,1.101,1.056,-0.009
30.6,0.03305,1.095,1.059,-0.0075
30.8,0.033,1.0875,1.0605,-0.0075
31,0.033,1.0815,1.0635,-0.0075
31.2,0.03295,1.0755,1.0665,-0.0075
31.4,0.03295,1.068,1.068,-0.0075
31.6,0.0329,1.062,1.0725,-0.0075
31.8,0.03295,1.056,1.074,-0.0075
32,0.03295,1.05,1.077,-0.0075
32.2,0.03295,1.0425,1.0785,-0.0075
32.4,0.03295,1.0365,1.0815,-0.0075
32.6,0.03295,1.0305,1.083,-0.0075
32.8,0.03305,1.0245,1.086,-0.0075
33,0.033,1.017,1.089,-0.0075
33.201,0.03305,1.011,1.092,-0.006
33.4,0.033,1.0065,1.095,-0.006
33.6,0.033,0.999,1.0965,-0.006
33.8,0.033,0.993,1.0995,-0.006
34,0.03305,0.987,1.101,-0.006
34.2,0.03305,0.981,1.104,-0.006
34.4,0.03305,0.975,1.1055,-0.006
34.6,0.0331,0.969,1.1085,-0.006
34.8,0.03305,0.9645,1.1115,-0.006
35,0.03305,0.9585,1.1145,-0.006
35.2,0.0331,0.9525,1.116,-0.006
35.4,0.0331,0.9465,1.119,-0.006
35.6,0.03315,0.9405,1.122,-0.0045
35.801,0.033,0.9345,1.1235,-0.0045
36,0.0331,0.93,1.128,-0.0045
36.2,0.03315,0.924,1.1295,-0.0045
36.4,0.03315,0.918,1.1325,-0.0045
36.6,0.0331,0.912,1.1355,-0.0045
36.8,0.0331,0.9075,1.1385,-0.0045
37,0.0331,0.9015,1.14,-0.0045
37.2,0.03315,0.8955,1.143,-0.0045
37.4,0.03315,0.891,1.146,-0.0045
37.601,0.033,0.885,1.1475,-0.0045
37.8,0.0331,0.879,1.1505,-0.0045
38,0.03315,0.873,1.1535,-0.0045
38.2,0.03315,0.867,1.155,-0.0045
38.4,0.03315,0.8625,1.158,-0.0045
38.601,0.03315,0.858,1.161,-0.0045
38.8,0.03315,0.852,1.164,-0.003
39,0.0332,0.846,1.167,-0.003
39.2,0.0332,0.8415,1.1685,-0.003
39.4,0.0332,0.837,1.1715,-0.003
39.6,0.03325,0.831,1.1745,-0.003
39.8,0.0332,0.8265,1.176,-0.003
40,0.0332,0.8205,1.179,-0.003
40.2,0.03325,0.816,1.182,-0.003
40.4,0.03325,0.8115,1.185,-0.003
40.6,0.0332,0.807,1.1865,-0.003
40.8,0.0332,0.801,1.1895,-0.003
41,0.03325,0.7965,1.1925,-0.003
41.2,0.03325,0.792,1.194,-0.003
41.4,0.0332,0.786,1.197,-0.003
41.6,0.0332,0.7815,1.2,-0.003
41.8,0.0332,0.777,1.2015,-0.003
42,0.0332,0.7725,1.2045,-0.003
42.2,0.03325,0.768,1.206,-0.003
42.4,0.03315,0.7635,1.209,-0.0015
42.6,0.03315,0.759,1.212,-0.0015
42.8,0.03315,0.7545,1.215,-0.0015
43,0.0331,0.75,1.218,-0.0015
43.2,0.03315,0.7455,1.2195,-0.0015
43.4,0.0331,0.741,1.2225,-0.0015
43.6,0.0331,0.7365,1.224,-0.0015
43.8,0.0331,0.7305,1.227,-0.0015
44,0.0331,0.7275,1.23,-0.0015
44.2,0.03315,0.723,1.233,-0.0015
44.4,0.03315,0.7185,1.2345,-0.0015
44.6,0.03315,0.714,1.239,-0.0015
44.801,0.0331,0.7095,1.2405,-0.0015
45,0.0331,0.705,1.2435,-0.0015
45.2,0.0331,0.702,1.2465,-0.0015
45.4,0.0331,0.6975,1.2495,-0.0015
45.6,0.0331,0.693,1.251,-0.0015
45.8,0.0331,0.6885,1.254,-0.0015
46,0.0331,0.6855,1.2555,-0.0015
46.2,0.03315,0.681,1.2585,-0.0015
46.4,0.0331,0.6765,1.2615,-0.0015
46.6,0.0331,0.6735,1.263,-0.0015
46.8,0.0331,0.669,1.266,-0.0015
47,0.0331,0.666,1.269,0
47.2,0.0331,0.6615,1.2705,-0.0015
47.4,0.03315,0.657,1.2735,0
47.6,0.0331,0.654,1.2765,-0.0015
47.8,0.0331,0.651,1.2795,-0.0015
48,0.0331,0.6465,1.281,0
48.2,0.0331,0.6435,1.2825,0
48.4,0.03315,0.6405,1.2855,0
48.6,0.0331,0.636,1.287,-0.0015
48.8,0.0331,0.633,1.2915,0
49,0.0331,0.6285,1.293,0
49.2,0.0331,0.6255,1.296,0
49.4,0.0331,0.6225,1.2975,0
49.6,0.0331,0.618,1.3005,0
49.801,0.0331,0.615,1.302,0
50,0.033,0.6105,1.305,0
50.2,0.03295,0.6075,1.3065,0
50.4,0.03295,0.6045,1.3095,0
50.6,0.03295,0.6,1.3125,0
50.8,0.03295,0.597,1.3155,0
51,0.03295,0.594,1.317,0
51.2,0.033,0.591,1.32,0
51.399,0.033,0.5865,1.323,0
51.599,0.033,0.5835,1.3245,0
51.8,0.03295,0.5805,1.326,0
52,0.03305,0.5775,1.3305,0
52.2,0.03305,0.5745,1.332,0
52.4,0.0331,0.5715,1.3335,0
52.6,0.0331,0.567,1.3365,0
52.8,0.03315,0.564,1.3395,0
53,0.0331,0.561,1.341,0
53.2,0.03315,0.558,1.344,0
53.4,0.03315,0.555,1.3455,0
53.6,0.03315,0.552,1.3485,0
53.8,0.03315,0.549,1.35,0
54.001,0.0331,0.546,1.353,0
54.2,0.0332,0.543,1.3545,0
54.4,0.03315,0.54,1.3575,0
54.6,0.0332,0.537,1.359,0
54.799,0.03315,0.534,1.362,0
55,0.0332,0.531,1.3635,0
55.2,0.0332,0.528,1.3665,0
55.4,0.03315,0.525,1.368,0
55.6,0.03325,0.522,1.371,0
55.8,0.0332,0.519,1.3725,0
56,0.03325,0.516,1.3755,0
56.2,0.03325,0.5145,1.377,0
56.4,0.03325,0.5115,1.38,0
56.6,0.03325,0.5085,1.3815,0
56.8,0.0333,0.5055,1.3845,0
57,0.03325,0.5025,1.386,0
57.2,0.03325,0.4995,1.389,0
57.4,0.03325,0.4965,1.3905,0
57.601,0.03325,0.4935,1.3935,0
57.8,0.0332,0.492,1.395,0
58,0.03315,0.489,1.398,0
58.2,0.0332,0.486,1.398,0
58.4,0.03315,0.483,1.401,0
58.601,0.03325,0.4815,1.404,0
58.8,0.03315,0.4785,1.4055,0
59,0.0331,0.477,1.4085,0
59.2,0.03315,0.474,1.41,0
59.4,0.03315,0.471,1.4115,0
59.6,0.03315,0.4695,1.4145,0
59.8,0.03315,0.4665,1.416,0
60,0.03315,0.4635,1.4175,0
60.202,0.03325,0.462,1.422,0
60.4,0.03315,0.459,1.422,0
60.6,0.03315,0.4575,1.425,0
60.8,0.03315,0.4545,1.428,0
61,0.03315,0.4515,1.4295,0
61.2,0.03315,0.45,1.431,0
61.4,0.0331,0.4485,1.434,0
61.6,0.03315,0.4455,1.4355,0
61.8,0.0331,0.4425,1.437,0
62,0.03315,0.441,1.44,0
62.2,0.03315,0.438,1.4415,0
62.4,0.03315,0.4365,1.4445,0
62.6,0.03315,0.435,1.446,0
62.8,0.03315,0.432,1.4475,0
63,0.03315,0.4305,1.4505,0
63.2,0.0331,0.429,1.452,0
63.4,0.03315,0.426,1.455,0
63.6,0.03315,0.4245,1.4565,0
63.8,0.03315,0.423,1.458,0
64,0.0331,0.42,1.461,0
64.2,0.03315,0.4185,1.4625,0
64.4,0.0331,0.4155,1.4655,0
64.6,0.03315,0.414,1.467,0
64.8,0.03315,0.411,1.4685,0
65,0.03315,0.4095,1.4715,0
65.2,0.03315,0.408,1.473,0
65.4,0.0331,0.405,1.476,0
65.6,0.03315,0.4035,1.4775,0
65.8,0.03315,0.402,1.479,0
66.001,0.03315,0.399,1.482,0
66.2,0.03315,0.3975,1.4835,0
66.4,0.03315,0.396,1.485,0
66.6,0.03315,0.393,1.488,0
66.8,0.0331,0.3915,1.4895,0
67,0.0331,0.39,1.491,0
67.2,0.0331,0.3885,1.494,0
67.4,0.0331,0.3855,1.4955,0
67.6,0.0331,0.384,1.497,0
67.8,0.03315,0.3825,1.5015,0
67.999,0.03305,0.381,1.5015,0
68.201,0.0331,0.3795,1.506,0
68.399,0.033,0.3765,1.506,0
68.6,0.03295,0.375,1.5075,0
68.799,0.03295,0.3735,1.5105,0
69,0.03295,0.372,1.512,0
69.2,0.033,0.369,1.5135,0
69.4,0.03295,0.369,1.5165,0
69.6,0.03295,0.366,1.518,0
69.8,0.03295,0.3645,1.5195,0
70,0.033,0.363,1.5225,0
70.2,0.033,0.3615,1.524,0
70.4,0.033,0.36,1.5255,0
70.6,0.033,0.3585,1.5285,0
70.8,0.033,0.357,1.53,0
71,0.033,0.354,1.5315,0
71.2,0.033,0.354,1.5345,0
71.4,0.03305,0.351,1.536,0
71.6,0.03305,0.3495,1.5375,0
71.8,0.03295,0.348,1.5405,0
72,0.03305,0.3465,1.542,0
72.2,0.03305,0.345,1.5435,0
72.4,0.03305,0.3435,1.545,0
72.6,0.03305,0.342,1.548,0
72.799,0.03305,0.3405,1.5495,0
73,0.03305,0.339,1.551,0
73.2,0.0331,0.3375,1.554,0
73.4,0.03305,0.336,1.5555,0
73.6,0.0331,0.3345,1.557,0
73.8,0.0331,0.333,1.56,0
74,0.03315,0.3315,1.563,0
74.2,0.0331,0.33,1.5645,0
74.4,0.033,0.3285,1.566,0
74.6,0.03305,0.327,1.569,0
74.8,0.0331,0.3255,1.5705,0
75,0.03315,0.324,1.572,0
75.2,0.03305,0.3225,1.575,0
75.4,0.03305,0.321,1.5765,0
75.6,0.0331,0.3195,1.578,0
75.799,0.03315,0.318,1.581,0
76,0.03315,0.3165,1.5825,0
76.2,0.03305,0.315,1.587,0
76.4,0.03315,0.315,1.587,0
76.6,0.033,0.3135,1.5885,0
76.8,0.03315,0.312,1.5915,0
77,0.03315,0.3105,1.5945,0
77.2,0.03305,0.309,1.5945,0
77.4,0.03315,0.3075,1.596,0
77.6,0.03315,0.306,1.599,0
77.8,0.03315,0.3045,1.6005,0
78,0.03315,0.303,1.602,0
78.2,0.0331,0.3015,1.605,0
78.4,0.03315,0.3015,1.6065,0
78.6,0.03315,0.2985,1.608,0
78.801,0.0331,0.2985,1.611,0
79,0.03315,0.297,1.6125,0
79.2,0.03315,0.2955,1.6155,0
79.4,0.03315,0.294,1.617,0
79.599,0.03315,0.2925,1.6185,0
79.8,0.03315,0.291,1.62,0
80,0.03315,0.291,1.623,0
80.2,0.03315,0.2895,1.6245,0
80.4,0.03315,0.288,1.6275,0
80.6,0.03315,0.288,1.6305,0
80.8,0.03315,0.2865,1.632,0.0015
81,0.03315,0.285,1.6335,0
81.2,0.0332,0.2835,1.635,0
81.4,0.03315,0.282,1.6365,0
81.6,0.03315,0.282,1.638,0
81.8,0.03315,0.2805,1.6395,0
82,0.0332,0.279,1.6395,0
82.2,0.03315,0.279,1.641,0
82.4,0.03315,0.2775,1.641,0
82.6,0.0332,0.2775,1.641,0
82.8,0.0332,0.276,1.641,0
83,0.03315,0.276,1.641,0
83.2,0.0332,0.276,1.641,0
83.4,0.0332,0.276,1.641,0
83.601,0.03315,0.276,1.641,0
83.8,0.0332,0.276,1.6395,0
84,0.0332,0.276,1.6395,0
84.2,0.0332,0.276,1.6395,0
84.4,0.0332,0.276,1.638,0
84.6,0.0332,0.276,1.638,0
84.8,0.03325,0.276,1.6365,0
85,0.0332,0.276,1.6365,0
85.201,0.03315,0.276,1.635,0
85.4,0.0332,0.276,1.635,0
85.6,0.03325,0.276,1.6335,0
85.8,0.03325,0.276,1.632,0
85.999,0.03325,0.2775,1.632,0
86.2,0.03325,0.2775,1.6305,0
86.399,0.0332,0.2775,1.6305,0
86.6,0.03325,0.2775,1.629,0
86.8,0.03325,0.279,1.6275,0
87,0.03325,0.279,1.6275,0
87.2,0.0332,0.279,1.626,0
87.4,0.03325,0.279,1.6245,0
87.6,0.03325,0.2805,1.6245,0
87.8,0.03325,0.2805,1.623,0.0015
88,0.0332,0.2805,1.6215,0
88.2,0.03305,0.282,1.62,0
88.4,0.0332,0.282,1.62,0
88.6,0.0332,0.2835,1.6185,0.0015
88.8,0.0332,0.2835,1.617,0
89,0.03325,0.2835,1.617,0
89.2,0.03325,0.285,1.6155,0
89.399,0.0332,0.285,1.614,0
89.6,0.03325,0.2865,1.6125,0
89.8,0.03325,0.2865,1.6125,0
90,0.03325,0.288,1.611,0
90.2,0.03325,0.288,1.6095,0
90.4,0.0332,0.2895,1.608,0
90.6,0.0332,0.2895,1.6065,0
90.8,0.03325,0.2895,1.6065,0
91,0.03325,0.2895,1.605,0
91.2,0.03325,0.291,1.6035,0
91.4,0.0332,0.291,1.602,0
91.6,0.0332,0.2925,1.602,0
91.8,0.0332,0.2925,1.6005,0
92,0.0332,0.294,1.599,0.0015
92.2,0.03325,0.294,1.5975,0
92.4,0.0332,0.2955,1.5975,0
92.6,0.0332,0.2955,1.596,0
92.799,0.0332,0.2955,1.5945,0
93,0.0332,0.297,1.593,0.0015
93.2,0.0332,0.297,1.5915,0
93.4,0.0332,0.2985,1.5915,0
93.6,0.0332,0.2985,1.59,0
93.8,0.0332,0.3,1.5885,0
94,0.0332,0.3,1.587,0
94.199,0.0332,0.3015,1.587,0
94.4,0.03315,0.3015,1.5855,0
94.6,0.03315,0.303,1.584,0
94.8,0.03315,0.303,1.584,0
95,0.03315,0.3045,1.5825,0
95.2,0.03315,0.306,1.581,0
95.4,0.03315,0.306,1.5795,0
95.6,0.03315,0.306,1.5795,0
95.8,0.03315,0.3075,1.578,0
96.001,0.0332,0.309,1.5765,0
96.2,0.0331,0.309,1.575,0
96.4,0.0331,0.309,1.575,0.0015
96.6,0.03315,0.3105,1.5735,0
96.8,0.0331,0.312,1.572,0
97,0.0331,0.312,1.5705,0
97.199,0.03315,0.312,1.5705,0
97.4,0.03315,0.3135,1.569,0
97.6,0.0331,0.3135,1.5675,0
97.8,0.0332,0.315,1.566,0
98,0.0332,0.315,1.5645,0
98.2,0.0331,0.3165,1.5645,0
98.399,0.03315,0.3165,1.563,0
98.6,0.0332,0.318,1.5615,0
98.801,0.03315,0.3195,1.56,0
99,0.0331,0.3195,1.56,0
99.2,0.0331,0.321,1.56,0
99.4,0.0331,0.321,1.5585,0
99.6,0.0331,0.3225,1.557,0
99.801,0.03325,0.3225,1.554,0
100,0.0331,0.324,1.554,0
100.2,0.0331,0.324,1.5525,0
100.4,0.03315,0.3255,1.5525,0
100.6,0.0331,0.3255,1.551,0
100.8,0.0331,0.327,1.551,0
100.999,0.0331,0.327,1.5495,0
101.201,0.0331,0.3285,1.5465,0
101.4,0.0331,0.33,1.5465,0
101.6,0.0331,0.33,1.545,0
101.8,0.0331,0.3315,1.545,0
102,0.0331,0.3315,1.5435,0
102.201,0.0331,0.333,1.542,0
102.399,0.03315,0.333,1.5405,0
102.6,0.0331,0.3345,1.5405,0
102.799,0.0331,0.336,1.539,0
103,0.0331,0.336,1.5375,0
103.2,0.03315,0.3375,1.536,0
103.4,0.03315,0.3375,1.536,0
103.6,0.03315,0.3375,1.5345,0
103.8,0.0331,0.339,1.533,0
104,0.0331,0.3405,1.5315,0
104.2,0.0331,0.3405,1.53,0
104.399,0.0331,0.342,1.53,0
104.6,0.03315,0.3435,1.5285,0
104.8,0.0331,0.3435,1.527,0
105,0.0331,0.345,1.527,0
105.2,0.03315,0.345,1.5255,0
105.4,0.0331,0.3465,1.524,0
105.6,0.03315,0.348,1.5225,0
105.801,0.0331,0.348,1.5225,0
106,0.0331,0.3495,1.521,0
106.2,0.03315,0.3495,1.5195,0
106.4,0.0331,0.351,1.518,0
106.599,0.0331,0.3525,1.5165,0
106.8,0.0331,0.354,1.5165,0
107,0.0331,0.354,1.515,0
107.2,0.03315,0.3555,1.5135,0
107.4,0.0331,0.3555,1.5135,0
107.6,0.0331,0.357,1.512,0
107.8,0.0331,0.357,1.509,0
108,0.0331,0.3585,1.509,0
108.2,0.0331,0.36,1.509,0
108.4,0.0331,0.36,1.5075,0
108.6,0.03315,0.3615,1.506,0
108.8,0.03315,0.3615,1.506,0
109,0.0331,0.363,1.503,0
109.2,0.0331,0.363,1.503,0
109.399,0.03315,0.3645,1.5015,0
109.6,0.0331,0.366,1.5,0
109.8,0.0331,0.366,1.5,0
110,0.0331,0.3675,1.4985,0
110.2,0.0331,0.3675,1.497,0
110.4,0.0331,0.369,1.497,0
110.6,0.0331,0.3705,1.4955,0
110.8,0.0331,0.3705,1.494,0
110.999,0.03305,0.372,1.494,0
111.2,0.03305,0.372,1.4925,0
111.4,0.03315,0.3735,1.491,0
111.6,0.033,0.375,1.491,0
111.8,0.0331,0.375,1.488,0
112,0.033,0.3765,1.488,0
112.2,0.03315,0.378,1.4865,0
112.4,0.03295,0.378,1.4865,0
112.6,0.03295,0.3795,1.485,0
112.8,0.03295,0.381,1.4835,0
112.999,0.03295,0.381,1.4835,0
113.201,0.0331,0.3825,1.482,0
113.4,0.03295,0.384,1.4805,0
113.599,0.03295,0.384,1.4805,0
113.8,0.0331,0.3855,1.479,0
114,0.03295,0.3855,1.4775,0
114.199,0.033,0.387,1.476,0
114.4,0.03295,0.3885,1.476,0
114.6,0.03295,0.39,1.4745,0
114.8,0.033,0.39,1.473,0
115,0.033,0.3915,1.4715,0
115.2,0.033,0.393,1.47,0
115.4,0.033,0.3945,1.4685,0
115.6,0.033,0.396,1.4685,0
115.8,0.03305,0.396,1.467,0
