Time t / s,Current I_A1 / A,Voltage U_B1 / V,Voltage U_A2 / V,Voltage U_B2 / V
0,0.03305,2.2155,0.549,-0.0465
0.2,0.03305,2.2155,0.549,-0.0465
0.401,0.03315,2.217,0.5475,-0.045
0.6,0.03305,2.2155,0.549,-0.045
0.8,0.03305,2.217,0.549,-0.045
0.999,0.03305,2.217,0.549,-0.0465
1.2,0.0331,2.217,0.5475,-0.0465
1.401,0.0331,2.217,0.5475,-0.0465
1.6,0.03305,2.217,0.549,-0.0465
1.8,0.03305,2.217,0.549,-0.0465
2.001,0.03305,2.217,0.5505,-0.0465
2.199,0.03305,2.2155,0.552,-0.045
2.4,0.03305,2.2155,0.555,-0.0465
2.601,0.03305,2.2155,0.5565,-0.045
2.799,0.03305,2.2155,0.5595,-0.045
3.002,0.03315,2.2155,0.561,-0.045
3.201,0.03305,2.214,0.564,-0.045
3.4,0.03305,2.214,0.567,-0.045
3.6,0.03305,2.2125,0.57,-0.045
3.8,0.03305,2.2125,0.573,-0.045
4.001,0.03305,2.211,0.576,-0.045
4.2,0.0331,2.211,0.5775,-0.045
4.401,0.03305,2.2095,0.5805,-0.045
4.601,0.0331,2.208,0.582,-0.045
4.8,0.03305,2.208,0.5865,-0.045
5.001,0.03305,2.2065,0.5895,-0.045
5.201,0.03305,2.205,0.5925,-0.045
5.401,0.03305,2.2035,0.5955,-0.045
5.6,0.03305,2.202,0.5985,-0.0435
5.8,0.03305,2.2005,0.603,-0.0435
6.001,0.03305,2.1975,0.6045,-0.0435
6.201,0.03305,2.196,0.6075,-0.0435
6.401,0.03305,2.1945,0.6105,-0.0435
6.6,0.03305,2.1915,0.615,-0.0435
6.801,0.03305,2.19,0.618,-0.0435
7.001,0.03305,2.187,0.6195,-0.0435
7.201,0.03305,2.1855,0.624,-0.0435
7.401,0.03305,2.1825,0.6255,-0.042
7.601,0.03305,2.1795,0.6285,-0.042
7.8,0.03305,2.1765,0.633,-0.042
8.001,0.03305,2.1735,0.6345,-0.042
8.201,0.03305,2.1705,0.639,-0.042
8.4,0.03305,2.1675,0.642,-0.042
8.601,0.0331,2.1645,0.645,-0.042
8.8,0.03305,2.1615,0.6465,-0.042
9.001,0.03305,2.1585,0.651,-0.0405
9.201,0.03305,2.1555,0.654,-0.0405
9.401,0.03305,2.151,0.657,-0.0405
9.601,0.03305,2.148,0.66,-0.0405
9.8,0.03305,2.1435,0.663,-0.0405
10.001,0.03305,2.139,0.666,-0.0405
10.2,0.03305,2.136,0.669,-0.039
10.401,0.03305,2.1315,0.672,-0.039
10.601,0.0331,2.127,0.675,-0.039
10.8,0.03305,2.1225,0.678,-0.039
11.001,0.03305,2.118,0.681,-0.039
11.201,0.03305,2.1135,0.684,-0.039
11.401,0.03305,2.109,0.687,-0.0375
11.601,0.03305,2.1045,0.69,-0.0375
11.8,0.03305,2.1,0.693,-0.0375
