Time t / s,Magn. flux density B_A1 / mT,Voltage U_B2 / V,Voltage U_B1 / V,Current I_A1 / A
0,-276.5,0.012,0.153,0.002175
0.002,-277,0.012,0.153,0.002295
0.004,-276.5,0.01185,0.153,0.00228
0.006,-276.5,0.012,0.153,0.00237
0.008,-276.5,0.01215,0.153,0.002355
0.01,-276.5,0.01245,0.153,0.00219
0.012,-277,0.0123,0.153,0.00231
0.014,-276.5,0.01245,0.1545,0.00231
0.016,-276.5,0.0123,0.1545,0.002385
0.018,-276.5,0.0123,0.153,0.002325
0.02,-276.5,0.012,0.153,0.002175
0.022,-276.5,0.01185,0.153,0.00228
0.024,-276.5,0.01185,0.153,0.002265
0.026,-276.5,0.012,0.153,0.002355
0.028,-276.5,0.01215,0.153,0.00234
0.03,-276.5,0.01245,0.1545,0.002175
0.032,-276.5,0.01245,0.1545,0.002325
0.034,-276.5,0.0126,0.1545,0.002295
0.036,-276.5,0.0123,0.1545,0.002355
0.038,-276.5,0.01215,0.153,0.00234
0.04,-276.5,0.01185,0.153,0.00216
0.042,-276.5,0.01185,0.153,0.002295
0.044,-276.5,0.01185,0.153,0.002295
0.046,-276.5,0.01185,0.153,0.0024
0.048,-276.5,0.012,0.153,0.002355
0.05,-277,0.0123,0.153,0.00219
0.052,-276.5,0.01245,0.153,0.002295
0.054,-276.5,0.01245,0.1545,0.002295
0.056,-276.5,0.0123,0.1545,0.002385
0.058,-276.5,0.0123,0.153,0.002325
0.06,-276.5,0.012,0.153,0.00219
0.062,-276.5,0.012,0.153,0.002265
0.064,-276.5,0.0117,0.153,0.002265
0.066,-276.5,0.012,0.153,0.002355
0.068,-277,0.01215,0.153,0.002355
0.07,-277,0.0123,0.153,0.00222
0.072,-276.5,0.0123,0.1545,0.00231
0.074,-276.5,0.01245,0.1545,0.00231
0.076,-277,0.0123,0.153,0.00234
0.078,-276.5,0.01215,0.153,0.002355
0.08,-276.5,0.012,0.153,0.00219
0.082,-276.5,0.01185,0.153,0.00228
0.084,-276.5,0.012,0.153,0.00225
0.086,-276.5,0.012,0.153,0.002355
0.088,-276.5,0.01215,0.153,0.002355
0.09,-276.5,0.01245,0.153,0.002205
0.092,-276.5,0.01245,0.153,0.00228
0.094,-276.5,0.01245,0.153,0.002295
0.096,-277,0.0123,0.153,0.002355
0.098,-276.5,0.01215,0.153,0.002325
0.1,-276.5,0.012,0.153,0.002205
0.102,-276.5,0.01185,0.153,0.002265
0.104,-276.5,0.01185,0.153,0.002295
0.106,-276.5,0.012,0.153,0.002355
0.108,-277,0.01215,0.153,0.002325
0.11,-276.5,0.0123,0.153,0.002205
0.112,-277,0.01245,0.153,0.00231
0.114,-276.5,0.01245,0.1545,0.00231
0.116,-276.5,0.0123,0.153,0.002355
0.118,-276.5,0.0123,0.153,0.00234
0.12,-276.5,0.012,0.153,0.002205
