Time t / s,Magn. flux density B_A1 / mT,Voltage U_B2 / V,Voltage U_B1 / V,Current I_A1 / A
0,-6.5,0.0063,0.1515,0.002175
0.002,-6.5,0.00615,0.1515,0.00231
0.004,-6.5,0.0063,0.1515,0.002295
0.006,-6,0.0063,0.15,0.002415
0.008,-6,0.0063,0.1515,0.002325
0.01,-6,0.0063,0.1515,0.002145
0.012,-6,0.0063,0.15,0.00231
0.014,-6,0.0063,0.1515,0.002325
0.016,-6,0.0063,0.15,0.00246
0.018,-6,0.0063,0.1515,0.00234
0.02,-6,0.0063,0.1515,0.002145
0.022,-6,0.00615,0.1515,0.002325
0.024,-6,0.0063,0.15,0.00231
0.026,-6,0.0063,0.1515,0.00243
0.028,-6,0.0063,0.15,0.002355
0.03,-6.5,0.0063,0.1515,0.002175
0.032,-6.5,0.0063,0.15,0.00231
0.034,-6,0.0063,0.1515,0.002325
0.036,-6,0.0063,0.15,0.00243
0.038,-6,0.0063,0.15,0.002325
0.04,-6.5,0.00615,0.1515,0.00216
0.042,-6,0.00615,0.1515,0.00234
0.044,-6.5,0.00615,0.15,0.00231
0.046,-6,0.0063,0.15,0.00243
0.048,-6,0.0063,0.15,0.002355
0.05,-6.5,0.0063,0.1515,0.002145
0.052,-6.5,0.0063,0.15,0.00231
0.054,-6,0.0063,0.1515,0.002325
0.056,-6,0.0063,0.1515,0.002445
0.058,-6,0.0063,0.1515,0.002355
0.06,-6.5,0.0063,0.1515,0.002145
0.062,-6,0.00615,0.1515,0.002325
0.064,-6.5,0.0063,0.1515,0.002355
0.066,-6,0.0063,0.1515,0.00243
0.068,-6,0.0063,0.1515,0.00234
0.07,-6,0.00615,0.1515,0.002145
0.072,-6,0.0063,0.15,0.00231
0.074,-6,0.00615,0.1515,0.00234
0.076,-6,0.0063,0.1515,0.002445
0.078,-6,0.0063,0.15,0.002325
0.08,-6,0.0063,0.15,0.002145
0.082,-6,0.0063,0.1515,0.002325
0.084,-6.5,0.00615,0.1515,0.00228
0.086,-6,0.0063,0.15,0.002415
0.088,-6,0.0063,0.1515,0.002325
