Time t / s,Magn. flux density B_A1 / mT,Voltage U_B2 / V,Voltage U_B1 / V,Current I_A1 / A
0,-184,0.0102,0.1515,0.0024
0.002,-184,0.01035,0.1515,0.002325
0.004,-184.5,0.0105,0.1515,0.00216
0.006,-184,0.0105,0.1515,0.00228
0.008,-184,0.0105,0.1515,0.00234
0.01,-184,0.01035,0.1515,0.002385
0.012,-184,0.01035,0.1515,0.002355
0.014,-184,0.0102,0.1515,0.00219
0.016,-184,0.01005,0.1515,0.002265
0.018,-184,0.01005,0.1515,0.002295
0.02,-184,0.0102,0.1515,0.002385
0.022,-184,0.01035,0.1515,0.002325
0.024,-184,0.01035,0.1515,0.00216
0.026,-184,0.0105,0.1515,0.002265
0.028,-184,0.01065,0.153,0.00231
0.03,-184,0.01035,0.153,0.00243
0.032,-184,0.0102,0.153,0.00231
0.034,-184,0.0102,0.1515,0.00216
0.036,-184,0.01005,0.1515,0.00228
0.038,-184,0.0099,0.1515,0.00228
0.04,-184,0.0102,0.1515,0.00237
0.042,-184,0.01035,0.1515,0.00234
0.044,-184,0.0105,0.1515,0.002175
0.046,-184,0.0105,0.153,0.002295
0.048,-184,0.01065,0.1515,0.00228
0.05,-184,0.0105,0.1515,0.0024
0.052,-184,0.01035,0.1515,0.00231
0.054,-184,0.0102,0.1515,0.00219
0.056,-184,0.01005,0.1515,0.002265
0.058,-184,0.0099,0.1515,0.00228
0.06,-184,0.0102,0.1515,0.00234
0.062,-184,0.01035,0.1515,0.00234
0.064,-184,0.0105,0.1515,0.002145
0.066,-184,0.0105,0.153,0.002325
0.068,-184,0.0108,0.153,0.002325
0.07,-184,0.01035,0.1515,0.002415
0.072,-184,0.01035,0.1515,0.002325
0.074,-184,0.01005,0.1515,0.00207
0.076,-184,0.01005,0.1515,0.002265
0.078,-184,0.01005,0.1515,0.002265
0.08,-184,0.01005,0.1515,0.0024
0.082,-184,0.01035,0.1515,0.002325
0.084,-184,0.0105,0.1515,0.00216
0.086,-184.5,0.01035,0.153,0.002295
0.088,-184,0.0105,0.1515,0.00231
0.09,-184,0.0105,0.153,0.00243
0.092,-184,0.0102,0.153,0.00285
0.094,-184,0.0102,0.1515,0.002175
0.096,-184,0.01005,0.1515,0.002265
0.098,-184,0.0099,0.1515,0.00228
0.1,-184,0.01005,0.1515,0.002385
0.102,-184,0.0102,0.1515,0.002355
0.104,-184,0.0105,0.1515,0.002175
0.106,-184,0.0105,0.1515,0.00231
0.108,-184,0.01065,0.1515,0.002295
0.11,-184,0.0105,0.1515,0.002385
0.112,-184,0.0102,0.1515,0.00231
0.114,-184,0.01005,0.1515,0.00216
0.116,-184,0.01005,0.1515,0.00228
0.118,-184,0.01005,0.1515,0.00231
0.12,-184,0.0102,0.1515,0.0024
0.122,-184,0.01035,0.1515,0.002325
0.124,-184,0.0105,0.153,0.00216
0.126,-184,0.01065,0.153,0.00228
0.128,-184,0.0105,0.1515,0.00231
0.13,-184,0.0105,0.1515,0.002445
0.132,-184,0.01035,0.1515,0.00234
0.134,-184,0.0102,0.1515,0.00216
0.136,-184,0.01005,0.1515,0.002265
0.138,-184,0.01005,0.1515,0.002265
0.14,-184,0.01005,0.1515,0.002415
0.142,-184,0.0102,0.1515,0.002325
0.144,-184,0.0105,0.1515,0.00216
0.146,-184.5,0.01065,0.153,0.00231
0.148,-184,0.0108,0.1545,0.002325
0.15,-184,0.01095,0.159,0.00249
0.152,-184,0.0114,0.168,0.00252
0.154,-184,0.01155,0.174,0.00243
0.156,-184,0.012,0.1785,0.00273
0.158,-184,0.01215,0.1815,0.002745
0.16,-184,0.0126,0.1875,0.002955
0.162,-184,0.0132,0.1935,0.002925
0.164,-184,0.0135,0.1965,0.002835
0.166,-184,0.01395,0.2025,0.00309
0.168,-184,0.0144,0.207,0.00312
0.17,-184,0.01485,0.2145,0.00336
0.172,-184,0.01485,0.216,0.0033
0.174,-184,0.01485,0.219,0.00318
0.176,-184,0.015,0.222,0.003375
0.178,-184,0.01515,0.2265,0.00342
0.18,-184,0.0156,0.2295,0.003585
0.182,-184,0.01605,0.234,0.00354
0.184,-184,0.0165,0.237,0.003465
0.186,-184,0.01665,0.24,0.0036
0.188,-184,0.0174,0.2475,0.003765
0.19,-184,0.0174,0.2505,0.00393
0.192,-184,0.0177,0.255,0.0039
