Time t / s,Magn. flux density B_A1 / mT,Voltage U_B2 / V,Voltage U_B1 / V,Current I_A1 / A
0,-238.5,0.01125,0.1515,0.002235
0.002,-238.5,0.0111,0.1515,0.00228
0.004,-238,0.0111,0.153,0.00228
0.006,-238.5,0.0114,0.153,0.00237
0.008,-238.5,0.0114,0.153,0.00231
0.01,-238.5,0.0117,0.153,0.002235
0.012,-238.5,0.01185,0.153,0.002295
0.014,-238.5,0.0117,0.153,0.002295
0.016,-238.5,0.0114,0.153,0.002385
0.018,-238.5,0.01125,0.153,0.00228
0.02,-238.5,0.0111,0.153,0.002235
0.022,-238,0.0111,0.1515,0.002295
0.024,-238.5,0.0111,0.1515,0.002265
0.026,-238.5,0.0114,0.153,0.0024
0.028,-238.5,0.01155,0.153,0.00228
0.03,-238.5,0.0117,0.153,0.002265
0.032,-238.5,0.01185,0.153,0.00231
0.034,-238.5,0.0117,0.153,0.00231
0.036,-238.5,0.01155,0.153,0.0024
0.038,-238.5,0.0114,0.153,0.002265
0.04,-238.5,0.01125,0.153,0.00222
0.042,-238.5,0.0111,0.153,0.00231
0.044,-238.5,0.0111,0.1515,0.002265
0.046,-238.5,0.0114,0.153,0.002415
0.048,-238.5,0.01155,0.1515,0.002265
0.05,-238.5,0.0117,0.153,0.00225
0.052,-238.5,0.01185,0.153,0.002295
0.054,-238.5,0.01155,0.153,0.002295
0.056,-238.5,0.0114,0.153,0.002385
0.058,-238.5,0.01125,0.153,0.00228
0.06,-238.5,0.0111,0.153,0.002235
0.062,-238,0.0111,0.1515,0.00228
0.064,-238.5,0.01125,0.1515,0.002295
0.066,-238.5,0.0114,0.153,0.0024
0.068,-238.5,0.01155,0.153,0.002265
0.07,-238.5,0.0117,0.153,0.00225
0.072,-238.5,0.01185,0.153,0.00231
0.074,-238.5,0.0117,0.153,0.00231
0.076,-238.5,0.0114,0.153,0.002415
0.078,-238.5,0.01125,0.153,0.00225
0.08,-238.5,0.01125,0.153,0.002235
0.082,-238.5,0.0111,0.1515,0.002265
0.084,-238.5,0.0111,0.1515,0.00228
0.086,-238.5,0.01125,0.153,0.002355
0.088,-238.5,0.01155,0.153,0.002265
0.09,-238.5,0.01155,0.153,0.00222
0.092,-238.5,0.0117,0.153,0.00228
0.094,-238.5,0.0117,0.153,0.002295
0.096,-238.5,0.0114,0.153,0.00237
0.098,-238.5,0.0114,0.153,0.002265
0.1,-238.5,0.01125,0.1515,0.002235
0.102,-238.5,0.0111,0.1515,0.00228
0.104,-238.5,0.0111,0.153,0.00228
0.106,-238.5,0.0114,0.153,0.002385
0.108,-238.5,0.0114,0.153,0.00225
0.11,-238.5,0.0117,0.153,0.002265
0.112,-238.5,0.0117,0.153,0.002325
0.114,-238.5,0.0117,0.153,0.00231
0.116,-238.5,0.0114,0.153,0.002415
0.118,-238.5,0.01125,0.153,0.002265
0.12,-238.5,0.01125,0.1515,0.002235
0.122,-238,0.01125,0.1515,0.00231
0.124,-238.5,0.0111,0.1515,0.00228
0.126,-238.5,0.0114,0.1515,0.00237
0.128,-238.5,0.0114,0.153,0.00228
0.13,-238.5,0.01155,0.153,0.002265
0.132,-238.5,0.0117,0.153,0.00231
0.134,-238.5,0.0117,0.153,0.00228
0.136,-238.5,0.01155,0.153,0.002415
0.138,-238.5,0.0114,0.153,0.002295
0.14,-238.5,0.01125,0.1515,0.002235
0.142,-238.5,0.0111,0.1515,0.00231
0.144,-238,0.01125,0.1515,0.00228
0.146,-238.5,0.0114,0.153,0.00237
0.148,-238.5,0.01155,0.153,0.00225
0.15,-238.5,0.0117,0.153,0.00225
0.152,-238.5,0.0117,0.153,0.00228
0.154,-238.5,0.0117,0.153,0.002325
0.156,-238.5,0.0114,0.153,0.00237
0.158,-238.5,0.01125,0.1515,0.002265
0.16,-238.5,0.01125,0.1515,0.00222
0.162,-238.5,0.0111,0.1515,0.00228
0.164,-238.5,0.0111,0.153,0.002265
0.166,-238.5,0.01155,0.153,0.0024
0.168,-238.5,0.01155,0.153,0.00225
0.17,-238.5,0.0117,0.153,0.002265
0.172,-238.5,0.0117,0.153,0.002325
0.174,-238.5,0.01155,0.153,0.002295
0.176,-238.5,0.0114,0.153,0.00237
0.178,-238.5,0.01125,0.153,0.00228
0.18,-238.5,0.01125,0.153,0.00222
0.182,-238,0.0111,0.153,0.002265
0.184,-238.5,0.0111,0.153,0.002265
0.186,-238.5,0.0114,0.153,0.00237
0.188,-238.5,0.01155,0.153,0.00228
0.19,-238.5,0.0117,0.153,0.002235
0.192,-238.5,0.0117,0.153,0.002265
0.194,-238.5,0.0117,0.153,0.002325
0.196,-238.5,0.0114,0.153,0.00237
0.198,-238.5,0.01125,0.153,0.00228
0.2,-238.5,0.0111,0.153,0.002235
0.202,-238.5,0.0111,0.1515,0.00225
0.204,-238.5,0.01125,0.1515,0.00228
0.206,-238.5,0.0114,0.153,0.002415
0.208,-238.5,0.01155,0.153,0.00231
0.21,-238.5,0.0117,0.153,0.00225
0.212,-238.5,0.0117,0.153,0.002325
0.214,-238.5,0.01185,0.153,0.002325
0.216,-238.5,0.0114,0.153,0.002385
0.218,-238.5,0.01125,0.153,0.002265
0.22,-238.5,0.01125,0.153,0.002205
0.222,-238.5,0.0111,0.1515,0.002265
0.224,-239,0.01125,0.1515,0.00228
0.226,-239,0.0114,0.153,0.00237
0.228,-238.5,0.01155,0.153,0.002295
0.23,-238.5,0.0117,0.153,0.002235
0.232,-238.5,0.0117,0.153,0.00231
0.234,-238.5,0.01155,0.153,0.00228
0.236,-238.5,0.01155,0.153,0.00243
0.238,-238.5,0.01125,0.153,0.00225
0.24,-238.5,0.0111,0.1515,0.00225
0.242,-238.5,0.01095,0.1515,0.002265
0.244,-238.5,0.0111,0.1515,0.002295
0.246,-238.5,0.0114,0.153,0.0024
0.248,-238.5,0.01155,0.153,0.002295
0.25,-238.5,0.0117,0.153,0.00222
0.252,-238.5,0.0117,0.153,0.002265
0.254,-238.5,0.0117,0.153,0.00231
0.256,-238.5,0.0114,0.153,0.0024
0.258,-238.5,0.0114,0.153,0.002295
0.26,-238.5,0.0111,0.153,0.00225
0.262,-238.5,0.0111,0.1515,0.00228
0.264,-238.5,0.01125,0.153,0.00228
0.266,-238.5,0.0114,0.1515,0.0024
0.268,-238.5,0.01155,0.153,0.00228
0.27,-238.5,0.0117,0.153,0.00225
0.272,-238.5,0.0117,0.153,0.00228
0.274,-238.5,0.0117,0.153,0.002295
0.276,-238.5,0.0114,0.153,0.00234
