Time t / s,Magn. flux density B_A1 / mT,Voltage U_B2 / V,Voltage U_B1 / V,Current I_A1 / A
0,-71.5,0.0081,0.1515,0.002175
0.002,-71.5,0.0081,0.1515,0.00231
0.004,-71.5,0.0081,0.15,0.002295
0.006,-71.5,0.0078,0.15,0.0024
0.008,-71.5,0.0078,0.15,0.00228
0.01,-71.5,0.00765,0.15,0.00219
0.012,-71.5,0.0075,0.15,0.00228
0.014,-71.5,0.0075,0.15,0.002265
0.016,-71.5,0.00765,0.15,0.00237
0.018,-71.5,0.0078,0.15,0.00228
0.02,-71.5,0.00795,0.15,0.00219
0.022,-71.5,0.0081,0.15,0.002295
0.024,-71.5,0.0081,0.15,0.00228
0.026,-71.5,0.0078,0.15,0.002355
0.028,-71.5,0.0078,0.15,0.00231
0.03,-71.5,0.0075,0.15,0.00219
0.032,-71.5,0.00765,0.15,0.002295
0.034,-71.5,0.0075,0.15,0.00231
0.036,-71.5,0.0078,0.15,0.002385
0.038,-71.5,0.0078,0.1515,0.00231
0.04,-71.5,0.00795,0.15,0.002205
0.042,-71.5,0.0081,0.1515,0.00231
0.044,-71.5,0.00795,0.15,0.00228
0.046,-71.5,0.0078,0.15,0.002415
0.048,-71.5,0.0078,0.15,0.00228
0.05,-71.5,0.0078,0.15,0.00219
0.052,-71.5,0.00765,0.15,0.002295
0.054,-71.5,0.00765,0.15,0.002295
0.056,-71.5,0.0078,0.15,0.002355
0.058,-71.5,0.0078,0.15,0.00225
0.06,-71.5,0.00795,0.15,0.002205
0.062,-71.5,0.00795,0.1515,0.00231
0.064,-71.5,0.0081,0.15,0.00231
0.066,-71.5,0.00795,0.15,0.002415
0.068,-71.5,0.00765,0.15,0.00228
0.07,-71.5,0.00765,0.15,0.00219
0.072,-71.5,0.0075,0.15,0.002265
0.074,-71.5,0.00765,0.15,0.00228
0.076,-71.5,0.00765,0.15,0.002355
0.078,-71.5,0.00795,0.15,0.00231
0.08,-71.5,0.00795,0.1515,0.00219
0.082,-71.5,0.00795,0.1515,0.002295
0.084,-71.5,0.00795,0.15,0.00228
0.086,-71.5,0.0078,0.15,0.002415
0.088,-71.5,0.0078,0.1515,0.00228
0.09,-71.5,0.00765,0.15,0.00219
0.092,-71.5,0.0075,0.15,0.00231
0.094,-71.5,0.0075,0.15,0.002295
0.096,-71.5,0.0078,0.15,0.002415
0.098,-71.5,0.00795,0.15,0.002295
0.1,-71.5,0.00795,0.15,0.00222
0.102,-71.5,0.0081,0.1515,0.002295
0.104,-71.5,0.0081,0.1515,0.00228
0.106,-71.5,0.00795,0.15,0.002415
0.108,-71.5,0.0078,0.15,0.00231
0.11,-71.5,0.00765,0.15,0.00219
0.112,-71.5,0.00765,0.15,0.002295
0.114,-71.5,0.00765,0.15,0.00228
0.116,-71.5,0.0078,0.15,0.002415
0.118,-71,0.0078,0.15,0.00228
0.12,-71.5,0.00795,0.1515,0.00222
0.122,-71.5,0.0081,0.15,0.002325
0.124,-71.5,0.0081,0.1515,0.002295
0.126,-71.5,0.0078,0.1515,0.00237
0.128,-71.5,0.0078,0.15,0.00228
0.13,-71.5,0.0075,0.15,0.002235
0.132,-71.5,0.00765,0.15,0.00228
0.134,-71.5,0.0075,0.15,0.002265
0.136,-71.5,0.00765,0.1515,0.00237
0.138,-71.5,0.0078,0.1515,0.00228
0.14,-71.5,0.00795,0.15,0.00222
0.142,-71.5,0.0081,0.1515,0.002295
0.144,-71.5,0.0081,0.1515,0.00234
0.146,-71.5,0.0078,0.15,0.002415
0.148,-71.5,0.0078,0.15,0.002295
0.15,-71.5,0.00765,0.15,0.002205
0.152,-71.5,0.0075,0.15,0.00231
0.154,-71.5,0.00765,0.15,0.00231
0.156,-71.5,0.00765,0.15,0.002385
0.158,-71.5,0.0078,0.15,0.00228
0.16,-71.5,0.00795,0.15,0.00222
0.162,-71.5,0.0081,0.1515,0.002295
0.164,-71.5,0.00795,0.1515,0.00231
0.166,-71.5,0.00795,0.15,0.0024
0.168,-71.5,0.0078,0.15,0.002295
0.17,-71.5,0.0075,0.15,0.00219
0.172,-71.5,0.0075,0.15,0.00228
0.174,-71.5,0.00765,0.15,0.00228
0.176,-71.5,0.00765,0.15,0.0024
0.178,-71.5,0.0078,0.15,0.002295
0.18,-71.5,0.00795,0.1515,0.002235
0.182,-71.5,0.0081,0.1515,0.002325
0.184,-71.5,0.0081,0.1515,0.00231
0.186,-71.5,0.0078,0.15,0.0024
0.188,-71.5,0.0078,0.15,0.002325
0.19,-71.5,0.00765,0.15,0.002205
0.192,-71.5,0.0075,0.15,0.002265
0.194,-71.5,0.00765,0.15,0.002265
0.196,-71.5,0.0078,0.15,0.0024
0.198,-71.5,0.00795,0.15,0.00228
0.2,-71.5,0.00795,0.1515,0.00222
0.202,-71.5,0.00795,0.1515,0.00234
0.204,-71.5,0.00795,0.15,0.00228
