Time t / s,Magn. flux density B_A1 / mT,Voltage U_B2 / V,Voltage U_B1 / V,Current I_A1 / A
0,-128,0.00915,0.1515,0.002295
0.002,-128,0.0093,0.1515,0.002175
0.004,-128,0.0093,0.1515,0.00231
0.006,-128,0.0093,0.1515,0.002295
0.008,-127.5,0.00915,0.1515,0.002385
0.01,-128,0.00915,0.1515,0.002295
0.012,-128,0.009,0.15,0.00216
0.014,-128,0.00885,0.15,0.002295
0.016,-128,0.00885,0.1515,0.002295
0.018,-128,0.009,0.1515,0.00237
0.02,-128,0.0093,0.1515,0.00231
0.022,-128,0.0093,0.1515,0.002175
0.024,-128,0.0093,0.1515,0.00234
0.026,-128,0.0093,0.1515,0.00231
0.028,-128,0.00915,0.1515,0.002385
0.03,-128,0.009,0.15,0.002295
0.032,-128,0.009,0.15,0.002175
0.034,-128,0.00885,0.15,0.00228
0.036,-128,0.00885,0.15,0.002265
0.038,-128,0.00915,0.1515,0.0024
0.04,-128,0.00915,0.15,0.002265
0.042,-128,0.0093,0.1515,0.002175
0.044,-128,0.0093,0.1515,0.002295
0.046,-128,0.0093,0.1515,0.00228
0.048,-128,0.0093,0.1515,0.0024
0.05,-128,0.009,0.1515,0.002295
0.052,-128,0.009,0.15,0.002145
0.054,-128,0.00885,0.15,0.00222
0.056,-128,0.009,0.15,0.002295
0.058,-128,0.00915,0.1515,0.0024
0.06,-128,0.009,0.1515,0.002295
0.062,-128,0.0093,0.1515,0.002175
0.064,-128,0.0093,0.1515,0.002265
0.066,-128,0.00945,0.1515,0.00228
0.068,-128,0.00915,0.1515,0.0024
0.07,-128,0.00915,0.15,0.002295
0.072,-127.5,0.009,0.1515,0.002175
0.074,-128,0.00885,0.1515,0.002295
0.076,-128,0.00885,0.15,0.00228
0.078,-128,0.009,0.1515,0.002115
0.08,-127.5,0.0093,0.1515,0.002295
0.082,-128,0.0093,0.1515,0.002205
0.084,-128,0.00945,0.1515,0.00228
0.086,-128,0.0093,0.1515,0.00231
