Time t / s,Current I_A1 / A,Voltage U_B1 / V,Voltage U_A2 / V,Voltage U_B2 / V
0,0.015,0.9735,0.66,-0.0225
0.2,0.01505,0.9735,0.6585,-0.0225
0.4,0.015,0.9735,0.6585,-0.0225
0.6,0.01505,0.9735,0.6585,-0.0225
0.8,0.015,0.9735,0.657,-0.0225
1,0.01505,0.9735,0.657,-0.0225
1.2,0.01505,0.9735,0.657,-0.0225
1.4,0.01505,0.975,0.657,-0.0225
1.599,0.01505,0.975,0.657,-0.0225
1.8,0.01505,0.975,0.6555,-0.0225
2.001,0.01515,0.975,0.657,-0.0225
2.2,0.015,0.975,0.657,-0.0225
2.4,0.01505,0.975,0.657,-0.0225
2.6,0.01505,0.975,0.6585,-0.0225
2.8,0.01505,0.975,0.66,-0.0225
3,0.01505,0.9735,0.6615,-0.0225
3.2,0.01505,0.9735,0.663,-0.0225
3.4,0.01505,0.9735,0.6645,-0.0225
3.6,0.0151,0.972,0.669,-0.0225
3.8,0.01505,0.972,0.669,-0.0225
4,0.01515,0.9705,0.6735,-0.0225
4.2,0.0151,0.969,0.675,-0.0225
4.4,0.01505,0.9675,0.6765,-0.0225
4.6,0.01515,0.966,0.681,-0.0225
4.8,0.01505,0.966,0.684,-0.0225
5,0.01515,0.963,0.6855,-0.0225
5.2,0.01505,0.963,0.687,-0.0225
5.4,0.015,0.96,0.69,-0.021
5.6,0.01505,0.9585,0.693,-0.021
5.8,0.01505,0.957,0.696,-0.021
5.999,0.01505,0.9555,0.699,-0.021
6.2,0.0151,0.954,0.7035,-0.021
6.4,0.01505,0.951,0.705,-0.021
6.6,0.01505,0.9495,0.708,-0.021
6.8,0.01515,0.948,0.711,-0.021
7,0.01505,0.945,0.714,-0.021
7.2,0.01505,0.942,0.717,-0.021
7.4,0.01505,0.9405,0.7185,-0.021
7.6,0.0151,0.9375,0.723,-0.021
7.799,0.01505,0.936,0.7245,-0.021
7.999,0.01505,0.933,0.7275,-0.0195
8.201,0.0151,0.93,0.732,-0.0195
8.4,0.01505,0.927,0.7335,-0.0195
8.6,0.01505,0.9255,0.7365,-0.0195
8.8,0.015,0.9225,0.7395,-0.0195
9,0.0151,0.9195,0.7425,-0.0195
9.2,0.015,0.9165,0.744,-0.0195
9.399,0.01505,0.9135,0.747,-0.0195
9.6,0.015,0.912,0.75,-0.0195
9.8,0.01505,0.909,0.753,-0.0195
10,0.01505,0.906,0.756,-0.0195
10.2,0.0151,0.903,0.7605,-0.0195
10.4,0.01505,0.9,0.762,-0.018
10.6,0.01505,0.897,0.765,-0.018
10.8,0.01505,0.8925,0.7695,-0.018
11,0.01505,0.8895,0.771,-0.018
11.199,0.01505,0.8865,0.774,-0.018
11.4,0.0151,0.8835,0.777,-0.018
11.6,0.01505,0.8805,0.7785,-0.018
11.8,0.01505,0.8775,0.7815,-0.018
12,0.01505,0.873,0.7845,-0.018
12.2,0.01505,0.87,0.7875,-0.018
12.4,0.01505,0.867,0.7905,-0.0165
12.6,0.0151,0.864,0.795,-0.0165
12.801,0.01505,0.8595,0.798,-0.0165
13.001,0.0151,0.8565,0.801,-0.0165
13.2,0.01505,0.8535,0.8025,-0.0165
13.399,0.015,0.849,0.8055,-0.0165
13.6,0.01505,0.846,0.8085,-0.0165
13.8,0.01505,0.843,0.81,-0.0165
13.999,0.01505,0.8385,0.813,-0.0165
14.2,0.0151,0.8355,0.8175,-0.015
14.399,0.01505,0.831,0.8205,-0.015
14.6,0.01505,0.828,0.822,-0.015
14.799,0.0151,0.8235,0.825,-0.015
14.999,0.01505,0.8205,0.8265,-0.015
15.2,0.01505,0.816,0.8295,-0.015
15.399,0.01505,0.813,0.8325,-0.015
15.599,0.01505,0.81,0.8355,-0.015
15.799,0.01505,0.8055,0.8385,-0.015
16,0.01505,0.801,0.843,-0.015
16.199,0.01505,0.798,0.8445,-0.015
16.4,0.01505,0.795,0.8475,-0.0135
16.6,0.01505,0.7905,0.849,-0.0135
16.8,0.01505,0.786,0.852,-0.0135
17,0.01505,0.783,0.855,-0.0135
17.2,0.01505,0.7785,0.858,-0.0135
17.4,0.01505,0.774,0.861,-0.0135
17.599,0.01505,0.771,0.864,-0.0135
17.8,0.015,0.7665,0.8655,-0.0135
17.999,0.01505,0.7635,0.8685,-0.0135
18.201,0.01515,0.759,0.873,-0.0135
18.4,0.01505,0.7545,0.8745,-0.012
18.599,0.01505,0.7515,0.8775,-0.012
18.799,0.01505,0.747,0.8805,-0.012
18.999,0.01505,0.744,0.8835,-0.012
19.199,0.01505,0.7395,0.8865,-0.012
19.4,0.01505,0.735,0.888,-0.012
19.599,0.01505,0.7305,0.891,-0.012
19.799,0.01505,0.7275,0.894,-0.012
20,0.01505,0.723,0.8985,-0.012
20.199,0.01505,0.72,0.9,-0.0105
20.4,0.01505,0.7155,0.903,-0.012
20.599,0.01505,0.7125,0.9045,-0.0105
20.799,0.01505,0.708,0.909,-0.0105
21,0.01505,0.705,0.9105,-0.0105
21.2,0.01505,0.7005,0.9135,-0.0105
21.399,0.01505,0.696,0.9165,-0.0105
21.6,0.01505,0.693,0.918,-0.0105
21.8,0.01505,0.6885,0.921,-0.0105
22,0.01505,0.6855,0.924,-0.0105
22.2,0.01505,0.681,0.927,-0.0105
22.4,0.015,0.6765,0.93,-0.0105
22.601,0.01505,0.6735,0.933,-0.0105
22.8,0.01505,0.669,0.9345,-0.0105
22.999,0.01505,0.666,0.9375,-0.009
23.2,0.01505,0.6615,0.9405,-0.009
23.4,0.01505,0.6585,0.9435,-0.009
23.6,0.01505,0.654,0.945,-0.009
23.8,0.01505,0.651,0.948,-0.009
24,0.01505,0.6465,0.951,-0.009
24.199,0.01505,0.6435,0.954,-0.009
24.4,0.01505,0.639,0.9555,-0.009
24.6,0.01505,0.636,0.9585,-0.009
24.8,0.01505,0.6315,0.9615,-0.009
25,0.01505,0.6285,0.9645,-0.009
25.2,0.01505,0.624,0.966,-0.009
25.399,0.01505,0.621,0.969,-0.009
25.599,0.01505,0.618,0.972,-0.009
25.799,0.01505,0.615,0.975,-0.009
26,0.01505,0.6105,0.9765,-0.009
26.2,0.015,0.6075,0.978,-0.0075
26.399,0.01505,0.6045,0.9825,-0.0075
26.6,0.01505,0.6,0.9855,-0.0075
26.8,0.01505,0.597,0.987,-0.0075
27,0.01505,0.5925,0.9885,-0.0075
27.2,0.01505,0.5895,0.993,-0.0075
27.401,0.01505,0.5865,0.996,-0.0075
27.6,0.01505,0.582,0.9975,-0.0075
27.8,0.01505,0.579,1.0005,-0.0075
28,0.01505,0.576,1.0035,-0.0075
28.201,0.01505,0.573,1.0065,-0.0075
28.4,0.01505,0.5685,1.008,-0.0075
28.6,0.015,0.5655,1.011,-0.0075
28.799,0.01505,0.5625,1.0125,-0.0075
29,0.01505,0.558,1.0155,-0.0075
29.199,0.01505,0.555,1.017,-0.0075
29.4,0.01505,0.552,1.02,-0.0075
29.6,0.01505,0.549,1.0215,-0.006
29.799,0.01505,0.546,1.0245,-0.006
30,0.01505,0.543,1.0275,-0.006
30.2,0.01505,0.54,1.0305,-0.006
30.401,0.0151,0.537,1.0335,-0.006
30.6,0.01505,0.534,1.035,-0.006
30.8,0.015,0.5295,1.038,-0.006
31,0.01505,0.528,1.0395,-0.006
31.199,0.01505,0.525,1.0425,-0.006
31.399,0.01505,0.522,1.0455,-0.006
