Time t / s,Current I_A1 / A,Voltage U_B1 / V,Voltage U_A2 / V,Voltage U_B2 / V
9,0.0331,1.4655,0.933,-0.021
9.2,0.0331,1.4565,0.936,-0.021
9.4,0.0331,1.449,0.9375,-0.021
9.6,0.0331,1.44,0.9405,-0.021
9.8,0.0331,1.4325,0.9435,-0.0195
10,0.0331,1.425,0.9465,-0.0195
10.2,0.0331,1.416,0.948,-0.0195
10.4,0.0331,1.4085,0.9525,-0.0195
10.6,0.0331,1.3995,0.954,-0.0195
10.8,0.0331,1.392,0.957,-0.0195
11,0.0331,1.3845,0.96,-0.0195
11.2,0.03305,1.3755,0.963,-0.018
11.4,0.0331,1.368,0.9645,-0.018
11.6,0.0331,1.3605,0.9675,-0.018
11.8,0.0331,1.3515,0.9705,-0.018
11.999,0.0331,1.344,0.9735,-0.018
12.2,0.0331,1.3365,0.9765,-0.018
12.4,0.0331,1.329,0.978,-0.0165
12.601,0.0331,1.32,0.981,-0.0165
12.801,0.0331,1.3125,0.984,-0.0165
13,0.033,1.305,0.987,-0.0165
13.2,0.033,1.2975,0.99,-0.0165
13.4,0.03295,1.29,0.9915,-0.0165
13.6,0.03295,1.2825,0.9945,-0.0165
13.8,0.0331,1.275,0.996,-0.0165
14,0.0329,1.2675,1.0005,-0.0165
14.2,0.03295,1.26,1.002,-0.015
14.4,0.03295,1.2525,1.005,-0.015
14.6,0.03295,1.245,1.008,-0.015
14.8,0.03295,1.2375,1.011,-0.015
15.001,0.0331,1.23,1.0125,-0.015
15.2,0.03295,1.2225,1.0155,-0.015
15.4,0.03295,1.215,1.0185,-0.0135
15.599,0.033,1.2075,1.0215,-0.0135
15.8,0.033,1.2015,1.023,-0.0135
16,0.033,1.194,1.026,-0.0135
16.2,0.033,1.1865,1.029,-0.0135
16.399,0.03305,1.179,1.032,-0.0135
16.6,0.0329,1.173,1.0335,-0.0135
16.799,0.03305,1.1655,1.0365,-0.0135
17,0.03305,1.158,1.0395,-0.0135
17.201,0.03295,1.152,1.041,-0.012
17.4,0.0331,1.1445,1.044,-0.012
17.6,0.0331,1.137,1.047,-0.012
17.8,0.033,1.131,1.05,-0.012
18,0.0331,1.1235,1.0515,-0.012
18.2,0.0331,1.1175,1.0545,-0.012
18.4,0.0331,1.11,1.056,-0.012
18.6,0.0331,1.104,1.059,-0.012
18.8,0.0331,1.098,1.062,-0.012
19,0.0331,1.0905,1.0635,-0.0105
19.2,0.03315,1.0845,1.0665,-0.012
19.4,0.03315,1.0785,1.0695,-0.0105
19.6,0.03315,1.071,1.071,-0.0105
19.8,0.03315,1.065,1.074,-0.0105
20,0.03315,1.059,1.077,-0.0105
20.199,0.0332,1.053,1.08,-0.0105
20.4,0.0331,1.0455,1.0815,-0.0105
20.6,0.0332,1.0395,1.0845,-0.0105
20.801,0.033,1.0335,1.0875,-0.0105
21,0.0332,1.0275,1.089,-0.0105
21.2,0.03315,1.02,1.092,-0.009
21.399,0.0332,1.014,1.095,-0.0105
21.6,0.0332,1.008,1.098,-0.009
21.8,0.0332,1.002,1.0995,-0.009
22,0.0332,0.996,1.1025,-0.009
22.2,0.03315,0.99,1.1055,-0.009
22.4,0.0332,0.984,1.107,-0.009
22.6,0.0332,0.978,1.11,-0.009
22.8,0.0331,0.972,1.1115,-0.009
23,0.0332,0.966,1.1145,-0.009
23.2,0.03315,0.96,1.1175,-0.009
23.4,0.03325,0.954,1.1205,-0.009
23.6,0.03315,0.948,1.122,-0.0075
23.8,0.03325,0.9435,1.125,-0.0075
24,0.0332,0.9375,1.128,-0.0075
24.2,0.03325,0.9315,1.1295,-0.0075
24.4,0.0332,0.9255,1.1325,-0.0075
24.6,0.03325,0.9195,1.1355,-0.0075
24.8,0.03325,0.9135,1.1385,-0.0075
25,0.0332,0.909,1.14,-0.0075
25.2,0.03325,0.9045,1.143,-0.0075
25.401,0.03315,0.8985,1.146,-0.0075
25.6,0.03325,0.8925,1.149,-0.0075
25.8,0.03325,0.8865,1.1505,-0.0075
26,0.03325,0.882,1.1535,-0.0075
26.2,0.03325,0.876,1.155,-0.0075
26.4,0.03325,0.87,1.158,-0.0075
26.601,0.0332,0.8655,1.161,-0.006
26.8,0.0332,0.8595,1.164,-0.0075
27,0.03325,0.855,1.1655,-0.006
27.199,0.03325,0.849,1.1685,-0.006
27.4,0.03325,0.8445,1.1715,-0.006
27.6,0.03325,0.8385,1.173,-0.006
27.8,0.03325,0.834,1.176,-0.006
28.001,0.03315,0.828,1.179,-0.006
28.2,0.0332,0.8235,1.182,-0.006
28.4,0.03325,0.819,1.1835,-0.006
28.601,0.0332,0.8145,1.1865,-0.006
28.8,0.03325,0.8085,1.188,-0.006
29,0.03325,0.804,1.1925,-0.0045
29.2,0.03325,0.7995,1.194,-0.0045
29.401,0.03315,0.7935,1.197,-0.0045
29.6,0.03325,0.789,1.1985,-0.0045
29.8,0.03315,0.7845,1.2015,-0.0045
30,0.03315,0.7785,1.203,-0.0045
30.201,0.03315,0.774,1.206,-0.0045
30.4,0.0332,0.7695,1.209,-0.0045
30.6,0.0332,0.765,1.2105,-0.0045
30.8,0.03325,0.7605,1.215,-0.0045
31,0.0332,0.756,1.2165,-0.0045
31.2,0.03325,0.7515,1.218,-0.0045
31.4,0.03325,0.747,1.221,-0.0045
31.6,0.0332,0.7425,1.224,-0.0045
31.799,0.0332,0.738,1.2255,-0.0045
32.001,0.033,0.7335,1.2285,-0.0045
32.2,0.0332,0.729,1.2315,-0.0045
32.4,0.03325,0.7245,1.233,-0.0045
32.6,0.0332,0.72,1.236,-0.0045
32.8,0.0332,0.7155,1.239,-0.0045
33,0.0332,0.7125,1.2405,-0.003
33.2,0.03315,0.708,1.2435,-0.003
33.4,0.0332,0.7035,1.2465,-0.003
33.6,0.0332,0.699,1.248,-0.003
33.8,0.0332,0.6945,1.251,-0.003
34,0.0332,0.69,1.2525,-0.003
34.2,0.03315,0.687,1.2555,-0.003
34.4,0.03315,0.6825,1.2585,-0.003
34.6,0.0332,0.678,1.26,-0.003
34.8,0.0332,0.6735,1.263,-0.003
35,0.0332,0.6705,1.266,-0.003
35.2,0.03315,0.666,1.2675,-0.003
35.4,0.0332,0.663,1.2705,-0.003
35.6,0.0332,0.6585,1.272,-0.003
35.8,0.0332,0.654,1.275,-0.003
36,0.03315,0.651,1.278,-0.003
36.2,0.0332,0.6465,1.2795,-0.003
36.4,0.03315,0.6435,1.2825,-0.003
36.6,0.03315,0.639,1.284,-0.003
36.8,0.03315,0.636,1.287,-0.003
37,0.0332,0.6315,1.29,-0.003
37.2,0.0332,0.6285,1.293,-0.003
37.4,0.0332,0.624,1.2945,-0.003
37.6,0.03315,0.621,1.296,-0.003
37.8,0.03315,0.618,1.299,-0.0015
38,0.03315,0.6135,1.3005,-0.0015
38.2,0.03315,0.6105,1.3035,-0.0015
38.4,0.03315,0.6075,1.3065,-0.0015
38.601,0.0331,0.603,1.3095,-0.0015
38.8,0.03315,0.6,1.311,-0.0015
39,0.03315,0.597,1.314,-0.0015
39.2,0.03315,0.5925,1.3155,-0.0015
39.4,0.0331,0.5895,1.3185,-0.0015
39.6,0.03315,0.5865,1.32,-0.0015
39.8,0.03315,0.5835,1.323,-0.0015
40,0.03315,0.579,1.3245,-0.0015
40.2,0.03315,0.576,1.3275,-0.0015
40.4,0.03315,0.573,1.329,-0.0015
40.6,0.03315,0.57,1.332,-0.0015
40.8,0.03315,0.567,1.335,-0.0015
41,0.0331,0.564,1.3365,-0.0015
41.199,0.03315,0.561,1.3395,-0.0015
41.4,0.03315,0.558,1.341,-0.0015
41.6,0.03315,0.5535,1.344,-0.0015
41.8,0.03315,0.552,1.3455,-0.0015
42,0.0331,0.5475,1.3485,-0.0015
42.2,0.03315,0.5445,1.3515,-0.0015
42.4,0.033,0.5415,1.3515,-0.0015
42.6,0.0331,0.5385,1.356,-0.0015
42.8,0.0331,0.5355,1.3575,-0.0015
43,0.0331,0.5325,1.3605,-0.0015
43.2,0.0331,0.531,1.362,-0.0015
43.4,0.0331,0.528,1.365,-0.0015
43.6,0.0331,0.525,1.3665,-0.0015
43.8,0.03305,0.522,1.3695,0
44,0.03305,0.519,1.371,-0.0015
44.2,0.03305,0.516,1.374,0
44.401,0.03295,0.513,1.3755,0
44.6,0.03295,0.51,1.377,0
44.8,0.033,0.5085,1.38,0
45,0.03305,0.5055,1.383,0
45.2,0.033,0.5025,1.3845,0
45.4,0.033,0.4995,1.3875,0
45.6,0.03295,0.4965,1.389,0
45.8,0.033,0.495,1.3905,0
46,0.033,0.492,1.392,0
46.2,0.03295,0.489,1.395,0
46.4,0.03295,0.4875,1.3965,0
46.6,0.03295,0.4845,1.3995,0
46.8,0.03315,0.4815,1.401,0
46.999,0.033,0.48,1.404,0
47.2,0.033,0.477,1.404,0
47.4,0.03305,0.474,1.4085,0
47.599,0.03305,0.4725,1.4115,0
47.8,0.0331,0.4695,1.413,0
48,0.0331,0.4665,1.4145,0
48.2,0.0331,0.465,1.4175,0
48.4,0.0331,0.462,1.419,0
48.601,0.0331,0.459,1.4205,0
48.8,0.0331,0.4575,1.4235,0
49,0.0331,0.4545,1.425,0
49.2,0.0331,0.453,1.428,0
49.4,0.0331,0.45,1.4295,0
49.6,0.03315,0.4485,1.4325,0
49.8,0.03315,0.4455,1.434,0
50,0.0331,0.4425,1.4355,0
50.199,0.03315,0.441,1.4385,0
50.4,0.0331,0.438,1.44,0
50.6,0.0331,0.4365,1.4415,0
50.8,0.0331,0.435,1.4445,0
51,0.0331,0.432,1.446,0
51.2,0.0331,0.4305,1.449,0
51.4,0.03315,0.429,1.4505,0
51.6,0.0331,0.426,1.452,0
51.799,0.03315,0.423,1.455,0
51.999,0.03315,0.4215,1.4565,0
52.2,0.03315,0.42,1.458,0
52.4,0.03315,0.4185,1.461,0
52.6,0.03315,0.4155,1.464,0
52.8,0.0331,0.414,1.4655,0
53,0.0331,0.411,1.467,0
53.2,0.03315,0.4095,1.47,0
53.4,0.03315,0.408,1.4715,0
53.6,0.0331,0.405,1.473,0
53.8,0.0331,0.4035,1.476,0
54,0.03315,0.402,1.4775,0
54.2,0.03315,0.399,1.4805,0
54.4,0.0331,0.3975,1.482,0
54.6,0.0331,0.396,1.485,0
54.801,0.0331,0.393,1.4865,0
55,0.0331,0.3915,1.488,0
55.2,0.0331,0.39,1.491,0
55.4,0.0331,0.3885,1.4925,0
55.599,0.03315,0.3855,1.494,0
55.8,0.0331,0.384,1.497,0
56,0.03315,0.3825,1.4985,0
56.2,0.0331,0.381,1.5,0
56.4,0.0331,0.3795,1.503,0
56.599,0.0331,0.378,1.506,0
56.8,0.0331,0.375,1.5075,0
57,0.03315,0.3735,1.509,0
57.2,0.0331,0.372,1.5105,0
57.4,0.0331,0.3705,1.5135,0
57.6,0.0331,0.369,1.515,0
57.8,0.0331,0.366,1.518,0
58,0.0331,0.3645,1.5195,0
58.2,0.03315,0.363,1.5225,0
58.4,0.0331,0.3615,1.524,0
58.6,0.03315,0.36,1.5255,0
58.8,0.0331,0.3585,1.527,0
59,0.03315,0.357,1.53,0
59.2,0.0331,0.3555,1.5315,0
59.4,0.0331,0.3525,1.5345,0
59.6,0.0331,0.3525,1.536,0
59.8,0.0331,0.3495,1.5375,0
60,0.03315,0.348,1.5375,0
60.2,0.0331,0.3465,1.542,0
60.4,0.0331,0.345,1.5435,0
60.601,0.03315,0.3435,1.545,0
60.8,0.0331,0.342,1.548,0
61,0.03315,0.3405,1.5495,0
61.2,0.0331,0.339,1.551,0
61.401,0.0331,0.3375,1.5525,0
61.6,0.0331,0.336,1.5555,0
61.8,0.0331,0.336,1.557,0
62.001,0.0331,0.333,1.5585,0
62.2,0.03315,0.3315,1.5615,0
62.4,0.0331,0.33,1.563,0
62.601,0.0331,0.3285,1.5645,0
62.8,0.0331,0.327,1.566,0
63,0.03315,0.3255,1.5705,0
63.201,0.0331,0.3255,1.5705,0
63.4,0.03315,0.324,1.5735,0
63.6,0.0331,0.3225,1.575,0
63.8,0.03315,0.321,1.578,0
64,0.0331,0.3195,1.581,0
64.2,0.0331,0.318,1.581,0
64.4,0.03315,0.3165,1.584,0
64.6,0.0331,0.315,1.5855,0
64.8,0.03315,0.3135,1.587,0
65,0.03315,0.312,1.59,0
65.2,0.03315,0.3105,1.5915,0
65.4,0.0331,0.309,1.593,0
65.599,0.0331,0.3075,1.5945,0
65.8,0.0331,0.306,1.5975,0
66,0.03315,0.306,1.599,0
66.2,0.03315,0.3045,1.6005,0
66.401,0.0331,0.303,1.6035,0
66.602,0.03315,0.3015,1.605,0
66.8,0.0331,0.3,1.608,0
67,0.0331,0.2985,1.6095,0
67.2,0.0331,0.297,1.611,0
67.4,0.0331,0.2955,1.614,0
67.6,0.0331,0.2955,1.6155,0
67.8,0.03315,0.294,1.6185,0
68,0.03315,0.2925,1.62,0
68.2,0.0331,0.291,1.6215,0
68.4,0.0331,0.2895,1.623,0
68.6,0.03315,0.2895,1.626,0
68.8,0.0331,0.288,1.6275,0
69,0.03315,0.2865,1.6305,0
69.2,0.03315,0.285,1.632,0
69.4,0.03315,0.285,1.635,0
69.6,0.0331,0.2835,1.6365,0
69.8,0.0331,0.282,1.638,0
70,0.03315,0.2805,1.6395,0
70.2,0.0331,0.2805,1.641,0
70.4,0.0331,0.279,1.641,0
70.6,0.03315,0.2775,1.6425,0
70.8,0.0331,0.2775,1.6425,0
71,0.0331,0.2775,1.6425,0
71.2,0.03315,0.276,1.6425,0
71.399,0.03315,0.276,1.6425,0
71.599,0.0331,0.276,1.6425,0
71.8,0.0331,0.2745,1.6425,0
72,0.03315,0.2745,1.6425,0
72.2,0.03315,0.2745,1.6425,0
72.4,0.0331,0.2745,1.641,0
72.6,0.03315,0.2745,1.641,0
72.8,0.0331,0.2745,1.641,0
73,0.0331,0.2745,1.6395,0
73.2,0.03315,0.2745,1.638,0
73.4,0.0331,0.2745,1.638,0
73.6,0.0331,0.276,1.6365,0
73.8,0.0331,0.276,1.6365,0
74,0.03315,0.276,1.6365,0
74.2,0.03315,0.276,1.6335,0
74.4,0.0331,0.276,1.6335,0
74.6,0.0331,0.2775,1.632,0
74.8,0.0331,0.2775,1.632,0
75,0.03315,0.2775,1.632,0
75.2,0.0331,0.2775,1.6305,0
75.4,0.0331,0.279,1.629,0
75.6,0.03315,0.279,1.629,0
75.8,0.03315,0.279,1.6275,0
76,0.0331,0.279,1.626,0
76.199,0.03315,0.2805,1.626,0
76.4,0.03315,0.2805,1.6245,0
76.6,0.03315,0.2805,1.623,0
76.8,0.0331,0.282,1.623,0
77,0.0331,0.282,1.62,0
77.2,0.03315,0.282,1.62,0
77.4,0.03315,0.2835,1.6185,0
77.6,0.03315,0.2835,1.6185,0
77.8,0.0331,0.285,1.617,0
78,0.03315,0.285,1.6155,0
78.199,0.03315,0.285,1.6155,0
78.4,0.0331,0.2865,1.614,0
78.6,0.03315,0.2865,1.6125,0
78.8,0.0331,0.288,1.611,0
79,0.0331,0.288,1.611,0
79.2,0.0331,0.288,1.6095,0
79.4,0.0331,0.2895,1.608,0
79.6,0.03315,0.2895,1.6065,0
79.8,0.03305,0.291,1.6065,0
79.999,0.0331,0.291,1.605,0
80.2,0.03305,0.2925,1.6035,0
80.4,0.033,0.2925,1.6035,0
80.6,0.03305,0.294,1.602,0
80.8,0.033,0.294,1.6005,0
81,0.033,0.294,1.599,0
81.2,0.033,0.2955,1.599,0
81.4,0.033,0.2955,1.5975,0
81.6,0.03295,0.297,1.596,0
81.8,0.033,0.297,1.5945,0
82,0.033,0.2985,1.593,0
82.2,0.03295,0.2985,1.593,0
82.4,0.033,0.3,1.5915,0
82.6,0.033,0.3,1.59,0
82.8,0.03295,0.3015,1.5885,0
83,0.03295,0.3015,1.587,0
83.2,0.03295,0.303,1.587,0
83.4,0.03295,0.303,1.5855,0
83.6,0.033,0.3045,1.584,0
83.8,0.03295,0.3045,1.584,0
