Time t / s,Current I_A1 / A,Voltage U_B1 / V,Voltage U_B2 / V,Voltage U_A2 / V
9.6,0.01675,1.3455,0.0675,0.708
9.7,0.01675,1.3455,0.0675,0.7095
9.8,0.01675,1.344,0.0675,0.711
9.9,0.01675,1.344,0.0675,0.711
10,0.01675,1.344,0.0675,0.714
10.1,0.01675,1.344,0.0675,0.714
10.199,0.01675,1.344,0.0675,0.7155
10.3,0.01675,1.3425,0.0675,0.717
10.4,0.01675,1.3425,0.0675,0.7185
10.499,0.01675,1.341,0.0675,0.72
10.6,0.01675,1.341,0.0675,0.72
10.7,0.01675,1.341,0.066,0.7215
10.8,0.01675,1.341,0.066,0.7215
10.9,0.01675,1.3395,0.066,0.7245
11,0.01675,1.3395,0.066,0.7245
11.1,0.01675,1.338,0.066,0.726
11.2,0.01675,1.338,0.066,0.7275
11.301,0.01675,1.338,0.066,0.7275
11.4,0.01675,1.338,0.066,0.7305
11.5,0.01675,1.3365,0.066,0.732
11.6,0.01675,1.3365,0.066,0.732
11.7,0.01675,1.335,0.066,0.7335
11.799,0.01665,1.335,0.0645,0.735
11.9,0.01675,1.335,0.0645,0.7365
12,0.01675,1.3335,0.0645,0.738
12.101,0.01675,1.3335,0.0645,0.738
12.2,0.01675,1.332,0.0645,0.7395
12.3,0.0168,1.332,0.0645,0.741
12.4,0.01675,1.3305,0.0645,0.7425
12.5,0.01675,1.3305,0.0645,0.7425
12.6,0.01675,1.329,0.0645,0.744
12.7,0.01675,1.329,0.0645,0.7455
12.8,0.01675,1.3275,0.0645,0.747
12.899,0.01665,1.3275,0.0645,0.7485
13,0.01675,1.326,0.0645,0.75
13.1,0.01675,1.326,0.063,0.75
13.199,0.0166,1.3245,0.063,0.753
13.3,0.01675,1.3245,0.063,0.753
13.4,0.0167,1.323,0.063,0.7545
13.5,0.01675,1.3215,0.063,0.756
13.6,0.0167,1.3215,0.063,0.7575
13.7,0.0167,1.32,0.063,0.7575
13.8,0.0167,1.32,0.063,0.759
13.899,0.01665,1.3185,0.063,0.7605
14,0.01665,1.3185,0.063,0.762
14.1,0.0166,1.317,0.063,0.7635
14.2,0.0166,1.317,0.0615,0.7635
14.3,0.0166,1.3155,0.0615,0.765
14.399,0.01665,1.314,0.0615,0.768
14.499,0.0166,1.314,0.0615,0.768
14.6,0.0166,1.3125,0.0615,0.768
14.7,0.01655,1.3125,0.0615,0.7695
14.799,0.0167,1.311,0.0615,0.771
14.899,0.0167,1.3095,0.0615,0.7725
15,0.0166,1.308,0.0615,0.7725
15.1,0.01675,1.308,0.0615,0.774
15.2,0.0166,1.3065,0.0615,0.7755
15.299,0.0167,1.305,0.06,0.777
15.4,0.0166,1.305,0.06,0.777
15.499,0.0166,1.3035,0.06,0.7785
15.6,0.01675,1.302,0.06,0.78
15.7,0.0166,1.3005,0.06,0.7815
15.8,0.01665,1.3005,0.06,0.783
15.9,0.01665,1.299,0.06,0.7845
16,0.01665,1.2975,0.06,0.7845
16.099,0.01675,1.2975,0.06,0.786
16.199,0.01675,1.296,0.06,0.7875
16.3,0.01665,1.2945,0.06,0.789
16.4,0.0167,1.293,0.0585,0.789
16.5,0.01665,1.293,0.0585,0.7905
16.599,0.01675,1.2915,0.0585,0.792
16.7,0.01665,1.29,0.0585,0.7935
16.8,0.01665,1.2885,0.0585,0.795
16.9,0.01665,1.287,0.0585,0.795
17,0.0166,1.2855,0.0585,0.7965
17.1,0.0167,1.2855,0.0585,0.798
17.2,0.0167,1.284,0.0585,0.7995
17.301,0.01655,1.2825,0.0585,0.7995
17.401,0.0166,1.281,0.0585,0.801
17.501,0.0166,1.2795,0.057,0.8025
17.6,0.01665,1.278,0.057,0.804
17.699,0.0167,1.2765,0.057,0.8055
17.8,0.0167,1.275,0.057,0.807
17.9,0.0167,1.2735,0.057,0.807
18,0.01675,1.272,0.057,0.8085
18.1,0.01675,1.2705,0.057,0.81
18.202,0.01675,1.2705,0.057,0.81
18.3,0.01675,1.269,0.057,0.8115
18.4,0.01675,1.2675,0.0555,0.813
18.5,0.01675,1.266,0.0555,0.8145
18.599,0.0168,1.2645,0.0555,0.8145
18.699,0.01675,1.263,0.0555,0.816
18.8,0.01675,1.2615,0.0555,0.8175
18.9,0.0166,1.26,0.0555,0.8175
19,0.01675,1.2585,0.0555,0.819
19.1,0.01675,1.257,0.0555,0.8205
19.2,0.01675,1.2555,0.0555,0.8205
19.3,0.01675,1.254,0.054,0.822
19.4,0.0168,1.2525,0.054,0.8235
19.499,0.01675,1.251,0.054,0.825
19.599,0.01675,1.2495,0.054,0.8265
19.7,0.01675,1.248,0.054,0.828
19.8,0.01675,1.245,0.054,0.828
19.9,0.0168,1.2435,0.054,0.8295
20,0.01675,1.242,0.054,0.831
20.099,0.0168,1.242,0.054,0.831
20.2,0.0168,1.239,0.0525,0.8325
20.3,0.0167,1.2375,0.054,0.834
20.4,0.0167,1.236,0.0525,0.8355
20.5,0.0168,1.2345,0.0525,0.837
20.599,0.01685,1.233,0.0525,0.837
20.699,0.0168,1.2315,0.0525,0.8385
20.8,0.0168,1.23,0.0525,0.84
20.9,0.0168,1.227,0.0525,0.84
21.001,0.01675,1.2255,0.0525,0.843
21.1,0.0168,1.224,0.0525,0.843
21.2,0.0168,1.2225,0.051,0.843
21.3,0.0168,1.221,0.051,0.846
21.4,0.0168,1.2195,0.051,0.846
21.5,0.0168,1.2165,0.051,0.8475
21.599,0.0168,1.215,0.051,0.849
21.7,0.01675,1.2135,0.051,0.8505
21.8,0.0168,1.212,0.051,0.8505
21.9,0.0168,1.209,0.051,0.852
22,0.0168,1.2075,0.051,0.8535
22.1,0.0168,1.206,0.0495,0.855
22.2,0.0168,1.2045,0.0495,0.855
22.3,0.01675,1.2015,0.0495,0.8565
22.399,0.01685,1.2,0.0495,0.858
22.5,0.0168,1.1985,0.0495,0.858
22.6,0.0168,1.197,0.0495,0.8595
22.699,0.01685,1.1955,0.0495,0.861
22.799,0.01685,1.1925,0.0495,0.8625
22.9,0.01685,1.191,0.0495,0.8625
23.001,0.0168,1.1895,0.0495,0.864
23.1,0.01685,1.188,0.048,0.8655
23.2,0.0168,1.185,0.048,0.867
23.3,0.0168,1.1835,0.048,0.867
23.4,0.0168,1.182,0.048,0.8685
23.499,0.0169,1.179,0.048,0.87
23.6,0.01685,1.1775,0.048,0.8715
23.7,0.01685,1.176,0.048,0.8715
23.8,0.0168,1.173,0.048,0.873
23.9,0.0168,1.1715,0.048,0.8745
24,0.01685,1.17,0.048,0.8745
24.1,0.01685,1.167,0.048,0.876
24.2,0.0169,1.1655,0.0465,0.8775
24.3,0.01685,1.164,0.0465,0.879
24.399,0.01685,1.161,0.0465,0.879
24.5,0.01685,1.1595,0.0465,0.8805
24.6,0.01685,1.1565,0.0465,0.882
24.7,0.01685,1.155,0.0465,0.8835
24.8,0.0168,1.1535,0.0465,0.885
24.9,0.0168,1.1505,0.0465,0.8865
25,0.0169,1.149,0.0465,0.8865
25.1,0.01685,1.1475,0.045,0.888
25.2,0.01685,1.1445,0.045,0.8895
25.3,0.01685,1.143,0.045,0.8895
25.4,0.0169,1.14,0.045,0.891
25.5,0.01685,1.1385,0.045,0.8925
25.6,0.0168,1.137,0.045,0.8925
25.7,0.0169,1.134,0.045,0.894
25.8,0.0169,1.1325,0.045,0.8955
25.9,0.01685,1.1295,0.045,0.897
26,0.01685,1.128,0.0435,0.8985
26.1,0.0168,1.125,0.0435,0.8985
26.2,0.0169,1.1235,0.0435,0.9
26.3,0.0169,1.1205,0.0435,0.9015
26.4,0.0169,1.119,0.0435,0.9015
26.5,0.0169,1.116,0.0435,0.903
26.6,0.0168,1.1145,0.0435,0.9045
26.7,0.01685,1.1115,0.0435,0.906
26.8,0.0169,1.11,0.042,0.906
26.899,0.01685,1.107,0.042,0.9075
27.001,0.01685,1.1055,0.042,0.909
27.1,0.0169,1.104,0.042,0.909
27.2,0.0169,1.101,0.042,0.9105
27.299,0.0168,1.0995,0.042,0.912
27.4,0.0169,1.098,0.042,0.912
27.5,0.0169,1.095,0.042,0.9135
27.6,0.01685,1.092,0.042,0.915
27.7,0.01685,1.0905,0.042,0.9165
27.799,0.0169,1.0875,0.042,0.9165
27.899,0.0169,1.086,0.0405,0.918
28,0.0169,1.083,0.0405,0.9195
28.099,0.0169,1.0815,0.0405,0.9195
28.2,0.01685,1.0785,0.0405,0.921
28.3,0.0169,1.077,0.0405,0.9225
28.399,0.0169,1.074,0.0405,0.924
28.5,0.0169,1.0725,0.0405,0.924
28.599,0.0169,1.0695,0.0405,0.9255
28.699,0.0169,1.068,0.0405,0.927
28.8,0.0169,1.065,0.039,0.9285
28.901,0.01685,1.062,0.039,0.9285
29,0.0169,1.0605,0.039,0.93
29.101,0.01685,1.0575,0.039,0.9315
29.201,0.01685,1.056,0.039,0.9315
29.3,0.0169,1.0545,0.039,0.933
29.4,0.0169,1.0515,0.039,0.9345
29.5,0.0169,1.05,0.039,0.936
29.601,0.0169,1.047,0.039,0.936
29.7,0.01685,1.0455,0.039,0.9375
29.8,0.0169,1.0425,0.039,0.939
29.901,0.01685,1.0395,0.0375,0.9405
30,0.01685,1.038,0.0375,0.9405
30.101,0.01685,1.035,0.0375,0.942
30.2,0.0169,1.0335,0.0375,0.9435
30.299,0.0169,1.0305,0.0375,0.9435
30.4,0.0169,1.0275,0.0375,0.945
30.5,0.01685,1.026,0.0375,0.9465
30.6,0.01685,1.023,0.0375,0.948
30.7,0.0169,1.0215,0.036,0.948
30.8,0.0169,1.0185,0.036,0.9495
30.9,0.0169,1.017,0.036,0.951
30.999,0.0168,1.014,0.036,0.951
31.1,0.0169,1.0125,0.036,0.9525
31.2,0.0169,1.0095,0.036,0.954
31.3,0.01685,1.0065,0.036,0.9555
31.4,0.01685,1.005,0.036,0.957
31.5,0.0169,1.002,0.036,0.957
31.6,0.01685,1.0005,0.0345,0.9585
31.7,0.01685,0.9975,0.036,0.96
31.8,0.01685,0.996,0.0345,0.96
31.9,0.01685,0.993,0.0345,0.9615
32.001,0.0169,0.99,0.0345,0.963
32.1,0.0169,0.9885,0.0345,0.963
32.2,0.0169,0.9855,0.0345,0.9645
32.301,0.0169,0.984,0.0345,0.966
32.401,0.01685,0.981,0.0345,0.9675
32.501,0.01685,0.978,0.0345,0.969
32.6,0.01685,0.975,0.0345,0.969
32.7,0.0169,0.9735,0.0345,0.9705
32.8,0.01685,0.972,0.0345,0.972
32.9,0.0169,0.969,0.033,0.972
33.001,0.01685,0.966,0.0345,0.975
33.1,0.01685,0.9645,0.033,0.975
33.199,0.01685,0.9615,0.033,0.9765
33.3,0.01685,0.96,0.033,0.9765
33.4,0.0169,0.957,0.033,0.978
33.499,0.0169,0.954,0.033,0.9795
33.6,0.0169,0.9525,0.033,0.9795
33.7,0.0169,0.9495,0.033,0.981
33.799,0.01685,0.948,0.033,0.9825
33.9,0.0169,0.945,0.0315,0.984
34,0.0169,0.942,0.0315,0.984
34.1,0.0169,0.9405,0.0315,0.9855
34.2,0.01685,0.9375,0.0315,0.987
34.3,0.0169,0.9345,0.0315,0.9885
34.399,0.0169,0.933,0.0315,0.9885
34.5,0.0169,0.93,0.0315,0.99
34.601,0.0169,0.9285,0.0315,0.9915
34.7,0.0169,0.9255,0.0315,0.9915
34.8,0.01685,0.924,0.0315,0.993
34.901,0.0168,0.921,0.0315,0.9945
35,0.0169,0.918,0.03,0.996
35.099,0.01685,0.9165,0.03,0.996
35.2,0.01685,0.9135,0.03,0.9975
35.3,0.0169,0.912,0.03,0.999
35.401,0.0169,0.909,0.03,1.0005
35.5,0.0169,0.9075,0.03,1.0005
35.6,0.0169,0.9045,0.03,1.002
35.699,0.0168,0.903,0.03,1.002
35.799,0.0168,0.9,0.03,1.0035
35.9,0.01685,0.897,0.03,1.005
36,0.01685,0.8955,0.03,1.0065
36.1,0.0169,0.8925,0.03,1.008
36.2,0.01685,0.891,0.03,1.008
36.3,0.01685,0.888,0.03,1.0095
36.4,0.0169,0.885,0.0285,1.011
36.5,0.01685,0.8835,0.0285,1.011
36.599,0.01675,0.8805,0.0285,1.011
36.699,0.01675,0.879,0.0285,1.0125
36.8,0.01685,0.876,0.0285,1.014
36.9,0.01685,0.873,0.0285,1.0155
37,0.01685,0.8715,0.0285,1.017
37.101,0.0169,0.8685,0.0285,1.0185
37.2,0.01685,0.867,0.0285,1.0185
37.3,0.0169,0.864,0.0285,1.02
37.4,0.0168,0.8625,0.027,1.02
37.5,0.0168,0.8595,0.027,1.0215
37.599,0.01685,0.858,0.027,1.023
37.7,0.0169,0.855,0.027,1.0245
37.8,0.01685,0.852,0.027,1.026
37.899,0.0168,0.8505,0.027,1.026
37.999,0.0168,0.8475,0.027,1.0275
38.1,0.0168,0.846,0.027,1.0275
38.2,0.0168,0.843,0.027,1.029
38.299,0.0168,0.8415,0.027,1.029
38.4,0.0168,0.8385,0.027,1.032
38.5,0.0168,0.837,0.027,1.032
38.6,0.0168,0.834,0.027,1.0335
38.7,0.0168,0.831,0.027,1.035
38.8,0.0169,0.8295,0.0255,1.0365
38.899,0.0168,0.8265,0.0255,1.0365
39,0.0168,0.825,0.0255,1.038
39.1,0.0168,0.822,0.0255,1.038
39.2,0.0168,0.8205,0.0255,1.0395
39.299,0.0168,0.8175,0.0255,1.0395
39.4,0.0168,0.816,0.0255,1.0425
39.499,0.0168,0.813,0.0255,1.0425
39.603,0.0168,0.8115,0.0255,1.0455
39.699,0.01675,0.81,0.0255,1.0455
39.8,0.0169,0.807,0.0255,1.047
39.9,0.0169,0.804,0.0255,1.0485
40,0.01685,0.8025,0.024,1.0485
40.099,0.0168,0.7995,0.024,1.05
40.199,0.0168,0.798,0.024,1.05
40.3,0.01675,0.795,0.024,1.0515
40.4,0.0168,0.7935,0.024,1.0515
40.5,0.0168,0.792,0.024,1.053
40.6,0.0168,0.789,0.024,1.0545
40.701,0.01685,0.786,0.024,1.056
40.8,0.01685,0.7845,0.024,1.0575
40.9,0.01685,0.7815,0.024,1.0575
41,0.0168,0.78,0.024,1.0575
41.099,0.0168,0.777,0.024,1.059
41.2,0.0168,0.7755,0.024,1.0605
41.3,0.0168,0.7725,0.024,1.0605
41.4,0.0168,0.771,0.024,1.062
41.5,0.0168,0.7695,0.0225,1.0635
41.601,0.01685,0.7665,0.024,1.065
41.7,0.0168,0.765,0.0225,1.065
41.8,0.0168,0.762,0.0225,1.065
41.899,0.0168,0.7605,0.0225,1.0665
42,0.0168,0.759,0.0225,1.068
42.099,0.0168,0.756,0.0225,1.068
42.199,0.01675,0.7545,0.0225,1.0695
42.299,0.0168,0.7515,0.0225,1.071
42.4,0.0168,0.75,0.0225,1.0725
42.499,0.0168,0.747,0.0225,1.0725
42.6,0.0168,0.7455,0.0225,1.074
42.699,0.01675,0.744,0.0225,1.0755
42.8,0.0168,0.741,0.0225,1.077
42.9,0.0168,0.7395,0.0225,1.0785
43,0.01675,0.7365,0.0225,1.0785
43.1,0.0168,0.735,0.0225,1.0785
43.201,0.0168,0.732,0.0225,1.0815
43.3,0.0168,0.7305,0.021,1.083
43.4,0.0168,0.729,0.021,1.083
43.5,0.0168,0.726,0.021,1.083
43.6,0.0168,0.7245,0.021,1.0845
43.7,0.01675,0.7215,0.021,1.086
43.8,0.0168,0.72,0.021,1.086
43.901,0.0168,0.7185,0.021,1.0875
44,0.01685,0.717,0.021,1.089
44.099,0.0168,0.714,0.021,1.089
44.2,0.0168,0.7125,0.021,1.0905
44.301,0.0168,0.711,0.021,1.092
44.4,0.0168,0.708,0.021,1.0935
44.499,0.0168,0.7065,0.021,1.0935
44.6,0.0168,0.7035,0.021,1.095
44.7,0.0168,0.702,0.021,1.0965
44.8,0.0168,0.7005,0.021,1.0965
44.9,0.0168,0.6975,0.021,1.098
45,0.0168,0.696,0.021,1.0995
45.1,0.0168,0.6945,0.0195,1.0995
45.2,0.0168,0.6915,0.0195,1.101
45.3,0.0168,0.69,0.0195,1.101
45.4,0.0168,0.6885,0.0195,1.1025
45.499,0.0168,0.687,0.0195,1.1025
45.6,0.0168,0.684,0.0195,1.104
45.7,0.0168,0.6825,0.0195,1.1055
45.8,0.0168,0.6795,0.0195,1.1055
45.9,0.0168,0.678,0.0195,1.107
46,0.0168,0.6765,0.0195,1.1085
46.1,0.0168,0.675,0.0195,1.11
46.2,0.01675,0.6735,0.0195,1.1115
46.3,0.0168,0.6705,0.0195,1.1115
46.401,0.0168,0.669,0.0195,1.113
46.5,0.0168,0.6675,0.0195,1.1145
46.599,0.0168,0.6645,0.0195,1.1145
46.7,0.0168,0.663,0.0195,1.1145
46.8,0.01675,0.6615,0.0195,1.116
46.901,0.0168,0.66,0.018,1.1175
47,0.0168,0.657,0.018,1.1175
47.1,0.0168,0.6555,0.018,1.119
47.2,0.0168,0.654,0.018,1.1205
47.3,0.0168,0.651,0.018,1.1205
47.399,0.01665,0.651,0.018,1.1205
47.499,0.0168,0.648,0.018,1.122
47.599,0.01675,0.6465,0.018,1.1235
47.699,0.0168,0.645,0.018,1.125
47.8,0.0168,0.642,0.018,1.125
47.901,0.0168,0.6405,0.018,1.128
48,0.0168,0.639,0.018,1.128
48.1,0.0168,0.6375,0.018,1.128
48.199,0.0168,0.636,0.018,1.1295
48.3,0.01675,0.633,0.018,1.1295
48.4,0.0168,0.6315,0.018,1.1325
48.499,0.0168,0.63,0.018,1.1325
48.599,0.0168,0.6285,0.018,1.1325
48.7,0.01675,0.627,0.018,1.134
48.8,0.01675,0.624,0.018,1.1355
48.9,0.01675,0.6225,0.018,1.1355
49,0.0167,0.621,0.018,1.137
49.099,0.0167,0.6195,0.018,1.137
49.2,0.01665,0.618,0.018,1.1385
49.3,0.0168,0.6165,0.0165,1.14
49.4,0.0168,0.615,0.0165,1.1415
49.5,0.0166,0.6135,0.0165,1.1415
49.599,0.0166,0.6105,0.0165,1.143
49.7,0.01665,0.609,0.0165,1.143
49.8,0.01665,0.6075,0.0165,1.1445
49.899,0.01665,0.606,0.0165,1.146
50,0.01665,0.6045,0.0165,1.146
50.099,0.0167,0.603,0.0165,1.1475
50.2,0.01665,0.6015,0.0165,1.1475
50.301,0.01675,0.6,0.0165,1.1505
50.4,0.01665,0.5985,0.0165,1.1505
50.499,0.0167,0.5955,0.0165,1.152
50.6,0.01665,0.594,0.0165,1.152
50.7,0.0167,0.5925,0.0165,1.1535
50.8,0.0167,0.591,0.0165,1.1535
50.899,0.0168,0.5895,0.0165,1.155
50.999,0.0167,0.588,0.0165,1.1565
51.1,0.01665,0.5865,0.0165,1.158
51.2,0.0167,0.585,0.0165,1.158
51.3,0.0167,0.582,0.0165,1.1595
51.401,0.0166,0.5805,0.0165,1.161
51.5,0.0167,0.579,0.0165,1.161
51.6,0.0167,0.5775,0.0165,1.1625
51.7,0.01675,0.576,0.0165,1.1625
51.8,0.01675,0.5745,0.015,1.164
51.9,0.01675,0.573,0.015,1.164
52,0.01665,0.5715,0.015,1.1655
52.1,0.01675,0.57,0.015,1.167
52.2,0.0168,0.5685,0.015,1.1685
52.3,0.01675,0.567,0.015,1.1685
52.4,0.01675,0.5655,0.015,1.17
52.5,0.01665,0.564,0.015,1.1715
52.6,0.01665,0.5625,0.015,1.1715
52.7,0.0168,0.561,0.015,1.173
52.8,0.0168,0.5595,0.015,1.1745
52.9,0.0168,0.558,0.015,1.1745
52.999,0.01685,0.5565,0.015,1.176
53.099,0.0168,0.555,0.015,1.1775
53.201,0.0167,0.5535,0.015,1.1775
53.3,0.0168,0.552,0.015,1.179
53.399,0.01685,0.5505,0.015,1.1805
53.5,0.0168,0.549,0.015,1.1805
53.6,0.0168,0.5475,0.015,1.182
53.699,0.01685,0.546,0.015,1.1835
53.801,0.01675,0.5445,0.015,1.1835
53.9,0.0168,0.543,0.015,1.185
54,0.01685,0.5415,0.015,1.1865
54.101,0.01675,0.5385,0.015,1.1865
54.2,0.01685,0.537,0.015,1.188
54.3,0.01675,0.5355,0.015,1.1895
54.4,0.0168,0.534,0.015,1.191
54.499,0.01685,0.5325,0.015,1.191
54.6,0.01685,0.531,0.0135,1.1925
54.7,0.0168,0.5295,0.0135,1.1925
54.8,0.01685,0.528,0.015,1.194
54.9,0.0168,0.528,0.0135,1.1955
55,0.0168,0.5265,0.0135,1.197
55.1,0.01685,0.525,0.0135,1.197
55.2,0.01685,0.5235,0.0135,1.1985
55.3,0.01685,0.522,0.0135,1.2
55.4,0.01685,0.5205,0.0135,1.2
55.5,0.0168,0.519,0.0135,1.2015
55.6,0.0168,0.5175,0.0135,1.2015
55.699,0.01685,0.516,0.0135,1.203
55.8,0.0169,0.5145,0.0135,1.2045
55.9,0.01685,0.513,0.0135,1.2045
55.999,0.01685,0.5115,0.0135,1.206
56.1,0.0169,0.51,0.0135,1.2075
56.199,0.01685,0.5085,0.0135,1.2075
56.3,0.01685,0.507,0.0135,1.209
56.401,0.0168,0.5055,0.0135,1.209
56.5,0.0169,0.504,0.0135,1.212
56.6,0.0169,0.5025,0.0135,1.212
56.701,0.01685,0.501,0.0135,1.2135
56.8,0.0169,0.4995,0.0135,1.2135
56.899,0.0169,0.498,0.0135,1.215
57,0.0169,0.4965,0.0135,1.2165
57.1,0.01685,0.495,0.0135,1.2165
57.2,0.0169,0.4935,0.0135,1.218
57.3,0.01685,0.492,0.0135,1.2195
57.4,0.0169,0.492,0.0135,1.2195
57.5,0.0169,0.4905,0.0135,1.221
57.599,0.0169,0.489,0.0135,1.2225
57.7,0.01685,0.4875,0.0135,1.2225
57.8,0.0169,0.486,0.0135,1.224
57.9,0.0169,0.4845,0.0135,1.2255
58,0.01685,0.483,0.0135,1.2255
58.1,0.0169,0.4815,0.012,1.227
58.2,0.0169,0.48,0.012,1.2285
58.3,0.0169,0.48,0.0135,1.2285
58.399,0.0168,0.4785,0.012,1.23
58.5,0.0169,0.477,0.012,1.2315
58.6,0.0169,0.4755,0.012,1.2315
58.7,0.0169,0.474,0.012,1.233
58.8,0.0169,0.4725,0.012,1.2345
58.9,0.0169,0.471,0.012,1.2345
59,0.0169,0.471,0.012,1.236
59.1,0.01685,0.4695,0.012,1.2375
59.2,0.01685,0.468,0.012,1.2375
59.299,0.01685,0.4665,0.012,1.239
59.4,0.0169,0.465,0.012,1.2405
59.5,0.01685,0.4635,0.012,1.2405
59.6,0.01685,0.462,0.012,1.242
59.7,0.0169,0.4605,0.012,1.2435
59.8,0.0169,0.4605,0.012,1.2435
59.9,0.01685,0.459,0.012,1.245
60,0.0168,0.4575,0.012,1.2465
60.1,0.0169,0.456,0.012,1.2465
60.2,0.0168,0.4545,0.012,1.248
60.3,0.0168,0.453,0.012,1.248
60.4,0.0168,0.453,0.012,1.2495
60.5,0.0169,0.4515,0.012,1.2495
60.6,0.0168,0.45,0.012,1.2525
60.699,0.0168,0.4485,0.012,1.2525
60.8,0.0168,0.447,0.012,1.254
60.899,0.0168,0.4455,0.012,1.254
61,0.0168,0.444,0.012,1.2555
61.1,0.0169,0.444,0.012,1.2555
61.2,0.0168,0.4425,0.012,1.257
61.3,0.0168,0.441,0.012,1.2585
61.4,0.0168,0.4395,0.012,1.26
61.5,0.01685,0.438,0.0105,1.26
61.6,0.01685,0.438,0.012,1.26
61.7,0.0168,0.4365,0.012,1.2615
61.8,0.01685,0.435,0.012,1.263
61.9,0.0168,0.4335,0.0105,1.2645
62,0.0168,0.432,0.0105,1.266
62.101,0.01685,0.432,0.012,1.266
62.2,0.01685,0.4305,0.012,1.266
62.3,0.0168,0.429,0.0105,1.269
62.4,0.0168,0.429,0.0105,1.2705
