Time t / s,Current I_A1 / A,Voltage U_B1 / V,Voltage U_B2 / V,Voltage U_A2 / V
24.201,0.03305,2.4105,0.105,0.84
24.3,0.03305,2.4075,0.105,0.8415
24.4,0.03305,2.403,0.1035,0.843
24.501,0.03315,2.4,0.1035,0.8445
24.601,0.033,2.397,0.1035,0.8445
24.7,0.033,2.394,0.102,0.846
24.8,0.033,2.3895,0.102,0.8475
24.901,0.03315,2.3865,0.102,0.849
25,0.033,2.382,0.102,0.849
25.101,0.03315,2.379,0.102,0.8505
25.201,0.03315,2.376,0.1005,0.852
25.3,0.033,2.3715,0.1005,0.8535
25.4,0.033,2.3685,0.1005,0.8535
25.5,0.033,2.364,0.1005,0.855
25.601,0.0332,2.361,0.1005,0.8595
25.7,0.033,2.3565,0.099,0.858
25.8,0.0331,2.3535,0.099,0.858
25.9,0.03305,2.3505,0.099,0.861
26.001,0.0331,2.346,0.099,0.861
26.1,0.0331,2.343,0.099,0.861
26.201,0.0332,2.3385,0.0975,0.864
26.301,0.03315,2.334,0.0975,0.864
26.401,0.03315,2.331,0.0975,0.8655
26.5,0.03315,2.3265,0.0975,0.8655
26.6,0.0332,2.3235,0.096,0.8685
26.7,0.0332,2.319,0.096,0.8685
26.8,0.0332,2.316,0.096,0.8685
26.9,0.03315,2.3115,0.096,0.87
27,0.03315,2.307,0.096,0.8715
27.101,0.03315,2.304,0.096,0.8745
27.2,0.0332,2.2995,0.0945,0.8745
27.3,0.03315,2.2965,0.0945,0.876
27.4,0.0332,2.292,0.0945,0.8775
27.501,0.0332,2.2875,0.0945,0.879
27.6,0.0332,2.283,0.0945,0.879
27.701,0.0332,2.28,0.093,0.8805
27.801,0.03315,2.2755,0.093,0.882
27.901,0.03315,2.271,0.093,0.8835
28,0.0332,2.268,0.093,0.8835
28.101,0.0332,2.2635,0.0915,0.885
28.201,0.03315,2.259,0.0915,0.8865
28.3,0.03315,2.256,0.0915,0.8865
28.4,0.0332,2.2515,0.0915,0.888
28.501,0.03315,2.247,0.0915,0.8895
28.601,0.03315,2.2425,0.09,0.891
28.7,0.03315,2.2395,0.09,0.891
28.8,0.0332,2.235,0.09,0.8925
28.901,0.0332,2.2305,0.09,0.8955
29.001,0.0332,2.226,0.09,0.8955
29.101,0.03315,2.2215,0.0885,0.897
29.2,0.0332,2.217,0.0885,0.897
29.301,0.03315,2.2125,0.0885,0.9
29.4,0.0332,2.2095,0.0885,0.9
29.5,0.0332,2.205,0.087,0.9015
29.6,0.03315,2.2005,0.087,0.9015
29.701,0.0332,2.196,0.087,0.9045
29.801,0.0332,2.1915,0.087,0.9045
29.9,0.0332,2.1885,0.0855,0.906
30.001,0.0332,2.184,0.0855,0.9075
30.101,0.03315,2.1795,0.0855,0.909
30.2,0.03315,2.175,0.0855,0.909
30.3,0.03315,2.1705,0.0855,0.9105
30.4,0.0332,2.166,0.0855,0.9105
30.501,0.03315,2.1615,0.084,0.912
30.6,0.0332,2.157,0.084,0.9135
30.7,0.0332,2.154,0.084,0.9135
30.801,0.03315,2.148,0.084,0.9165
30.9,0.0332,2.1435,0.084,0.9165
31,0.0332,2.139,0.0825,0.9165
31.101,0.03315,2.1345,0.0825,0.9195
31.201,0.0332,2.13,0.0825,0.9225
31.301,0.03315,2.1255,0.081,0.9225
31.4,0.0332,2.121,0.0825,0.9225
31.501,0.0332,2.1165,0.081,0.924
31.601,0.0332,2.112,0.081,0.9255
31.7,0.0332,2.109,0.081,0.9255
31.8,0.03315,2.1045,0.081,0.927
31.901,0.0332,2.0985,0.0795,0.9285
32.001,0.0332,2.094,0.0795,0.93
32.1,0.03325,2.0895,0.0795,0.9315
32.2,0.0332,2.085,0.0795,0.9315
32.301,0.03325,2.0805,0.0795,0.933
32.402,0.0333,2.076,0.078,0.9345
32.5,0.0332,2.0715,0.078,0.9345
32.6,0.0332,2.067,0.078,0.936
32.701,0.0333,2.0625,0.078,0.9375
32.8,0.0333,2.058,0.078,0.939
32.9,0.0332,2.0535,0.078,0.939
33,0.0332,2.049,0.0765,0.9405
33.101,0.0333,2.0445,0.0765,0.942
33.2,0.0333,2.04,0.0765,0.9435
33.3,0.0332,2.0355,0.0765,0.9435
33.401,0.0333,2.031,0.0765,0.9465
33.5,0.0332,2.0265,0.075,0.9465
33.6,0.03325,2.022,0.075,0.948
33.7,0.03325,2.016,0.075,0.9495
33.801,0.0333,2.013,0.075,0.9495
33.9,0.0333,2.007,0.075,0.951
34,0.03325,2.0025,0.0735,0.9525
34.101,0.0333,1.998,0.0735,0.954
34.201,0.03325,1.9935,0.0735,0.954
34.3,0.0333,1.989,0.0735,0.9555
34.4,0.0333,1.9845,0.0735,0.957
34.501,0.0332,1.98,0.072,0.9585
34.601,0.0333,1.974,0.072,0.9585
34.7,0.03325,1.9695,0.072,0.96
34.8,0.0333,1.9665,0.072,0.96
34.901,0.0332,1.9605,0.072,0.963
35.001,0.03325,1.956,0.072,0.963
35.101,0.03325,1.9515,0.0705,0.9645
35.2,0.0333,1.947,0.0705,0.9645
35.301,0.0332,1.9425,0.0705,0.966
35.4,0.0333,1.9365,0.0705,0.9675
35.5,0.03325,1.932,0.069,0.969
35.6,0.03335,1.9275,0.069,0.969
35.701,0.03325,1.923,0.069,0.9705
35.8,0.03325,1.9185,0.069,0.972
35.901,0.0332,1.914,0.069,0.9735
36,0.0333,1.9095,0.069,0.9735
36.101,0.03325,1.905,0.069,0.975
36.2,0.03315,1.9005,0.069,0.975
36.3,0.03325,1.896,0.0675,0.978
36.401,0.0332,1.89,0.0675,0.9795
36.501,0.0332,1.8855,0.0675,0.9795
36.6,0.03325,1.881,0.066,0.981
36.701,0.03325,1.8765,0.066,0.981
36.801,0.0332,1.872,0.066,0.9825
36.9,0.0333,1.8675,0.066,0.984
37.001,0.0332,1.863,0.066,0.9855
37.101,0.0332,1.857,0.066,0.987
37.201,0.0332,1.8525,0.0645,0.987
37.3,0.0332,1.848,0.0645,0.9885
37.4,0.03325,1.8435,0.0645,0.99
37.501,0.0331,1.839,0.0645,0.9915
37.601,0.03325,1.8345,0.0645,0.9915
37.7,0.03325,1.83,0.0645,0.993
37.8,0.0332,1.8255,0.063,0.993
37.901,0.0332,1.821,0.063,0.9945
38.001,0.03315,1.8165,0.063,0.996
38.101,0.03315,1.812,0.063,0.9975
38.2,0.0332,1.806,0.063,0.9975
38.301,0.0332,1.8015,0.063,0.999
38.4,0.03315,1.797,0.063,1.0005
38.5,0.03315,1.7925,0.0615,1.0005
38.601,0.03315,1.788,0.0615,1.0035
38.701,0.03315,1.7835,0.0615,1.0035
38.8,0.03315,1.779,0.0615,1.005
38.9,0.0332,1.7745,0.0615,1.0065
39,0.0332,1.77,0.06,1.0065
39.101,0.03315,1.7655,0.06,1.008
39.2,0.03325,1.761,0.06,1.008
39.3,0.0332,1.755,0.06,1.0095
39.4,0.03325,1.752,0.06,1.011
39.501,0.0331,1.746,0.06,1.011
39.6,0.0332,1.7415,0.0585,1.0125
39.7,0.0331,1.737,0.0585,1.0125
39.801,0.0331,1.7325,0.0585,1.0155
39.9,0.0331,1.728,0.0585,1.017
40,0.0331,1.7235,0.0585,1.017
40.1,0.03305,1.719,0.0585,1.017
40.201,0.0332,1.7145,0.057,1.02
40.3,0.03315,1.71,0.057,1.02
40.401,0.03305,1.7055,0.057,1.0215
40.501,0.03305,1.701,0.057,1.0215
40.601,0.03305,1.6965,0.057,1.023
40.7,0.03315,1.692,0.057,1.0245
40.801,0.033,1.686,0.057,1.0245
40.901,0.033,1.6815,0.0555,1.026
40.999,0.0332,1.6785,0.0555,1.0275
41.1,0.0331,1.674,0.0555,1.029
41.2,0.0331,1.6695,0.0555,1.0305
41.301,0.033,1.665,0.0555,1.029
41.4,0.03305,1.6605,0.0555,1.032
41.5,0.0331,1.656,0.054,1.0335
41.601,0.033,1.6515,0.054,1.0335
41.701,0.033,1.647,0.054,1.035
41.8,0.033,1.6425,0.054,1.035
41.9,0.03305,1.638,0.054,1.0365
42.001,0.03305,1.6335,0.054,1.0365
42.101,0.0331,1.629,0.054,1.0395
42.2,0.03305,1.6245,0.054,1.041
42.301,0.0331,1.62,0.0525,1.041
42.401,0.03315,1.6155,0.0525,1.041
42.501,0.03315,1.611,0.0525,1.044
42.6,0.03305,1.6065,0.0525,1.044
42.701,0.03315,1.602,0.0525,1.044
42.801,0.0332,1.5975,0.0525,1.0455
42.9,0.033,1.5945,0.0525,1.047
43,0.033,1.5885,0.051,1.0485
43.101,0.0332,1.5855,0.051,1.0485
43.201,0.0332,1.581,0.051,1.05
43.3,0.03305,1.5765,0.051,1.0515
43.4,0.033,1.572,0.051,1.053
43.501,0.03315,1.5675,0.051,1.053
43.601,0.03305,1.563,0.051,1.0545
43.7,0.03305,1.5585,0.051,1.056
43.8,0.03305,1.554,0.0495,1.056
43.901,0.0332,1.551,0.0495,1.0575
44,0.0331,1.5465,0.0495,1.0575
44.1,0.0332,1.542,0.0495,1.059
44.2,0.0331,1.5375,0.0495,1.0605
44.301,0.0332,1.533,0.0495,1.0605
44.4,0.03315,1.53,0.0495,1.062
44.5,0.03315,1.5255,0.048,1.0635
44.601,0.0332,1.521,0.0495,1.0635
44.701,0.03315,1.5165,0.048,1.065
44.8,0.0332,1.512,0.048,1.0665
44.9,0.0332,1.5075,0.048,1.068
45.001,0.0332,1.503,0.048,1.068
45.1,0.0332,1.5,0.048,1.0695
45.2,0.03315,1.4955,0.048,1.071
45.301,0.0332,1.491,0.048,1.071
45.401,0.0332,1.488,0.048,1.071
45.5,0.0332,1.4835,0.0465,1.074
45.6,0.0332,1.479,0.048,1.0725
45.701,0.0332,1.4745,0.0465,1.074
45.801,0.03305,1.4715,0.0465,1.074
45.9,0.0332,1.467,0.0465,1.077
46,0.0332,1.4625,0.0465,1.0785
46.1,0.0332,1.458,0.0465,1.0785
46.201,0.0332,1.4535,0.0465,1.08
46.3,0.0332,1.4505,0.0465,1.0815
46.4,0.0332,1.446,0.0465,1.083
46.501,0.0332,1.443,0.045,1.083
46.6,0.0332,1.4385,0.045,1.0845
46.7,0.0332,1.434,0.045,1.086
46.801,0.0332,1.431,0.045,1.086
46.901,0.0332,1.4265,0.045,1.086
47,0.0332,1.422,0.045,1.0875
47.1,0.0332,1.419,0.045,1.089
47.205,0.0333,1.4145,0.045,1.0875
47.301,0.0332,1.41,0.045,1.092
47.401,0.0332,1.407,0.045,1.092
47.5,0.0332,1.4025,0.0435,1.0935
47.601,0.03315,1.3995,0.0435,1.0935
47.701,0.03315,1.395,0.0435,1.095
47.8,0.0332,1.392,0.0435,1.0965
47.9,0.0332,1.3875,0.0435,1.0965
48.001,0.0332,1.3845,0.0435,1.098
48.101,0.03315,1.38,0.0435,1.098
48.2,0.0332,1.377,0.0435,1.0995
48.3,0.0332,1.3725,0.042,1.101
48.401,0.0332,1.368,0.042,1.101
48.5,0.0332,1.365,0.042,1.1025
48.6,0.0332,1.3605,0.042,1.1025
48.701,0.0332,1.3575,0.042,1.104
48.801,0.0332,1.353,0.042,1.1055
48.9,0.0332,1.3485,0.042,1.1055
49,0.0332,1.3455,0.042,1.107
49.1,0.0332,1.3425,0.042,1.107
49.201,0.0332,1.338,0.042,1.1085
49.3,0.0332,1.335,0.042,1.11
49.4,0.0332,1.3305,0.0405,1.1115
49.501,0.0332,1.3275,0.0405,1.1115
49.6,0.0332,1.323,0.0405,1.1115
49.7,0.0332,1.32,0.0405,1.1145
49.801,0.0332,1.3155,0.0405,1.1145
49.901,0.0332,1.3125,0.0405,1.116
50,0.0332,1.308,0.0405,1.1145
50.101,0.0332,1.305,0.0405,1.1175
50.201,0.0332,1.302,0.0405,1.1175
50.301,0.0332,1.2975,0.039,1.119
50.4,0.0332,1.2945,0.039,1.1205
50.5,0.0332,1.2915,0.039,1.1205
50.601,0.0332,1.287,0.039,1.122
50.701,0.0332,1.284,0.039,1.122
50.8,0.03325,1.2795,0.039,1.1235
50.9,0.0332,1.2765,0.039,1.125
51.001,0.0332,1.2735,0.039,1.125
51.1,0.0332,1.269,0.039,1.1265
51.2,0.0332,1.266,0.039,1.1295
51.301,0.0333,1.2615,0.039,1.128
51.401,0.0332,1.2585,0.039,1.1295
51.5,0.0332,1.2555,0.0375,1.131
51.601,0.0333,1.2525,0.0375,1.131
51.701,0.0332,1.248,0.0375,1.1325
51.8,0.0332,1.245,0.0375,1.134
51.9,0.0332,1.242,0.0375,1.134
52.001,0.03325,1.239,0.0375,1.1355
52.101,0.03325,1.236,0.0375,1.1355
52.201,0.03325,1.2315,0.0375,1.137
52.3,0.0332,1.2285,0.0375,1.1385
52.4,0.03325,1.2255,0.0375,1.1385
52.501,0.03325,1.221,0.0375,1.14
52.6,0.0333,1.218,0.036,1.14
52.7,0.0333,1.215,0.036,1.1415
52.809,0.0332,1.212,0.036,1.146
52.901,0.0333,1.209,0.036,1.143
53,0.0333,1.2045,0.036,1.1445
53.1,0.0333,1.2015,0.036,1.146
53.201,0.0333,1.1985,0.036,1.146
53.301,0.0333,1.1955,0.036,1.1475
53.401,0.0333,1.1925,0.036,1.149
53.504,0.0332,1.1895,0.036,1.149
53.601,0.0333,1.185,0.036,1.1505
53.701,0.0333,1.182,0.036,1.1505
53.8,0.0332,1.179,0.036,1.152
53.9,0.0333,1.176,0.0345,1.1535
54.001,0.0333,1.173,0.0345,1.1535
54.1,0.0333,1.17,0.0345,1.155
54.2,0.0332,1.167,0.0345,1.1565
54.3,0.0332,1.1625,0.0345,1.1565
54.401,0.0333,1.1595,0.0345,1.158
54.5,0.0333,1.1565,0.0345,1.1595
54.6,0.0332,1.1535,0.0345,1.1595
54.701,0.0333,1.1505,0.0345,1.161
54.801,0.0332,1.1475,0.0345,1.161
54.9,0.0332,1.1445,0.0345,1.1625
55,0.0332,1.1415,0.0345,1.164
55.101,0.0333,1.1385,0.0345,1.164
55.201,0.0333,1.1355,0.0345,1.1655
55.3,0.03325,1.1325,0.033,1.1655
55.4,0.03325,1.1295,0.033,1.167
55.501,0.0333,1.1265,0.033,1.1685
55.6,0.0333,1.1235,0.033,1.17
55.7,0.03325,1.1205,0.033,1.17
55.801,0.03335,1.116,0.033,1.1715
55.901,0.0333,1.113,0.033,1.173
56,0.0333,1.11,0.033,1.173
56.1,0.0333,1.107,0.033,1.1745
56.2,0.0333,1.1055,0.033,1.1745
56.301,0.0332,1.1025,0.0315,1.179
56.4,0.0333,1.0995,0.033,1.1775
56.5,0.0333,1.0965,0.033,1.1775
56.609,0.0332,1.092,0.0315,1.182
56.7,0.0333,1.0905,0.0315,1.179
56.8,0.0333,1.086,0.0315,1.1805
56.901,0.0333,1.0845,0.0315,1.182
57.001,0.0333,1.0815,0.0315,1.1835
57.101,0.0333,1.0785,0.0315,1.1835
57.2,0.0333,1.0755,0.0315,1.185
57.3,0.0333,1.0725,0.0315,1.185
57.401,0.0333,1.0695,0.0315,1.1865
57.501,0.03325,1.0665,0.0315,1.1865
57.601,0.0333,1.0635,0.0315,1.1895
57.701,0.0333,1.0605,0.0315,1.1895
57.801,0.0333,1.0575,0.0315,1.191
57.9,0.0333,1.056,0.0315,1.191
58,0.0333,1.053,0.03,1.1925
58.1,0.0333,1.05,0.0315,1.194
58.2,0.0333,1.047,0.03,1.194
58.3,0.03335,1.044,0.03,1.1955
58.4,0.03335,1.041,0.03,1.197
58.501,0.03325,1.038,0.03,1.197
58.6,0.03335,1.035,0.03,1.1985
58.7,0.0333,1.032,0.03,1.2
58.8,0.0333,1.029,0.03,1.2
58.901,0.0333,1.0275,0.03,1.2015
59,0.03335,1.023,0.03,1.2015
59.1,0.0333,1.0215,0.03,1.203
59.201,0.0333,1.0185,0.03,1.203
59.301,0.03335,1.0155,0.03,1.2045
59.4,0.0333,1.0125,0.03,1.206
59.5,0.03335,1.0095,0.03,1.206
59.602,0.0332,1.008,0.0285,1.2075
59.7,0.0333,1.005,0.0285,1.209
59.8,0.03335,1.002,0.0285,1.209
59.9,0.03335,0.999,0.0285,1.2105
60.001,0.03325,0.996,0.0285,1.212
60.1,0.0333,0.993,0.0285,1.212
60.2,0.0333,0.9915,0.0285,1.2135
60.301,0.03325,0.9885,0.0285,1.215
60.4,0.03335,0.9855,0.0285,1.215
60.5,0.0333,0.9825,0.0285,1.2165
60.6,0.0333,0.981,0.0285,1.218
60.701,0.03325,0.978,0.0285,1.218
60.8,0.03325,0.975,0.0285,1.2195
60.9,0.0333,0.972,0.0285,1.221
61.001,0.03325,0.969,0.0285,1.221
61.101,0.03325,0.9675,0.027,1.2225
61.2,0.0333,0.9645,0.027,1.2225
61.301,0.0332,0.9615,0.027,1.224
61.401,0.03325,0.96,0.027,1.2255
61.501,0.03325,0.957,0.027,1.2255
61.6,0.03335,0.954,0.027,1.227
61.701,0.03325,0.951,0.027,1.227
61.801,0.03325,0.9495,0.027,1.2285
61.901,0.0332,0.9465,0.027,1.23
62,0.0333,0.9435,0.027,1.23
62.101,0.03325,0.942,0.027,1.2315
62.201,0.03325,0.939,0.027,1.233
62.3,0.0333,0.936,0.027,1.2345
