Time t / s,Current I_A1 / A,Voltage U_B1 / V,Voltage U_A2 / V,Voltage U_B2 / V
32,0.0332,2.67,0.6555,0.141
32.2,0.0332,2.6685,0.657,0.141
32.4,0.03315,2.6685,0.66,0.141
32.6,0.0332,2.6685,0.663,0.1395
32.8,0.0332,2.6685,0.6645,0.1395
33,0.0332,2.6685,0.6675,0.1395
33.2,0.0332,2.667,0.6705,0.1395
33.399,0.0332,2.667,0.672,0.138
33.6,0.0332,2.6655,0.675,0.138
33.799,0.0332,2.6655,0.6765,0.138
34,0.0332,2.664,0.6795,0.138
34.2,0.03325,2.664,0.6825,0.1365
34.401,0.0332,2.6625,0.684,0.1365
34.6,0.03315,2.661,0.687,0.1365
34.799,0.0331,2.6595,0.69,0.1365
35,0.0331,2.658,0.6915,0.135
35.202,0.0332,2.6565,0.693,0.135
35.4,0.0332,2.655,0.696,0.135
35.6,0.0331,2.6535,0.7005,0.135
35.8,0.03315,2.652,0.702,0.1335
36,0.0331,2.6505,0.705,0.1335
36.2,0.03315,2.649,0.708,0.1335
36.4,0.0331,2.646,0.711,0.132
36.6,0.03315,2.6445,0.7125,0.132
36.8,0.0331,2.6415,0.714,0.132
36.999,0.0331,2.64,0.717,0.132
37.2,0.0331,2.637,0.72,0.1305
37.4,0.0331,2.6355,0.7215,0.1305
37.6,0.0331,2.6325,0.7245,0.1305
37.8,0.0331,2.631,0.7275,0.129
38,0.0331,2.6265,0.7305,0.129
38.2,0.0331,2.6235,0.732,0.129
38.4,0.0331,2.6205,0.735,0.129
38.6,0.0331,2.6175,0.738,0.1275
38.8,0.0331,2.6145,0.7395,0.1275
39,0.0331,2.6115,0.7425,0.126
39.2,0.03315,2.6085,0.744,0.126
39.4,0.0331,2.6055,0.747,0.126
39.6,0.0331,2.601,0.75,0.1245
39.799,0.0331,2.598,0.753,0.1245
40,0.0331,2.5935,0.756,0.1245
40.2,0.033,2.5905,0.7575,0.123
40.4,0.03295,2.586,0.7605,0.123
40.6,0.03295,2.583,0.762,0.123
40.801,0.0331,2.5785,0.765,0.1215
40.999,0.03295,2.574,0.768,0.1215
41.2,0.03305,2.5695,0.7695,0.1215
41.4,0.033,2.565,0.7725,0.12
41.6,0.03305,2.5605,0.774,0.12
41.8,0.03305,2.556,0.777,0.1185
42,0.03305,2.55,0.7785,0.1185
42.2,0.03305,2.5455,0.7815,0.1185
42.4,0.0331,2.541,0.7845,0.117
42.6,0.033,2.5365,0.786,0.117
42.8,0.03315,2.532,0.789,0.1155
43,0.03315,2.526,0.7905,0.1155
43.2,0.03315,2.52,0.792,0.1155
43.4,0.03315,2.5155,0.795,0.114
43.601,0.0331,2.5095,0.798,0.114
43.8,0.03315,2.5035,0.7995,0.114
44,0.0332,2.4975,0.8025,0.1125
44.2,0.0331,2.493,0.804,0.1125
44.4,0.0332,2.487,0.807,0.111
44.6,0.03315,2.481,0.8085,0.111
44.801,0.03315,2.475,0.8115,0.1095
45,0.03325,2.469,0.813,0.1095
45.201,0.03315,2.4615,0.816,0.108
45.4,0.03325,2.4555,0.8175,0.108
45.6,0.0332,2.4495,0.8205,0.108
45.8,0.03325,2.4435,0.822,0.1065
46,0.0332,2.436,0.825,0.1065
46.2,0.0332,2.43,0.8265,0.105
46.4,0.0332,2.4225,0.8295,0.105
46.6,0.0332,2.4165,0.831,0.105
46.8,0.03325,2.409,0.834,0.1035
47,0.03315,2.4015,0.8355,0.1035
47.2,0.0331,2.3955,0.8385,0.102
47.4,0.0331,2.388,0.84,0.102
47.6,0.0331,2.3805,0.8415,0.1005
47.799,0.03315,2.3745,0.8445,0.1005
48,0.03315,2.367,0.846,0.1005
48.201,0.03315,2.358,0.849,0.099
48.4,0.03315,2.352,0.8505,0.099
48.6,0.03315,2.3445,0.852,0.0975
48.8,0.03315,2.337,0.855,0.0975
49,0.0331,2.328,0.8565,0.096
49.2,0.03315,2.3205,0.8595,0.096
49.399,0.03315,2.313,0.861,0.096
49.6,0.03315,2.3055,0.864,0.0945
49.8,0.03315,2.298,0.8655,0.0945
50,0.03315,2.289,0.867,0.0945
50.2,0.03315,2.2815,0.87,0.093
50.4,0.0331,2.2725,0.8715,0.093
50.6,0.03315,2.265,0.8745,0.0915
50.8,0.03315,2.256,0.876,0.0915
51,0.03315,2.2485,0.8775,0.09
51.2,0.03315,2.2395,0.8805,0.09
51.4,0.03315,2.232,0.882,0.09
51.6,0.03315,2.223,0.885,0.0885
51.8,0.03315,2.214,0.8865,0.0885
52,0.03315,2.2065,0.8895,0.087
52.2,0.03315,2.1975,0.891,0.087
52.4,0.0331,2.1885,0.8925,0.087
52.6,0.0331,2.1795,0.894,0.0855
52.8,0.0331,2.1705,0.897,0.0855
53,0.03305,2.1615,0.8985,0.084
53.2,0.03315,2.154,0.9015,0.084
53.4,0.03295,2.145,0.903,0.084
53.6,0.03295,2.136,0.906,0.0825
53.8,0.03295,2.127,0.9075,0.0825
54,0.033,2.118,0.9105,0.081
54.2,0.03295,2.109,0.912,0.081
54.4,0.033,2.1,0.9135,0.081
54.6,0.033,2.091,0.9165,0.0795
54.8,0.03305,2.082,0.918,0.0795
55,0.033,2.0715,0.921,0.078
55.2,0.03305,2.064,0.9225,0.078
55.401,0.03295,2.055,0.9255,0.0765
55.6,0.033,2.0445,0.927,0.0765
55.8,0.03305,2.0355,0.9285,0.0765
56,0.0331,2.0265,0.9315,0.075
56.2,0.0331,2.0175,0.933,0.075
56.401,0.033,2.0085,0.936,0.075
56.599,0.03315,1.998,0.9375,0.0735
56.8,0.03315,1.989,0.9405,0.0735
56.999,0.03315,1.98,0.942,0.072
57.2,0.03315,1.971,0.945,0.072
57.4,0.03315,1.962,0.9465,0.072
57.6,0.03315,1.953,0.9495,0.0705
57.8,0.03315,1.9425,0.951,0.0705
58,0.03315,1.9335,0.9525,0.0705
58.201,0.0331,1.9245,0.9555,0.069
58.401,0.03315,1.9155,0.957,0.069
58.6,0.0332,1.905,0.9585,0.0675
58.8,0.0332,1.896,0.9615,0.0675
59,0.0332,1.887,0.9645,0.0675
59.201,0.0332,1.8765,0.966,0.0675
59.4,0.03325,1.869,0.969,0.066
59.6,0.03325,1.8585,0.9705,0.066
59.8,0.03325,1.8495,0.972,0.066
60,0.03325,1.8405,0.975,0.0645
60.2,0.03325,1.8315,0.9765,0.0645
60.4,0.03325,1.8225,0.9795,0.063
60.6,0.03325,1.812,0.981,0.063
60.8,0.0332,1.803,0.984,0.063
61,0.03325,1.794,0.9855,0.0615
61.2,0.03325,1.785,0.987,0.0615
61.4,0.0332,1.776,0.99,0.0615
61.6,0.03315,1.7655,0.993,0.0615
61.8,0.03325,1.7565,0.9945,0.06
62,0.03315,1.7475,0.9975,0.06
62.2,0.03325,1.7385,0.999,0.0585
62.4,0.03315,1.7295,1.002,0.0585
62.601,0.03325,1.7205,1.0035,0.0585
62.8,0.03315,1.7115,1.0065,0.0585
63,0.03315,1.7025,1.0065,0.057
63.2,0.03315,1.692,1.0095,0.057
63.4,0.03315,1.6845,1.0125,0.057
63.6,0.0331,1.674,1.014,0.0555
63.8,0.03315,1.665,1.017,0.0555
64,0.03315,1.656,1.02,0.0555
64.2,0.03315,1.647,1.0215,0.054
64.4,0.03315,1.638,1.0245,0.054
64.6,0.03315,1.6305,1.0245,0.054
64.8,0.03315,1.6215,1.0275,0.054
65.001,0.03325,1.6125,1.0275,0.0525
65.2,0.03315,1.6035,1.032,0.0525
65.401,0.03315,1.5945,1.0335,0.0525
65.6,0.03315,1.5855,1.0365,0.051
65.8,0.03315,1.5765,1.0395,0.051
66.001,0.03315,1.5675,1.041,0.051
66.2,0.03315,1.56,1.044,0.051
66.4,0.03315,1.551,1.0455,0.0495
66.6,0.03315,1.542,1.0485,0.0495
66.8,0.0331,1.533,1.05,0.0495
67,0.03315,1.5255,1.053,0.0495
67.2,0.03315,1.5165,1.0545,0.048
67.4,0.0331,1.5075,1.056,0.048
67.6,0.03315,1.5,1.0575,0.048
67.8,0.03315,1.491,1.0605,0.048
68,0.03315,1.4835,1.0635,0.0465
68.2,0.03315,1.4745,1.065,0.0465
68.4,0.0331,1.4655,1.068,0.0465
68.6,0.0331,1.458,1.0695,0.0465
68.8,0.03305,1.449,1.0725,0.045
69,0.033,1.4415,1.074,0.045
69.2,0.03295,1.4325,1.077,0.045
69.399,0.033,1.425,1.0785,0.045
69.6,0.03315,1.4175,1.08,0.045
69.8,0.033,1.4085,1.083,0.0435
70,0.033,1.401,1.0845,0.0435
70.2,0.03305,1.3935,1.0875,0.0435
70.4,0.03305,1.3845,1.089,0.0435
70.6,0.033,1.377,1.0905,0.0435
70.8,0.03305,1.3695,1.0935,0.042
71,0.033,1.362,1.095,0.042
71.2,0.0331,1.353,1.098,0.042
71.4,0.03315,1.3455,1.0995,0.042
71.6,0.03315,1.338,1.1025,0.0405
71.8,0.03315,1.3305,1.104,0.0405
72,0.03305,1.323,1.1055,0.0405
72.2,0.0331,1.3155,1.1085,0.0405
72.4,0.03315,1.308,1.11,0.039
72.601,0.033,1.3005,1.1115,0.039
72.8,0.0332,1.293,1.1145,0.039
73,0.0332,1.2855,1.116,0.039
73.2,0.03315,1.278,1.119,0.039
73.4,0.03325,1.2705,1.1205,0.0375
73.6,0.0332,1.263,1.122,0.0375
73.8,0.03325,1.257,1.125,0.0375
74,0.0332,1.2495,1.1265,0.0375
74.2,0.0332,1.242,1.128,0.0375
74.4,0.03325,1.236,1.131,0.036
74.6,0.0333,1.2285,1.1325,0.036
74.8,0.03325,1.221,1.1355,0.036
75,0.0332,1.2135,1.137,0.036
75.2,0.03325,1.2075,1.14,0.036
75.4,0.03325,1.2,1.1415,0.036
75.6,0.03325,1.194,1.143,0.0345
75.8,0.03325,1.1865,1.1445,0.0345
76,0.0333,1.1805,1.1475,0.0345
76.2,0.03315,1.173,1.149,0.0345
76.4,0.03325,1.167,1.152,0.0345
76.6,0.03325,1.1595,1.1535,0.0345
76.8,0.03315,1.1535,1.155,0.033
77,0.03315,1.146,1.155,0.033
77.2,0.0332,1.14,1.158,0.033
77.4,0.0332,1.134,1.1595,0.033
77.6,0.0332,1.128,1.161,0.033
77.8,0.03315,1.1205,1.164,0.033
78,0.03315,1.1145,1.1655,0.033
78.2,0.03315,1.1085,1.1685,0.0315
78.4,0.03315,1.1025,1.17,0.033
78.6,0.03315,1.0965,1.1715,0.0315
78.8,0.03315,1.089,1.173,0.0315
79,0.03315,1.083,1.176,0.0315
79.2,0.0332,1.077,1.1775,0.0315
79.4,0.0332,1.071,1.1805,0.0315
79.6,0.03315,1.065,1.182,0.03
79.8,0.03315,1.059,1.1835,0.03
80,0.03315,1.053,1.1865,0.03
80.2,0.03315,1.047,1.188,0.03
80.4,0.0332,1.041,1.188,0.03
80.6,0.03315,1.035,1.191,0.03
80.8,0.03315,1.029,1.1925,0.03
81,0.0331,1.0245,1.194,0.03
81.2,0.03305,1.0185,1.1955,0.0285
81.4,0.03315,1.0125,1.1985,0.0285
81.6,0.03315,1.0065,1.2,0.0285
81.8,0.03315,1.002,1.2015,0.0285
82,0.03305,0.996,1.203,0.0285
82.2,0.033,0.99,1.2045,0.0285
82.4,0.03305,0.984,1.2075,0.0285
82.6,0.0331,0.9795,1.209,0.0285
82.8,0.03305,0.9735,1.2105,0.0285
83,0.0331,0.9675,1.212,0.027
83.2,0.03315,0.963,1.215,0.027
83.4,0.03305,0.957,1.2165,0.027
83.6,0.03315,0.9525,1.218,0.027
83.8,0.03315,0.9465,1.221,0.027
84,0.03305,0.942,1.2225,0.027
84.2,0.0331,0.936,1.2255,0.027
84.4,0.0332,0.9315,1.2255,0.027
84.6,0.0332,0.9255,1.2285,0.027
84.8,0.0332,0.921,1.23,0.027
85,0.03325,0.9165,1.233,0.027
85.2,0.0332,0.912,1.2345,0.0255
85.4,0.0331,0.906,1.236,0.0255
85.6,0.03315,0.9015,1.2375,0.0255
85.8,0.0332,0.897,1.2405,0.0255
86,0.03325,0.891,1.242,0.0255
86.2,0.03325,0.8865,1.2435,0.0255
86.4,0.03325,0.882,1.245,0.0255
86.602,0.03315,0.8775,1.2465,0.024
86.8,0.0332,0.8715,1.248,0.024
87,0.0333,0.867,1.251,0.024
87.2,0.0333,0.8625,1.2525,0.024
87.4,0.0333,0.858,1.254,0.024
87.6,0.03325,0.8535,1.257,0.024
87.8,0.0333,0.849,1.2585,0.024
88.001,0.03325,0.8445,1.26,0.024
88.2,0.03325,0.84,1.2615,0.024
88.4,0.03325,0.8355,1.2645,0.024
88.6,0.0332,0.831,1.266,0.0225
88.8,0.0333,0.8265,1.2675,0.024
89,0.0332,0.822,1.2705,0.024
89.2,0.03315,0.819,1.272,0.0225
89.4,0.0332,0.8145,1.2735,0.024
89.6,0.03315,0.81,1.275,0.0225
89.799,0.0332,0.8055,1.278,0.0225
90,0.03315,0.8025,1.2795,0.0225
90.2,0.0332,0.798,1.281,0.0225
90.4,0.03315,0.7935,1.284,0.0225
90.6,0.03315,0.789,1.2855,0.0225
90.8,0.03315,0.786,1.287,0.0225
91,0.03315,0.7815,1.29,0.0225
91.2,0.03315,0.777,1.29,0.0225
91.4,0.03315,0.774,1.293,0.021
91.6,0.03315,0.7695,1.2945,0.021
91.8,0.03315,0.7665,1.296,0.021
92,0.03315,0.762,1.2975,0.021
92.2,0.03315,0.759,1.3005,0.021
92.4,0.0332,0.7545,1.302,0.021
92.6,0.03315,0.7515,1.3035,0.021
92.799,0.03315,0.747,1.305,0.021
93,0.03315,0.744,1.308,0.021
93.2,0.03315,0.7395,1.3095,0.021
93.4,0.03315,0.7365,1.311,0.021
93.6,0.03315,0.732,1.314,0.021
93.8,0.0332,0.729,1.3155,0.0195
94,0.03315,0.7245,1.317,0.0195
94.2,0.0331,0.7215,1.3185,0.0195
94.399,0.03305,0.7185,1.32,0.0195
94.6,0.033,0.7155,1.3215,0.0195
94.8,0.033,0.711,1.3245,0.0195
95,0.033,0.708,1.326,0.0195
95.2,0.033,0.705,1.3275,0.0195
95.4,0.03305,0.7005,1.3305,0.0195
95.6,0.03305,0.6975,1.332,0.0195
95.799,0.03305,0.6945,1.3335,0.0195
96,0.03305,0.6915,1.335,0.0195
96.2,0.0331,0.6885,1.338,0.0195
96.401,0.033,0.684,1.338,0.0195
96.6,0.03315,0.681,1.341,0.018
96.8,0.03315,0.678,1.3425,0.018
97,0.03305,0.675,1.344,0.018
97.199,0.0332,0.672,1.3455,0.018
97.4,0.0332,0.669,1.347,0.018
97.6,0.0331,0.666,1.3485,0.018
97.8,0.0332,0.663,1.35,0.018
98,0.0332,0.6585,1.3515,0.018
98.2,0.0332,0.6555,1.3545,0.018
98.4,0.0332,0.6525,1.3545,0.018
98.6,0.0332,0.6495,1.3575,0.018
98.8,0.03325,0.6465,1.359,0.018
99,0.03325,0.6435,1.3605,0.018
99.2,0.03325,0.6405,1.362,0.0165
99.4,0.0333,0.6375,1.3635,0.018
99.6,0.0333,0.6345,1.365,0.0165
99.799,0.0333,0.6315,1.368,0.0165
100,0.0333,0.6285,1.3695,0.0165
100.2,0.03325,0.6255,1.371,0.0165
100.4,0.03325,0.624,1.3725,0.0165
100.6,0.03325,0.621,1.374,0.0165
100.8,0.0333,0.618,1.3755,0.0165
100.999,0.0333,0.615,1.377,0.0165
101.2,0.03325,0.612,1.38,0.0165
101.399,0.03325,0.609,1.38,0.0165
101.6,0.0332,0.606,1.383,0.0165
101.8,0.0332,0.6045,1.3845,0.0165
102,0.0332,0.6015,1.386,0.0165
102.2,0.0333,0.5985,1.3875,0.0165
102.4,0.0332,0.5955,1.389,0.0165
102.6,0.0332,0.5925,1.3905,0.0165
102.8,0.0332,0.5895,1.392,0.0165
103,0.0332,0.588,1.3935,0.0165
103.2,0.03325,0.585,1.3965,0.0165
103.4,0.0332,0.582,1.3965,0.015
103.6,0.03315,0.5805,1.398,0.015
103.8,0.0332,0.5775,1.3995,0.015
104,0.03315,0.5745,1.4025,0.015
104.2,0.0332,0.5715,1.404,0.015
104.4,0.0332,0.57,1.4055,0.015
104.6,0.0332,0.567,1.407,0.015
104.8,0.0332,0.564,1.4085,0.015
105.001,0.0332,0.5625,1.41,0.015
105.2,0.0332,0.5595,1.4115,0.015
105.4,0.0332,0.5565,1.413,0.015
105.599,0.0332,0.5535,1.416,0.015
105.8,0.03315,0.552,1.4175,0.015
106.001,0.0332,0.549,1.419,0.015
106.199,0.0332,0.5475,1.4205,0.015
106.4,0.0332,0.5445,1.422,0.015
106.6,0.0332,0.5415,1.4235,0.015
106.8,0.0332,0.54,1.4265,0.015
107,0.0332,0.537,1.4265,0.015
107.2,0.03315,0.534,1.4295,0.0135
107.4,0.03325,0.5325,1.431,0.015
107.6,0.0332,0.5295,1.4325,0.015
107.8,0.0332,0.528,1.434,0.0135
108,0.0332,0.525,1.4355,0.0135
108.2,0.0332,0.5235,1.437,0.0135
108.4,0.0332,0.522,1.4385,0.0135
108.6,0.0332,0.519,1.44,0.0135
108.8,0.0332,0.5175,1.4415,0.0135
109,0.0332,0.5145,1.4445,0.0135
109.2,0.0332,0.513,1.4445,0.0135
109.4,0.0332,0.51,1.446,0.0135
109.599,0.03315,0.5085,1.4475,0.0135
109.8,0.03315,0.5055,1.449,0.0135
110,0.0331,0.504,1.4505,0.0135
110.2,0.03305,0.501,1.452,0.0135
110.4,0.03305,0.4995,1.455,0.0135
110.599,0.033,0.4965,1.4565,0.0135
110.8,0.033,0.495,1.458,0.0135
111,0.033,0.4935,1.4595,0.0135
111.2,0.03305,0.4905,1.461,0.0135
111.4,0.03315,0.489,1.4625,0.0135
111.6,0.03315,0.486,1.464,0.0135
111.8,0.0331,0.4845,1.4655,0.0135
111.999,0.0331,0.483,1.467,0.0135
112.199,0.0331,0.48,1.4685,0.0135
112.401,0.033,0.4785,1.4715,0.0135
112.6,0.0331,0.477,1.4715,0.0135
112.8,0.0331,0.474,1.4745,0.012
113,0.03315,0.4725,1.476,0.0135
113.2,0.03315,0.471,1.4775,0.012
113.399,0.03315,0.468,1.479,0.012
113.601,0.0331,0.4665,1.4805,0.012
113.8,0.0332,0.465,1.482,0.012
114.004,0.0332,0.4635,1.4865,0.012
114.2,0.0332,0.4605,1.4865,0.012
114.401,0.03315,0.459,1.488,0.012
114.6,0.03315,0.4575,1.4895,0.012
114.8,0.0332,0.456,1.4895,0.012
115,0.0332,0.453,1.4925,0.012
115.2,0.0332,0.4515,1.4955,0.012
115.399,0.0332,0.45,1.4955,0.012
115.6,0.03325,0.447,1.497,0.012
115.8,0.03325,0.4455,1.4985,0.012
115.999,0.0333,0.444,1.5015,0.012
116.2,0.0332,0.4425,1.5015,0.012
116.4,0.0333,0.441,1.5045,0.012
116.6,0.03325,0.438,1.506,0.012
116.8,0.03325,0.4365,1.5075,0.012
116.999,0.0333,0.435,1.509,0.012
117.2,0.03325,0.4335,1.5105,0.012
117.4,0.03325,0.432,1.512,0.012
117.6,0.0333,0.4305,1.5135,0.012
117.801,0.0332,0.429,1.515,0.012
118,0.0333,0.426,1.5165,0.012
118.201,0.0333,0.4245,1.518,0.012
118.4,0.03325,0.423,1.521,0.012
118.6,0.03325,0.4215,1.5225,0.012
118.8,0.0333,0.42,1.524,0.012
119,0.0333,0.4185,1.5255,0.012
119.2,0.0332,0.417,1.527,0.012
119.4,0.0332,0.414,1.53,0.012
119.6,0.0333,0.414,1.53,0.012
119.8,0.0332,0.411,1.533,0.012
120,0.03315,0.4095,1.5345,0.012
120.2,0.0332,0.408,1.536,0.0105
120.4,0.0332,0.4065,1.5375,0.0105
120.6,0.03315,0.405,1.539,0.0105
120.8,0.0332,0.4035,1.5405,0.0105
121,0.03315,0.402,1.542,0.0105
121.2,0.0332,0.4005,1.545,0.0105
121.4,0.0332,0.399,1.545,0.0105
121.601,0.0332,0.3975,1.5465,0.0105
121.799,0.03315,0.396,1.548,0.0105
121.999,0.03315,0.3945,1.5525,0.0105
122.2,0.03315,0.393,1.5525,0.0105
122.4,0.0332,0.3915,1.554,0.0105
122.599,0.03315,0.39,1.5555,0.0105
122.8,0.0332,0.3885,1.557,0.0105
123,0.03315,0.387,1.56,0.0105
123.2,0.03315,0.3855,1.56,0.0105
123.4,0.03315,0.384,1.563,0.0105
123.601,0.0332,0.3825,1.563,0.0105
123.8,0.03315,0.381,1.566,0.0105
124,0.0332,0.3795,1.5675,0.0105
124.2,0.03315,0.378,1.569,0.0105
124.4,0.0332,0.3765,1.5705,0.0105
124.6,0.0332,0.375,1.572,0.0105
124.8,0.0332,0.3735,1.575,0.0105
124.999,0.0332,0.372,1.5765,0.0105
125.2,0.0332,0.3705,1.578,0.0105
125.399,0.0332,0.369,1.5795,0.0105
125.6,0.0332,0.3675,1.5795,0.0105
