Time t / s,Current I_A1 / A,Voltage U_B1 / V,Voltage U_B2 / V,Voltage U_A2 / V
8.1,0.01675,1.35,0.0705,0.6705
8.2,0.0168,1.35,0.0705,0.672
8.301,0.01665,1.35,0.0705,0.6735
8.401,0.01675,1.35,0.0705,0.6735
8.5,0.01675,1.35,0.0705,0.675
8.6,0.01675,1.35,0.0705,0.6765
8.701,0.01665,1.35,0.0705,0.678
8.8,0.0167,1.35,0.0705,0.678
8.9,0.01675,1.35,0.069,0.6795
9,0.01675,1.35,0.069,0.681
9.101,0.0166,1.35,0.069,0.6825
9.2,0.0167,1.35,0.069,0.684
9.3,0.0167,1.3485,0.069,0.684
9.401,0.0166,1.3485,0.069,0.687
9.501,0.0167,1.3485,0.069,0.687
9.6,0.01665,1.3485,0.069,0.6885
9.7,0.0167,1.3485,0.069,0.69
9.801,0.0166,1.3485,0.069,0.6915
9.901,0.0167,1.3485,0.069,0.6915
10,0.01655,1.3485,0.069,0.6945
10.1,0.0166,1.347,0.069,0.696
10.201,0.01655,1.347,0.069,0.696
10.3,0.0167,1.347,0.069,0.696
10.4,0.0166,1.347,0.069,0.699
10.5,0.01665,1.347,0.069,0.699
10.601,0.0166,1.347,0.0675,0.702
10.7,0.01665,1.3455,0.0675,0.702
10.8,0.01665,1.3455,0.0675,0.7035
10.901,0.01665,1.3455,0.0675,0.705
11.001,0.01665,1.3455,0.0675,0.7065
11.1,0.01665,1.3455,0.0675,0.7065
11.2,0.0167,1.344,0.0675,0.708
11.301,0.0167,1.344,0.0675,0.7095
11.401,0.0167,1.344,0.0675,0.711
11.5,0.01675,1.344,0.0675,0.7125
11.6,0.0166,1.344,0.0675,0.7125
11.701,0.01675,1.3425,0.0675,0.714
11.8,0.0166,1.3425,0.0675,0.7155
11.9,0.01665,1.3425,0.0675,0.7155
12,0.01675,1.341,0.066,0.7185
12.101,0.01675,1.341,0.066,0.7185
12.2,0.0166,1.341,0.066,0.72
12.3,0.0166,1.3395,0.066,0.7215
12.401,0.01675,1.3395,0.066,0.723
12.501,0.01675,1.3395,0.066,0.723
12.6,0.01655,1.338,0.066,0.7245
12.7,0.0166,1.338,0.066,0.726
12.801,0.0168,1.338,0.066,0.7275
12.9,0.0166,1.3365,0.066,0.7275
13,0.0166,1.3365,0.066,0.729
13.1,0.0166,1.335,0.066,0.7305
13.201,0.0168,1.335,0.0645,0.732
13.3,0.0166,1.335,0.066,0.732
13.401,0.01675,1.3335,0.0645,0.735
13.5,0.01665,1.3335,0.0645,0.735
13.601,0.01675,1.332,0.0645,0.7365
13.7,0.01665,1.332,0.0645,0.738
13.8,0.0167,1.332,0.0645,0.738
13.901,0.01675,1.3305,0.0645,0.741
14.001,0.01675,1.3305,0.0645,0.7425
14.1,0.0167,1.329,0.0645,0.7425
14.201,0.01675,1.329,0.0645,0.7455
14.301,0.01675,1.3275,0.0645,0.7455
14.4,0.01675,1.3275,0.0645,0.7455
14.5,0.01675,1.326,0.0645,0.747
14.6,0.0167,1.326,0.063,0.7485
14.701,0.01675,1.3245,0.063,0.7515
14.8,0.01675,1.3245,0.063,0.7515
14.9,0.01675,1.323,0.063,0.7515
15,0.01675,1.323,0.063,0.753
15.101,0.0168,1.3215,0.063,0.756
15.2,0.01675,1.32,0.063,0.7545
15.3,0.01675,1.32,0.063,0.756
15.401,0.01675,1.3185,0.063,0.759
15.501,0.01675,1.3185,0.063,0.759
15.6,0.01675,1.317,0.063,0.7605
15.7,0.01675,1.3155,0.063,0.762
15.801,0.01675,1.3155,0.0615,0.7635
15.899,0.0166,1.314,0.0615,0.7635
16,0.01675,1.314,0.0615,0.765
16.101,0.01675,1.3125,0.0615,0.7665
16.201,0.01675,1.311,0.0615,0.768
16.3,0.01675,1.311,0.0615,0.7695
16.4,0.01675,1.3095,0.0615,0.7695
16.5,0.01675,1.308,0.0615,0.771
16.601,0.01675,1.308,0.0615,0.771
16.7,0.01675,1.3065,0.0615,0.7725
16.8,0.01675,1.305,0.06,0.774
16.901,0.01675,1.305,0.06,0.7755
17.001,0.01675,1.3035,0.06,0.7785
17.1,0.01675,1.3035,0.06,0.777
17.201,0.01675,1.302,0.06,0.7785
17.301,0.01675,1.3005,0.06,0.78
17.4,0.01675,1.3005,0.06,0.78
17.5,0.01675,1.299,0.06,0.7815
17.6,0.0168,1.2975,0.06,0.783
17.701,0.01675,1.296,0.06,0.786
17.8,0.01675,1.296,0.06,0.786
17.9,0.01675,1.2945,0.0585,0.7875
18.001,0.01675,1.293,0.0585,0.7875
18.101,0.01675,1.2915,0.0585,0.789
18.2,0.01675,1.2915,0.0585,0.7905
18.3,0.0168,1.29,0.0585,0.792
18.401,0.01675,1.2885,0.0585,0.792
18.501,0.0168,1.287,0.0585,0.7935
18.6,0.01675,1.2855,0.0585,0.795
18.7,0.0168,1.284,0.0585,0.7965
18.801,0.01675,1.284,0.0585,0.798
18.9,0.01675,1.2825,0.057,0.798
19,0.0168,1.281,0.057,0.7995
19.101,0.01675,1.2795,0.057,0.801
19.201,0.0168,1.278,0.057,0.8025
19.3,0.01675,1.2765,0.057,0.804
19.4,0.01675,1.275,0.057,0.804
19.501,0.01675,1.2735,0.057,0.8055
19.601,0.01675,1.2735,0.057,0.807
19.7,0.01675,1.272,0.057,0.807
19.8,0.01675,1.2705,0.057,0.8085
19.901,0.01675,1.269,0.057,0.81
20,0.0168,1.2675,0.0555,0.8115
20.1,0.0168,1.266,0.0555,0.813
20.201,0.01675,1.2645,0.0555,0.8145
20.301,0.01675,1.263,0.0555,0.816
20.4,0.01675,1.2615,0.0555,0.8145
20.5,0.01675,1.26,0.0555,0.816
20.601,0.0168,1.2585,0.0555,0.819
20.701,0.01675,1.257,0.0555,0.819
20.8,0.01675,1.2555,0.0555,0.819
20.901,0.01675,1.254,0.0555,0.822
21.001,0.01675,1.2525,0.054,0.8235
21.101,0.01675,1.251,0.054,0.8235
21.2,0.01675,1.2495,0.054,0.825
21.301,0.01675,1.248,0.054,0.8265
21.401,0.01675,1.2465,0.054,0.828
21.501,0.0168,1.245,0.054,0.828
21.6,0.01675,1.2435,0.054,0.8295
21.7,0.0168,1.242,0.054,0.831
21.801,0.01675,1.2405,0.054,0.8325
21.9,0.0168,1.239,0.0525,0.834
22,0.01675,1.2375,0.0525,0.834
22.101,0.0168,1.2345,0.0525,0.837
22.201,0.0168,1.233,0.0525,0.837
22.3,0.0168,1.2315,0.0525,0.837
22.4,0.01675,1.23,0.0525,0.8385
22.501,0.0168,1.2285,0.0525,0.84
22.601,0.01675,1.227,0.0525,0.84
22.7,0.0168,1.2255,0.0525,0.8415
22.8,0.01675,1.224,0.051,0.843
22.901,0.01685,1.2225,0.051,0.846
23,0.01675,1.2195,0.051,0.846
23.1,0.01675,1.218,0.051,0.846
23.2,0.0168,1.2165,0.051,0.8475
23.303,0.0168,1.215,0.051,0.8505
23.4,0.0168,1.2135,0.051,0.8505
23.5,0.01685,1.2105,0.051,0.852
23.6,0.01675,1.209,0.051,0.852
23.701,0.01685,1.2075,0.0495,0.8535
23.8,0.0168,1.206,0.0495,0.855
23.9,0.0168,1.2045,0.0495,0.8565
24.001,0.0169,1.2015,0.0495,0.858
24.101,0.01675,1.2,0.0495,0.858
24.2,0.0168,1.1985,0.0495,0.8595
24.3,0.01675,1.197,0.0495,0.861
24.401,0.0169,1.1955,0.0495,0.8625
24.5,0.01675,1.1925,0.0495,0.8625
24.6,0.0168,1.191,0.0495,0.864
24.7,0.01685,1.1895,0.0495,0.864
24.801,0.0169,1.188,0.048,0.867
24.9,0.0168,1.185,0.048,0.867
25,0.0168,1.1835,0.048,0.8685
25.1,0.0168,1.182,0.048,0.87
25.201,0.0168,1.179,0.048,0.87
25.3,0.01685,1.1775,0.048,0.8715
25.4,0.01685,1.176,0.048,0.873
25.501,0.01685,1.173,0.048,0.8745
25.601,0.01685,1.1715,0.048,0.8745
25.7,0.01685,1.17,0.048,0.876
25.8,0.0169,1.167,0.048,0.8775
25.901,0.01685,1.1655,0.0465,0.879
26,0.01685,1.164,0.0465,0.879
26.1,0.0169,1.161,0.0465,0.8805
26.2,0.01685,1.1595,0.0465,0.882
26.301,0.01685,1.158,0.0465,0.882
26.4,0.0169,1.155,0.0465,0.8835
26.5,0.0169,1.1535,0.0465,0.885
26.601,0.01685,1.152,0.0465,0.8865
26.701,0.0169,1.149,0.0465,0.8865
26.8,0.0169,1.1475,0.045,0.888
26.9,0.0169,1.146,0.045,0.8895
27.001,0.01685,1.143,0.045,0.891
27.1,0.0169,1.14,0.045,0.891
27.2,0.01685,1.1385,0.045,0.8925
27.3,0.0169,1.137,0.045,0.894
27.401,0.01685,1.134,0.045,0.8955
27.5,0.0169,1.1325,0.045,0.8955
27.6,0.0169,1.1295,0.0435,0.897
27.7,0.01685,1.128,0.0435,0.8985
27.801,0.01685,1.1265,0.0435,0.9
27.901,0.0168,1.1235,0.0435,0.9
28,0.0169,1.122,0.0435,0.9015
28.101,0.0168,1.119,0.0435,0.903
28.201,0.01685,1.1175,0.0435,0.903
28.3,0.01685,1.1145,0.0435,0.9045
28.4,0.01685,1.113,0.0435,0.906
28.501,0.0168,1.11,0.0435,0.9075
28.601,0.01685,1.1085,0.042,0.9075
28.7,0.01685,1.1055,0.042,0.909
28.8,0.01685,1.104,0.042,0.9105
28.901,0.01675,1.1025,0.042,0.912
29,0.01685,1.0995,0.042,0.912
29.1,0.01685,1.098,0.042,0.9135
29.201,0.0168,1.095,0.042,0.915
29.301,0.0168,1.0935,0.042,0.9165
29.4,0.01685,1.0905,0.042,0.9165
29.5,0.01685,1.089,0.042,0.918
29.6,0.01685,1.086,0.042,0.918
29.701,0.01675,1.0845,0.0405,0.9195
29.8,0.01675,1.0815,0.0405,0.921
29.9,0.0168,1.08,0.0405,0.9225
30.005,0.01675,1.077,0.0405,0.921
30.1,0.01685,1.0755,0.0405,0.924
30.2,0.0168,1.0725,0.0405,0.9255
30.3,0.0168,1.071,0.0405,0.927
30.401,0.01675,1.068,0.0405,0.9285
30.5,0.01685,1.0665,0.0405,0.9285
30.6,0.0168,1.0635,0.039,0.93
30.701,0.0168,1.0605,0.039,0.9315
30.801,0.01675,1.059,0.039,0.933
30.9,0.0168,1.0575,0.039,0.933
31,0.01685,1.0545,0.039,0.9345
31.101,0.01675,1.053,0.039,0.936
31.201,0.01675,1.05,0.039,0.9375
31.3,0.0168,1.047,0.039,0.9375
31.4,0.0168,1.0455,0.039,0.939
31.501,0.01675,1.0425,0.039,0.9405
31.6,0.0168,1.041,0.0375,0.9405
31.7,0.0168,1.038,0.0375,0.942
31.8,0.0168,1.0365,0.0375,0.9435
31.901,0.0167,1.0335,0.0375,0.945
32,0.0168,1.032,0.0375,0.945
32.1,0.0168,1.029,0.0375,0.9465
32.2,0.0168,1.026,0.0375,0.948
32.301,0.01675,1.0245,0.0375,0.9495
32.4,0.0167,1.0215,0.0375,0.9495
32.5,0.0167,1.02,0.036,0.951
32.601,0.0167,1.017,0.036,0.9525
32.701,0.0167,1.0155,0.0375,0.9495
32.8,0.0168,1.0125,0.036,0.9555
32.9,0.0168,1.0095,0.036,0.9555
33.001,0.01665,1.008,0.036,0.9525
33.1,0.0168,1.005,0.036,0.957
33.2,0.0168,1.0035,0.036,0.9585
33.301,0.01665,1.0005,0.036,0.9585
33.401,0.0167,0.999,0.036,0.96
33.5,0.0168,0.996,0.036,0.9615
33.6,0.0168,0.9945,0.036,0.963
33.701,0.01665,0.9915,0.036,0.9645
33.801,0.01665,0.99,0.0345,0.96
33.9,0.0168,0.987,0.0345,0.966
34.001,0.01665,0.984,0.0345,0.9675
34.101,0.01665,0.9825,0.0345,0.969
34.2,0.01675,0.9795,0.0345,0.969
34.3,0.01675,0.978,0.0345,0.9705
34.401,0.01665,0.975,0.0345,0.972
34.501,0.0167,0.972,0.0345,0.9705
34.601,0.0166,0.9705,0.033,0.9735
34.701,0.0166,0.9675,0.0345,0.975
34.8,0.01675,0.966,0.033,0.9765
34.901,0.01665,0.963,0.033,0.9765
35,0.01675,0.9615,0.033,0.978
35.1,0.0167,0.9585,0.033,0.9795
35.2,0.01675,0.957,0.033,0.981
35.301,0.0166,0.954,0.033,0.981
35.4,0.0167,0.9525,0.033,0.9825
35.5,0.0167,0.9495,0.033,0.984
35.601,0.0166,0.948,0.033,0.984
35.701,0.0167,0.945,0.033,0.9855
35.8,0.0167,0.942,0.033,0.987
35.9,0.0167,0.9405,0.0315,0.9885
36.001,0.0166,0.9375,0.0315,0.9885
36.1,0.0167,0.936,0.0315,0.99
36.2,0.0167,0.933,0.0315,0.9915
36.3,0.01665,0.93,0.0315,0.993
36.401,0.01665,0.9285,0.0315,0.993
36.5,0.01665,0.9255,0.0315,0.9945
36.6,0.01665,0.924,0.0315,0.996
36.701,0.01665,0.921,0.0315,0.996
36.801,0.01665,0.918,0.0315,0.9975
36.9,0.01665,0.9165,0.0315,0.999
37,0.01665,0.9135,0.03,0.999
37.101,0.01665,0.912,0.0315,0.999
37.2,0.01665,0.9105,0.03,1.002
37.3,0.01665,0.9075,0.03,1.0035
37.4,0.01665,0.9045,0.03,1.0035
37.501,0.0167,0.903,0.03,1.005
37.6,0.01665,0.9,0.03,1.0065
37.7,0.01665,0.8985,0.03,1.0065
37.8,0.01665,0.8955,0.03,1.008
37.901,0.01665,0.894,0.03,1.0095
38,0.01665,0.891,0.03,1.0095
38.1,0.01665,0.888,0.03,1.011
38.201,0.01675,0.8865,0.0285,1.011
38.301,0.01665,0.8835,0.0285,1.0125
38.4,0.01665,0.882,0.0285,1.0125
38.5,0.01665,0.879,0.0285,1.0155
38.601,0.0168,0.8775,0.0285,1.0155
38.7,0.01665,0.8745,0.0285,1.017
38.8,0.0166,0.873,0.0285,1.0185
38.9,0.0166,0.87,0.0285,1.02
39.001,0.01675,0.867,0.0285,1.02
39.1,0.0166,0.8655,0.0285,1.0215
39.2,0.0166,0.8625,0.0285,1.023
39.3,0.0166,0.861,0.0285,1.023
39.401,0.01675,0.858,0.0285,1.0245
39.5,0.0166,0.8565,0.027,1.026
39.6,0.0166,0.8535,0.027,1.026
39.701,0.01675,0.852,0.027,1.0275
39.801,0.0166,0.849,0.027,1.029
39.9,0.0166,0.8475,0.027,1.029
40,0.0166,0.8445,0.027,1.0305
40.101,0.01675,0.8415,0.027,1.032
40.2,0.0166,0.84,0.027,1.0335
40.3,0.0166,0.837,0.027,1.0335
40.4,0.0166,0.8355,0.027,1.035
40.501,0.0168,0.8325,0.027,1.035
40.6,0.0166,0.831,0.027,1.0365
40.7,0.01665,0.828,0.027,1.038
40.8,0.01665,0.825,0.0255,1.0395
40.901,0.01665,0.8235,0.027,1.041
41,0.01665,0.822,0.0255,1.041
41.1,0.01665,0.819,0.0255,1.0425
41.201,0.01675,0.8175,0.0255,1.0425
41.301,0.01665,0.8145,0.0255,1.044
41.4,0.0167,0.813,0.0255,1.0455
41.5,0.01665,0.81,0.0255,1.047
41.601,0.0168,0.8085,0.0255,1.047
41.7,0.0167,0.8055,0.0255,1.0485
41.8,0.0167,0.804,0.0255,1.05
41.9,0.01665,0.801,0.0255,1.0515
42.001,0.01675,0.7995,0.0255,1.0515
42.1,0.0167,0.7965,0.024,1.053
42.2,0.0167,0.795,0.0255,1.0545
42.301,0.01675,0.792,0.024,1.0545
42.401,0.0168,0.7905,0.0255,1.0545
42.5,0.0167,0.7875,0.024,1.056
42.6,0.0167,0.786,0.024,1.0575
42.701,0.0168,0.783,0.024,1.0575
42.801,0.0168,0.7815,0.024,1.059
42.9,0.01675,0.7785,0.024,1.0605
43,0.0167,0.777,0.024,1.062
43.101,0.01675,0.774,0.024,1.062
43.2,0.01675,0.7725,0.024,1.0635
43.3,0.01675,0.771,0.024,1.065
43.4,0.01675,0.768,0.024,1.0665
43.501,0.01675,0.7665,0.024,1.0665
43.6,0.01675,0.7635,0.024,1.068
43.7,0.01675,0.762,0.0225,1.0695
43.801,0.0168,0.7605,0.024,1.0695
43.901,0.01675,0.7575,0.024,1.071
44,0.01675,0.756,0.0225,1.0725
44.1,0.01675,0.753,0.0225,1.074
44.201,0.01675,0.7515,0.0225,1.074
44.301,0.01675,0.7485,0.0225,1.0755
44.4,0.01675,0.747,0.0225,1.077
44.5,0.0168,0.7455,0.0225,1.0785
44.601,0.0168,0.7425,0.0225,1.077
44.7,0.01675,0.741,0.0225,1.08
44.8,0.01675,0.738,0.0225,1.08
44.9,0.0168,0.7365,0.0225,1.0815
45.001,0.0168,0.735,0.0225,1.0815
45.1,0.01675,0.732,0.0225,1.083
45.2,0.01675,0.7305,0.0225,1.0845
45.301,0.0168,0.7275,0.0225,1.0845
45.401,0.0168,0.726,0.0225,1.086
45.5,0.01675,0.723,0.021,1.0875
45.6,0.01675,0.7215,0.021,1.089
45.701,0.0168,0.72,0.021,1.089
45.8,0.01675,0.7185,0.021,1.0905
45.9,0.0168,0.717,0.021,1.092
46,0.01675,0.714,0.021,1.0935
46.101,0.0168,0.7125,0.021,1.0935
46.2,0.01675,0.7095,0.021,1.095
46.3,0.01675,0.708,0.021,1.0965
46.4,0.01675,0.7065,0.021,1.0965
46.501,0.01675,0.7035,0.021,1.0965
46.6,0.0168,0.702,0.021,1.0995
46.7,0.01675,0.7005,0.021,1.0995
46.801,0.01675,0.6975,0.021,1.0995
46.901,0.01675,0.696,0.021,1.101
47,0.01675,0.6945,0.021,1.1025
47.1,0.01675,0.6915,0.021,1.104
47.201,0.01675,0.69,0.021,1.104
47.3,0.0168,0.6885,0.021,1.1055
47.4,0.01675,0.6855,0.0195,1.107
47.5,0.0168,0.684,0.0195,1.107
47.601,0.0168,0.6825,0.0195,1.1085
47.7,0.0168,0.6795,0.0195,1.11
47.8,0.0168,0.678,0.0195,1.11
47.9,0.0168,0.6765,0.0195,1.1115
48.001,0.01675,0.675,0.0195,1.1115
48.1,0.01675,0.6735,0.0195,1.1115
48.2,0.01675,0.672,0.0195,1.1145
48.301,0.01675,0.669,0.0195,1.1145
48.401,0.01675,0.6675,0.0195,1.1175
48.5,0.01675,0.666,0.0195,1.1175
48.6,0.01675,0.663,0.0195,1.119
48.701,0.01675,0.6615,0.0195,1.119
48.8,0.0168,0.66,0.018,1.1205
48.9,0.0168,0.657,0.0195,1.122
49,0.01675,0.6555,0.0195,1.122
49.101,0.0168,0.654,0.0195,1.122
49.2,0.0168,0.6525,0.018,1.125
49.3,0.0168,0.6495,0.018,1.125
49.4,0.01675,0.648,0.018,1.1265
49.501,0.01675,0.6465,0.018,1.1265
49.6,0.01675,0.645,0.018,1.1295
49.7,0.01675,0.6435,0.018,1.128
49.801,0.01675,0.642,0.018,1.1295
49.901,0.0168,0.639,0.018,1.1325
50,0.01675,0.6375,0.018,1.1325
50.1,0.01675,0.636,0.018,1.134
50.201,0.0168,0.6345,0.018,1.134
50.3,0.01675,0.633,0.018,1.1355
50.4,0.01675,0.63,0.018,1.137
50.5,0.01675,0.6285,0.018,1.137
50.601,0.0168,0.627,0.018,1.137
50.7,0.01675,0.6255,0.018,1.14
50.8,0.01675,0.624,0.018,1.14
50.9,0.01675,0.6225,0.018,1.1415
51.001,0.01675,0.621,0.018,1.1415
51.1,0.01675,0.618,0.018,1.1445
51.2,0.01675,0.6165,0.018,1.1445
51.301,0.01675,0.615,0.018,1.1445
51.401,0.01675,0.6135,0.0165,1.146
51.5,0.0167,0.612,0.0165,1.1475
51.6,0.0167,0.6105,0.0165,1.149
51.701,0.0168,0.609,0.0165,1.149
51.8,0.0167,0.606,0.0165,1.1475
51.9,0.01675,0.6045,0.0165,1.1505
52.001,0.01675,0.603,0.0165,1.152
52.101,0.01675,0.6015,0.0165,1.152
52.2,0.0168,0.6,0.0165,1.1535
52.3,0.0167,0.5985,0.0165,1.155
52.4,0.0167,0.597,0.0165,1.1565
52.501,0.0168,0.5955,0.0165,1.1565
52.6,0.0167,0.5925,0.0165,1.158
52.7,0.01665,0.591,0.0165,1.158
52.801,0.01675,0.5895,0.0165,1.1595
52.901,0.0168,0.588,0.0165,1.161
53,0.01665,0.5865,0.0165,1.1625
53.101,0.0168,0.585,0.0165,1.1625
53.201,0.0168,0.5835,0.0165,1.164
53.3,0.0168,0.582,0.0165,1.164
53.4,0.01665,0.5805,0.0165,1.1655
53.501,0.0168,0.579,0.0165,1.167
53.601,0.01675,0.5775,0.0165,1.167
53.7,0.01675,0.576,0.0165,1.1685
53.8,0.0168,0.5745,0.015,1.17
53.9,0.01665,0.5715,0.015,1.1715
54.001,0.0166,0.57,0.015,1.17
54.1,0.0168,0.5685,0.0165,1.173
54.201,0.01675,0.567,0.015,1.1715
54.301,0.0168,0.5655,0.015,1.1745
54.401,0.0168,0.564,0.015,1.176
54.5,0.0168,0.5625,0.015,1.176
54.6,0.0166,0.561,0.015,1.1775
54.701,0.01675,0.5595,0.015,1.1775
54.8,0.0166,0.558,0.015,1.1805
54.9,0.0166,0.5565,0.015,1.1805
55,0.0166,0.555,0.015,1.182
55.101,0.01675,0.5535,0.015,1.182
55.2,0.0166,0.552,0.015,1.1835
55.301,0.01675,0.5505,0.015,1.185
55.401,0.01675,0.549,0.015,1.185
55.506,0.0169,0.5475,0.015,1.182
55.6,0.0168,0.546,0.015,1.1865
55.7,0.0166,0.5445,0.015,1.1895
55.801,0.0168,0.543,0.015,1.1895
55.9,0.01675,0.5415,0.015,1.1895
56,0.0168,0.54,0.015,1.1925
56.1,0.0166,0.5385,0.015,1.1925
56.201,0.01675,0.537,0.015,1.194
56.301,0.01675,0.5355,0.015,1.194
56.4,0.0168,0.534,0.015,1.1955
56.501,0.0168,0.5325,0.015,1.197
56.601,0.01675,0.531,0.0135,1.197
56.7,0.01665,0.5295,0.0135,1.2
56.801,0.01675,0.528,0.0135,1.2
56.901,0.01675,0.5265,0.0135,1.2
57.001,0.0168,0.525,0.0135,1.2
57.1,0.0168,0.5235,0.0135,1.203
57.2,0.01665,0.522,0.0135,1.203
57.301,0.01675,0.5205,0.0135,1.2045
57.4,0.01665,0.519,0.0135,1.206
57.5,0.01665,0.5175,0.0135,1.2075
57.601,0.01675,0.516,0.0135,1.2075
57.701,0.01675,0.5145,0.0135,1.209
57.8,0.01665,0.513,0.0135,1.2105
57.901,0.01675,0.513,0.0135,1.2105
58,0.01665,0.51,0.0135,1.212
58.101,0.0167,0.51,0.0135,1.212
58.2,0.01665,0.5085,0.0135,1.2135
58.3,0.01665,0.507,0.0135,1.215
58.401,0.01675,0.5055,0.0135,1.215
58.5,0.01665,0.504,0.0135,1.2165
58.6,0.01665,0.5025,0.0135,1.218
58.7,0.01665,0.501,0.0135,1.218
58.801,0.0167,0.4995,0.0135,1.2195
58.9,0.01665,0.498,0.0135,1.221
59,0.01665,0.4965,0.0135,1.2225
59.101,0.0167,0.495,0.0135,1.2225
59.201,0.0167,0.4935,0.0135,1.224
59.3,0.01665,0.492,0.0135,1.224
59.4,0.01665,0.4905,0.012,1.2255
59.501,0.0167,0.489,0.0135,1.2255
59.601,0.01665,0.4875,0.012,1.227
59.7,0.01665,0.486,0.012,1.2285
59.8,0.01665,0.486,0.012,1.23
59.901,0.01665,0.4845,0.012,1.23
60.001,0.0167,0.483,0.012,1.2315
60.1,0.01665,0.4815,0.012,1.233
60.2,0.0167,0.48,0.012,1.233
60.301,0.01665,0.4785,0.012,1.2345
60.401,0.01665,0.4785,0.012,1.2345
60.5,0.01665,0.4755,0.012,1.236
60.6,0.0167,0.4755,0.012,1.2375
60.701,0.01665,0.474,0.012,1.2375
60.8,0.0167,0.4725,0.012,1.239
60.9,0.01665,0.471,0.012,1.2405
61.002,0.01675,0.4695,0.012,1.2405
61.101,0.01665,0.468,0.012,1.242
61.204,0.01675,0.468,0.012,1.2405
61.3,0.01665,0.4665,0.012,1.245
61.401,0.0168,0.465,0.012,1.2435
61.501,0.01665,0.4635,0.012,1.245
61.6,0.0167,0.462,0.012,1.2465
61.7,0.0167,0.4605,0.012,1.248
61.801,0.0166,0.459,0.012,1.248
61.9,0.0167,0.459,0.012,1.2495
62,0.0167,0.4575,0.012,1.251
62.1,0.0167,0.456,0.012,1.2525
62.201,0.0168,0.4545,0.012,1.248
62.3,0.0167,0.453,0.012,1.2525
