Time t / s,Magn. flux density B_A1 / mT,Voltage U_B2 / V,Voltage U_B1 / V,Current I_A1 / A
0,-6,0.0024,0.1395,0.002325
0.002,-6,0.00255,0.1395,0.002355
0.004,-6,0.00255,0.141,0.00246
0.006,-6,0.00255,0.141,0.002265
0.008,-6,0.00255,0.1395,0.00222
0.01,-6,0.00255,0.1395,0.002325
0.012,-6,0.0027,0.1395,0.002325
0.014,-6,0.00255,0.1395,0.002415
0.016,-6,0.0027,0.1395,0.00234
0.018,-6,0.00255,0.1395,0.00225
0.02,-6,0.00255,0.1395,0.00234
0.022,-6,0.0024,0.1395,0.002325
0.024,-6,0.0024,0.1395,0.00243
0.026,-6,0.00255,0.1395,0.002325
0.028,-6,0.00255,0.1395,0.00222
0.03,-6,0.00255,0.1395,0.00234
0.032,-6,0.00255,0.1395,0.002325
0.034,-6.5,0.00255,0.141,0.002415
0.036,-6,0.00255,0.1395,0.002295
0.038,-6,0.00255,0.1395,0.00225
0.04,-6,0.00255,0.1395,0.002295
0.042,-6,0.00255,0.1395,0.002325
0.044,-6,0.00255,0.1395,0.0024
0.046,-6,0.00255,0.1395,0.00231
0.048,-6,0.00255,0.1395,0.002265
0.05,-6,0.00255,0.1395,0.00231
0.052,-6,0.00255,0.1395,0.002325
0.054,-6,0.00255,0.1395,0.002385
0.056,-6,0.00255,0.1395,0.00234
0.058,-6,0.00255,0.1395,0.00225
0.06,-6,0.00255,0.1395,0.00231
0.062,-6,0.00255,0.1395,0.00231
0.064,-6,0.0024,0.1395,0.002385
0.066,-6,0.00255,0.141,0.00231
0.068,-6,0.00255,0.1395,0.002235
0.07,-6,0.00255,0.1395,0.002325
0.072,-6,0.00255,0.1395,0.002295
0.074,-6,0.00255,0.1395,0.002445
0.076,-6,0.00255,0.1395,0.002325
0.078,-6,0.00255,0.1395,0.002235
0.08,-6,0.00255,0.1395,0.00234
0.082,-6,0.00255,0.1395,0.00231
0.084,-6,0.00255,0.1395,0.002445
0.086,-6,0.00255,0.1395,0.002295
0.088,-6,0.00255,0.1395,0.00225
0.09,-6,0.00255,0.141,0.00231
0.092,-6,0.00255,0.1395,0.00231
0.094,-6,0.00255,0.1395,0.0024
0.096,-6,0.00255,0.1395,0.00228
0.098,-6,0.00255,0.1395,0.002265
0.1,-6,0.0024,0.1395,0.00234
0.102,-6,0.0024,0.1395,0.00231
0.104,-6,0.00255,0.1395,0.00243
0.106,-6,0.00255,0.141,0.002325
0.108,-6,0.00255,0.1395,0.002235
0.11,-6,0.00255,0.1395,0.00228
0.112,-6,0.00255,0.1395,0.00231
0.114,-5.5,0.00255,0.1395,0.002415
0.116,-6,0.00255,0.1395,0.002295
0.118,-6,0.00255,0.1395,0.00225
0.12,-6,0.00255,0.1395,0.002325
0.122,-6,0.00255,0.1395,0.00234
0.124,-6,0.00255,0.1395,0.002445
0.126,-6,0.00255,0.1395,0.002295
0.128,-6,0.00255,0.1395,0.00225
0.13,-6,0.00255,0.1395,0.00234
0.132,-6,0.00255,0.1395,0.00234
0.134,-6,0.00255,0.1395,0.0024
0.136,-6,0.00255,0.1395,0.002325
0.138,-6,0.00255,0.1395,0.00225
0.14,-6,0.00255,0.1395,0.002325
0.142,-6,0.0024,0.1395,0.00231
0.144,-6,0.00255,0.141,0.002415
0.146,-6,0.00255,0.1395,0.00228
0.148,-6,0.00255,0.1395,0.00228
0.15,-6,0.00255,0.1395,0.002325
0.152,-6,0.00255,0.141,0.00231
0.154,-6,0.00255,0.1395,0.002445
0.156,-6,0.00255,0.1395,0.00234
0.158,-6,0.00255,0.1395,0.00225
0.16,-6,0.00255,0.141,0.00231
0.162,-6,0.0024,0.1395,0.00231
0.164,-6,0.0024,0.1395,0.0024
0.166,-6,0.00255,0.141,0.002325
0.168,-6,0.0024,0.141,0.002295
0.17,-6,0.00255,0.1395,0.00231
0.172,-6,0.0024,0.1395,0.00234
0.174,-6,0.00255,0.1395,0.00243
0.176,-6,0.0024,0.141,0.00231
0.178,-6,0.0024,0.1395,0.00225
0.18,-6,0.0024,0.1395,0.00234
0.182,-6,0.0024,0.1395,0.00234
0.184,-6,0.0024,0.1395,0.00243
0.186,-6,0.00255,0.1395,0.002355
0.188,-6,0.00255,0.1395,0.002295
0.19,-6,0.00255,0.1395,0.00234
0.192,-6,0.00255,0.1395,0.00228
0.194,-6,0.00255,0.1395,0.0024
0.196,-6,0.00255,0.1395,0.002325
0.198,-6,0.00255,0.141,0.002235
0.2,-6,0.00255,0.1395,0.00234
0.202,-6,0.00255,0.1395,0.00234
0.204,-6,0.00255,0.1395,0.0024
0.206,-6,0.00255,0.1395,0.00228
0.208,-6,0.00255,0.1395,0.002235
0.21,-6,0.00255,0.1395,0.00231
0.212,-6,0.00255,0.1395,0.00234
0.214,-6.5,0.00255,0.1395,0.00243
0.216,-6,0.0024,0.1395,0.00231
0.218,-6,0.00255,0.1395,0.00225
0.22,-6,0.00255,0.1395,0.002325
0.222,-6,0.0024,0.1395,0.00234
0.224,-6,0.00255,0.1395,0.00243
0.226,-6,0.00255,0.1395,0.00231
0.228,-6,0.0024,0.1395,0.00225
0.23,-6,0.00255,0.1395,0.00234
0.232,-6,0.00255,0.141,0.002325
0.234,-6,0.00255,0.141,0.002415
0.236,-6,0.00255,0.1395,0.00231
0.238,-6,0.00255,0.1395,0.00225
0.24,-6,0.0024,0.1395,0.002325
0.242,-6.5,0.00255,0.1395,0.002325
0.244,-5.5,0.00255,0.141,0.002415
0.246,-6,0.00255,0.1395,0.002325
0.248,-6,0.00255,0.1395,0.00228
0.25,-6,0.00255,0.1395,0.002295
0.252,-6,0.00255,0.1395,0.002325
0.254,-6,0.0024,0.1395,0.002415
0.256,-6,0.00255,0.141,0.00231
0.258,-6,0.00255,0.1395,0.002265
0.26,-6,0.00255,0.1395,0.00231
0.262,-6,0.00255,0.1395,0.002325
0.264,-6,0.00255,0.1395,0.0024
0.266,-6,0.00255,0.1395,0.00231
0.268,-6,0.00255,0.1395,0.00225
0.27,-6,0.00255,0.1395,0.002325
0.272,-6,0.00255,0.1395,0.002325
0.274,-6,0.00255,0.1395,0.00243
0.276,-6,0.00255,0.1395,0.002325
0.278,-6,0.00255,0.1395,0.002265
0.28,-6,0.00255,0.1395,0.00231
0.282,-6,0.0024,0.1395,0.002325
0.284,-6,0.00255,0.141,0.002415
0.286,-6,0.00255,0.1395,0.002295
0.288,-6,0.0024,0.1395,0.002265
0.29,-6,0.00255,0.1395,0.00231
0.292,-6,0.00255,0.1395,0.002295
0.294,-6,0.00255,0.1395,0.00246
0.296,-6,0.00255,0.141,0.00231
0.298,-6,0.00255,0.1395,0.002235
