Time t / s,Magn. flux density B_A1 / mT,Voltage U_B2 / V,Voltage U_B1 / V,Current I_A1 / A
0,-231,-0.00165,0.14,0.0035
0.01,-231,-0.00225,0.14,0.002
0.02,-231.5,-0.0018,0.14,0.002
0.03,-231,-0.00225,0.14,0.002
0.04,-231,-0.00165,0.145,0.0025
0.05,-231,-0.00225,0.145,0.002
0.06,-231.5,-0.00165,0.14,0.0025
0.07,-231,-0.00225,0.14,0.002
0.08,-231,-0.00165,0.14,0.002
0.09,-231,-0.00225,0.14,0.002
0.1,-231.5,-0.00165,0.14,0.002
0.11,-231.5,-0.00225,0.14,0.002
0.12,-231.5,-0.0018,0.14,0.0025
0.13,-231.5,-0.00225,0.14,0.002
0.14,-231.5,-0.00165,0.14,0.002
0.15,-231.5,-0.0024,0.14,0.0025
0.16,-231.5,-0.00165,0.14,0.002
0.17,-231,-0.00225,0.14,0.002
0.18,-231.5,-0.00165,0.14,0.002
0.19,-231,-0.00225,0.14,0.002
0.2,-231.5,-0.00165,0.14,0.002
0.21,-231.5,-0.00225,0.14,0.002
0.22,-231.5,-0.0018,0.14,0.002
0.23,-231,-0.00225,0.14,0.002
0.24,-231.5,-0.00165,0.14,0.002
0.25,-231,-0.0021,0.145,0.0025
0.26,-231.5,-0.00165,0.14,0.002
0.27,-231,-0.00225,0.14,0.002
0.28,-231.5,-0.00165,0.14,0.0025
0.29,-231.5,-0.0021,0.14,0.002
0.3,-231,-0.00165,0.14,0.002
0.31,-231,-0.00225,0.14,0.0025
0.32,-231,-0.0018,0.14,0.002
0.33,-231,-0.00225,0.14,0.002
0.34,-231,-0.00165,0.14,0.002
0.35,-231.5,-0.00225,0.14,0.002
0.36,-231.5,-0.00165,0.14,0.002
0.37,-231,-0.00225,0.14,0.0025
0.38,-231.5,-0.0018,0.14,0.002
0.39,-231,-0.00225,0.14,0.002
0.4,-231,-0.0018,0.14,0.0025
0.41,-231.5,-0.0021,0.14,0.002
0.42,-231,-0.0018,0.14,0.002
0.43,-231.5,-0.00225,0.14,0.002
0.44,-231,-0.0018,0.14,0.002
0.45,-231.5,-0.00225,0.14,0.0025
0.46,-231,-0.0018,0.14,0.002
0.47,-231,-0.00225,0.14,0.002
0.48,-231.5,-0.0018,0.14,0.002
0.49,-231.5,-0.00225,0.14,0.002
0.5,-231.5,-0.00165,0.14,0.002
0.51,-231,-0.00225,0.14,0.002
0.52,-231,-0.0018,0.14,0.002
0.53,-231.5,-0.00225,0.14,0.002
0.54,-231.5,-0.0018,0.14,0.002
0.55,-231,-0.00225,0.14,0.002
0.56,-231,-0.0018,0.14,0.0025
0.57,-231,-0.00225,0.14,0.002
0.58,-231,-0.00165,0.14,0.002
0.59,-231.5,-0.00225,0.14,0.0025
0.6,-231,-0.0018,0.14,0.002
0.61,-231.5,-0.00225,0.14,0.002
0.62,-231,-0.0018,0.14,0.002
0.63,-231,-0.0021,0.14,0.002
0.64,-231,-0.00165,0.14,0.002
0.65,-231,-0.0021,0.14,0.002
0.66,-231.5,-0.0018,0.14,0.002
0.67,-231,-0.00225,0.14,0.002
0.68,-231.5,-0.0018,0.14,0.0025
0.69,-231,-0.00225,0.14,0.002
0.7,-231,-0.0018,0.14,0.002
0.71,-231,-0.00225,0.14,0.0025
0.72,-231,-0.0018,0.14,0.002
0.73,-231.5,-0.00225,0.14,0.0025
0.74,-231.5,-0.0018,0.14,0.002
0.75,-231,-0.0021,0.14,0.0025
0.76,-231,-0.0018,0.14,0.002
0.77,-231,-0.00225,0.14,0.002
0.78,-231.5,-0.0018,0.14,0.002
0.79,-231,-0.0021,0.14,0.0025
0.8,-231.5,-0.0018,0.14,0.002
0.81,-231.5,-0.00225,0.14,0.0025
0.82,-231.5,-0.00165,0.14,0.002
0.83,-231,-0.0021,0.14,0.0025
0.84,-231,-0.0018,0.14,0.0025
0.85,-231,-0.0021,0.145,0.0025
0.86,-231,-0.00165,0.14,0.002
0.87,-231,-0.0021,0.14,0.002
0.88,-231.5,-0.0018,0.14,0.002
0.89,-231,-0.00225,0.14,0.002
0.9,-231.5,-0.0018,0.14,0.0025
0.91,-231,-0.0021,0.14,0.002
0.92,-231.5,-0.0018,0.145,0.002
0.93,-231,-0.00225,0.14,0.002
0.94,-231,-0.0018,0.14,0.002
0.95,-231,-0.0021,0.14,0.002
0.96,-231.5,-0.00165,0.14,0.002
0.97,-231,-0.00225,0.14,0.002
0.98,-231,-0.0018,0.14,0.002
0.99,-231,-0.00225,0.145,0.002
1,-231.5,-0.0018,0.14,0.002
1.01,-231,-0.0021,0.14,0.002
1.02,-231,-0.0018,0.145,0.0025
1.03,-231,-0.00225,0.14,0.0025
1.04,-231,-0.00165,0.14,0.002
1.05,-231,-0.00225,0.14,0.002
1.06,-231.5,-0.00165,0.14,0.002
1.07,-231,-0.00225,0.14,0.002
1.08,-231.5,-0.0018,0.14,0.002
1.09,-231.5,-0.00225,0.14,0.002
1.1,-231.5,-0.0018,0.14,0.002
1.11,-231,-0.0024,0.14,0.002
1.12,-231,-0.00165,0.14,0.0025
1.13,-231,-0.00225,0.14,0.002
1.14,-231.5,-0.00165,0.14,0.002
1.15,-231,-0.00225,0.14,0.002
1.16,-231,-0.0018,0.14,0.002
1.17,-231,-0.00225,0.14,0.002
1.18,-231,-0.00165,0.14,0.002
1.19,-231.5,-0.00225,0.14,0.002
1.2,-231.5,-0.0015,0.14,0.002
1.21,-231,-0.00225,0.14,0.0025
1.22,-231.5,-0.00165,0.14,0.002
1.23,-231.5,-0.0021,0.14,0.002
1.24,-231.5,-0.00165,0.14,0.002
1.25,-231.5,-0.00225,0.14,0.002
1.26,-231.5,-0.0018,0.14,0.0025
1.27,-231,-0.00225,0.14,0.002
1.28,-231.5,-0.00165,0.14,0.002
1.29,-231.5,-0.0021,0.14,0.002
1.3,-231.5,-0.0018,0.14,0.002
1.31,-231,-0.00225,0.14,0.002
1.32,-231,-0.00165,0.14,0.002
1.33,-231,-0.00225,0.14,0.002
1.34,-231,-0.00165,0.14,0.0025
1.35,-231,-0.00225,0.14,0.002
1.36,-231,-0.00165,0.14,0.0025
1.37,-231,-0.0021,0.14,0.002
1.38,-231.5,-0.00165,0.14,0.002
1.39,-231.5,-0.00225,0.14,0.0025
1.4,-231,-0.0018,0.14,0.0025
1.41,-231,-0.0021,0.14,0.0025
1.42,-231,-0.0018,0.14,0.002
1.43,-231.5,-0.00225,0.14,0.002
1.44,-231.5,-0.00165,0.14,0.0025
1.45,-231,-0.00225,0.14,0.002
1.46,-231.5,-0.0018,0.14,0.002
1.47,-231,-0.00225,0.14,0.002
1.48,-231,-0.0018,0.14,0.0025
1.49,-231.5,-0.00225,0.14,0.0025
1.5,-231.5,-0.00165,0.14,0.002
1.51,-231.5,-0.00225,0.14,0.0025
1.52,-231.5,-0.0018,0.14,0.002
1.53,-231.5,-0.00225,0.14,0.002
1.54,-231,-0.00165,0.14,0.002
1.55,-231,-0.00225,0.14,0.002
1.56,-231.5,-0.0018,0.14,0.002
1.57,-231.5,-0.00225,0.14,0.002
1.58,-231.5,-0.0018,0.14,0.0025
1.59,-231.5,-0.00225,0.14,0.002
1.6,-231,-0.0018,0.14,0.002
1.61,-231,-0.0021,0.14,0.002
1.62,-231.5,-0.00165,0.14,0.002
1.63,-231.5,-0.00225,0.14,0.002
1.64,-231,-0.00165,0.14,0.002
1.65,-231,-0.00225,0.14,0.002
1.66,-231.5,-0.0018,0.14,0.0025
1.67,-231,-0.0021,0.14,0.0025
1.68,-231.5,-0.0018,0.14,0.002
1.69,-231,-0.00225,0.14,0.002
1.7,-231.5,-0.0018,0.14,0.002
1.71,-231.5,-0.0021,0.14,0.0025
1.72,-231.5,-0.0018,0.145,0.0025
1.73,-231.5,-0.0021,0.14,0.0025
1.74,-231,-0.0018,0.14,0.002
1.75,-231.5,-0.0024,0.14,0.002
1.76,-231.5,-0.0018,0.14,0.002
1.77,-231.5,-0.00225,0.14,0.002
1.78,-231,-0.0018,0.14,0.002
1.79,-231,-0.0021,0.14,0.0025
1.8,-231.5,-0.0018,0.14,0.0025
1.81,-231,-0.00225,0.14,0.002
1.82,-231.5,-0.00195,0.14,0.0025
1.83,-231,-0.00225,0.14,0.0025
1.84,-231.5,-0.0018,0.14,0.002
1.85,-231,-0.00225,0.14,0.002
1.86,-231,-0.00165,0.14,0.0025
1.87,-231.5,-0.00225,0.14,0.002
1.88,-231.5,-0.0018,0.14,0.002
1.89,-231,-0.0021,0.145,0.0025
1.9,-231.5,-0.0021,0.165,0.0025
1.91,-231,-0.00255,0.175,0.003
1.92,-231.5,-0.00225,0.195,0.003
1.93,-231,-0.00285,0.205,0.0035
1.94,-231,-0.00255,0.21,0.0035
1.95,-231,-0.0033,0.22,0.0035
1.96,-231.5,-0.00285,0.235,0.004
1.97,-231,-0.00345,0.245,0.004
1.98,-231.5,-0.00315,0.26,0.004
1.99,-231,-0.00375,0.27,0.0045
2,-231,-0.00345,0.28,0.0045
2.01,-231,-0.0039,0.29,0.0045
2.02,-231,-0.0036,0.305,0.005
2.03,-231,-0.0042,0.315,0.005
2.04,-231.5,-0.00405,0.325,0.005
2.05,-231,-0.0045,0.335,0.0055
2.06,-231.5,-0.0042,0.35,0.006
2.07,-231,-0.0048,0.355,0.006
2.08,-231,-0.00465,0.37,0.006
2.09,-231,-0.0051,0.38,0.0065
2.1,-231.5,-0.0048,0.4,0.0065
2.11,-231,-0.00525,0.41,0.007
2.12,-231.5,-0.00495,0.415,0.007
2.13,-231.5,-0.0054,0.425,0.007
2.14,-231,-0.00525,0.435,0.007
2.15,-231.5,-0.00585,0.445,0.0075
2.16,-231.5,-0.0054,0.45,0.0075
2.17,-231.5,-0.006,0.46,0.0075
2.18,-231.5,-0.00555,0.47,0.008
2.19,-231.5,-0.006,0.48,0.008
2.2,-231.5,-0.006,0.49,0.008
2.21,-231,-0.00645,0.5,0.0085
2.22,-231.5,-0.006,0.505,0.0085
2.23,-231,-0.00645,0.51,0.0085
2.24,-231,-0.0063,0.52,0.0085
2.25,-231.5,-0.0066,0.52,0.0085
2.26,-231,-0.0063,0.53,0.0085
2.27,-231,-0.00675,0.535,0.009
2.28,-231.5,-0.00645,0.545,0.009
2.29,-231,-0.0069,0.545,0.0095
2.3,-231,-0.00675,0.555,0.009
2.31,-231.5,-0.00705,0.56,0.0095
2.32,-231,-0.0069,0.565,0.0095
2.33,-231.5,-0.0072,0.58,0.01
2.34,-231,-0.00705,0.585,0.01
2.35,-231,-0.00765,0.6,0.01
2.36,-231.5,-0.00735,0.605,0.0105
2.37,-231,-0.00765,0.61,0.01
2.38,-231.5,-0.0075,0.625,0.0105
2.39,-231,-0.0078,0.63,0.0105
2.4,-231,-0.00765,0.635,0.0105
2.41,-231.5,-0.0078,0.64,0.011
2.42,-231,-0.00765,0.645,0.0105
2.43,-231,-0.00825,0.645,0.0105
2.44,-231,-0.0078,0.65,0.011
2.45,-231.5,-0.0081,0.655,0.011
2.46,-231.5,-0.0078,0.655,0.011
2.47,-231.5,-0.00825,0.66,0.011
2.48,-231,-0.00795,0.665,0.011
2.49,-231.5,-0.0084,0.67,0.0115
2.5,-231.5,-0.00825,0.675,0.0115
2.51,-231.5,-0.0084,0.68,0.0115
2.52,-231.5,-0.0081,0.685,0.0115
2.53,-231,-0.00855,0.69,0.0115
2.54,-231.5,-0.0084,0.69,0.0115
2.55,-231,-0.00885,0.7,0.0115
2.56,-231,-0.00855,0.71,0.012
2.57,-231,-0.00885,0.715,0.012
2.58,-231.5,-0.0087,0.725,0.012
2.59,-231.5,-0.00915,0.73,0.012
2.6,-231.5,-0.00885,0.74,0.012
2.61,-231.5,-0.0093,0.745,0.0125
2.62,-231,-0.009,0.75,0.0125
2.63,-231.5,-0.00945,0.755,0.0125
2.64,-231,-0.0093,0.76,0.0125
2.65,-231.5,-0.00945,0.77,0.013
2.66,-231.5,-0.0093,0.775,0.013
2.67,-231,-0.0096,0.78,0.013
2.68,-231.5,-0.00945,0.785,0.013
2.69,-231,-0.00975,0.79,0.013
2.7,-231,-0.0096,0.795,0.0135
2.71,-231,-0.00975,0.8,0.0135
2.72,-231.5,-0.0096,0.8,0.0135
2.73,-231,-0.0099,0.805,0.0135
2.74,-231,-0.00975,0.815,0.0135
2.75,-231.5,-0.0102,0.82,0.0135
2.76,-231.5,-0.0099,0.825,0.014
2.77,-231.5,-0.01005,0.825,0.014
2.78,-231.5,-0.01005,0.84,0.014
2.79,-231.5,-0.01035,0.85,0.014
2.8,-231.5,-0.01035,0.855,0.0145
2.81,-231,-0.01065,0.86,0.0145
2.82,-231.5,-0.0105,0.875,0.0145
2.83,-231,-0.01065,0.88,0.0145
2.84,-231.5,-0.01065,0.885,0.015
2.85,-231,-0.01095,0.89,0.015
2.86,-231,-0.01065,0.895,0.015
2.87,-231,-0.01125,0.905,0.015
2.88,-231,-0.01095,0.91,0.015
2.89,-231.5,-0.0114,0.925,0.0155
2.9,-231,-0.0111,0.93,0.0155
2.91,-231,-0.0114,0.94,0.0155
2.92,-231.5,-0.01125,0.945,0.016
2.93,-231,-0.0117,0.96,0.016
2.94,-231,-0.01155,0.97,0.0165
2.95,-231,-0.012,0.98,0.0165
2.96,-231,-0.01185,0.985,0.0165
2.97,-231.5,-0.01215,0.995,0.0165
2.98,-231,-0.012,1,0.0165
2.99,-231,-0.0123,1.01,0.017
3,-231.5,-0.01215,1.01,0.017
3.01,-231,-0.01245,1.01,0.0165
3.02,-231,-0.012,1.015,0.017
3.03,-231,-0.0123,1.015,0.017
3.04,-231.5,-0.0123,1.02,0.017
3.05,-231.5,-0.01245,1.02,0.017
3.06,-231.5,-0.0123,1.02,0.017
3.07,-231,-0.0126,1.02,0.017
3.08,-231.5,-0.0123,1.03,0.017
3.09,-231,-0.0126,1.035,0.0175
3.1,-231,-0.01245,1.04,0.0175
3.11,-231.5,-0.01275,1.04,0.0165
3.12,-231,-0.01245,1.05,0.017
3.13,-231.5,-0.0129,1.055,0.0175
3.14,-231,-0.01275,1.06,0.018
3.15,-231.5,-0.0129,1.075,0.018
3.16,-231,-0.0129,1.075,0.018
3.17,-231,-0.01305,1.075,0.018
3.18,-231.5,-0.0129,1.075,0.018
3.19,-231.5,-0.01305,1.075,0.018
3.2,-231,-0.0129,1.075,0.018
3.21,-231,-0.01305,1.08,0.018
3.22,-231.5,-0.0129,1.08,0.0175
3.23,-231,-0.0132,1.08,0.018
3.24,-231,-0.01305,1.085,0.018
3.25,-231,-0.01335,1.09,0.018
3.26,-231.5,-0.01305,1.09,0.018
3.27,-231.5,-0.0135,1.095,0.018
3.28,-231,-0.01305,1.1,0.018
3.29,-231.5,-0.0135,1.1,0.018
3.3,-231.5,-0.0132,1.105,0.018
3.31,-231.5,-0.0135,1.105,0.0185
3.32,-231.5,-0.01335,1.11,0.018
3.33,-231.5,-0.01365,1.11,0.0185
3.34,-231.5,-0.01335,1.115,0.0185
3.35,-231,-0.01365,1.115,0.0185
3.36,-231.5,-0.0135,1.115,0.0185
3.37,-231.5,-0.01365,1.12,0.0185
3.38,-231.5,-0.01335,1.12,0.0185
3.39,-231.5,-0.01365,1.125,0.019
3.4,-231,-0.0135,1.13,0.019
3.41,-231.5,-0.0138,1.135,0.019
3.42,-231,-0.01365,1.14,0.019
3.43,-231,-0.01395,1.145,0.019
3.44,-231,-0.01395,1.15,0.019
3.45,-231.5,-0.0141,1.155,0.019
3.46,-231.5,-0.01395,1.155,0.0195
3.47,-231,-0.0141,1.16,0.0195
3.48,-231.5,-0.01395,1.16,0.019
3.49,-231,-0.0141,1.16,0.019
3.5,-231.5,-0.0141,1.165,0.0195
3.51,-231,-0.0141,1.17,0.0195
3.52,-231,-0.01395,1.17,0.0195
3.53,-231.5,-0.0141,1.175,0.0195
3.54,-231.5,-0.0141,1.175,0.0195
3.55,-231.5,-0.0141,1.175,0.0195
3.56,-231.5,-0.0141,1.175,0.0195
