Time t / s,Magn. flux density B_A1 / mT,Voltage U_B2 / V,Voltage U_B1 / V,Current I_A1 / A
0,-152.5,-0.00045,0.145,0.002
0.01,-152,-0.0003,0.14,0.0025
0.02,-152.5,-0.0006,0.14,0.002
0.03,-152.5,-0.0003,0.14,0.0025
0.04,-152,-0.0003,0.14,0.0025
0.05,-152.5,-0.0003,0.14,0.002
0.06,-152.5,-0.00045,0.14,0.002
0.07,-152.5,-0.0003,0.14,0.0025
0.08,-152.5,-0.00045,0.14,0.002
0.09,-152.5,-0.00045,0.14,0.0025
0.1,-152.5,-0.00045,0.14,0.0025
0.11,-152.5,-0.00045,0.145,0.0025
0.12,-152.5,-0.0006,0.14,0.0025
0.13,-152.5,-0.0003,0.14,0.0025
0.14,-152.5,-0.0006,0.14,0.0025
0.15,-152.5,-0.00045,0.145,0.0025
0.16,-152.5,-0.00045,0.145,0.002
0.17,-152,-0.0003,0.14,0.002
0.18,-152.5,-0.00045,0.14,0.0025
0.19,-152.5,-0.00045,0.14,0.0025
0.2,-152.5,-0.0006,0.14,0.0025
0.21,-152.5,-0.0003,0.145,0.0025
0.22,-152.5,-0.00045,0.145,0.002
0.23,-152.5,-0.0003,0.14,0.0025
0.24,-152.5,-0.00045,0.14,0.002
0.25,-152.5,-0.0003,0.14,0.0025
0.26,-152.5,-0.00045,0.14,0.002
0.27,-152.5,-0.0003,0.14,0.002
0.28,-152.5,-0.00045,0.14,0.002
0.29,-152.5,-0.0003,0.14,0.0025
0.3,-152.5,-0.0006,0.14,0.002
0.31,-152.5,-0.00045,0.14,0.0025
0.32,-152.5,-0.0003,0.14,0.002
0.33,-152.5,-0.0003,0.14,0.0025
0.34,-152.5,-0.00045,0.14,0.0025
0.35,-152.5,-0.00045,0.14,0.0025
0.36,-152.5,-0.00045,0.14,0.002
0.37,-152.5,-0.00015,0.14,0.002
0.38,-153,-0.00045,0.14,0.0025
0.39,-152.5,-0.0003,0.14,0.002
0.4,-152.5,-0.00045,0.14,0.0025
0.41,-152.5,-0.00015,0.14,0.002
0.42,-152.5,-0.0003,0.14,0.002
0.43,-152.5,-0.0003,0.14,0.002
0.44,-152.5,-0.00045,0.145,0.0025
0.45,-152.5,-0.0003,0.14,0.0025
0.46,-152,-0.0003,0.14,0.002
0.47,-152.5,-0.00045,0.14,0.0025
0.48,-152.5,-0.00045,0.14,0.002
0.49,-152.5,-0.0003,0.14,0.002
0.5,-152.5,-0.00045,0.145,0.002
0.51,-152.5,-0.0003,0.145,0.0025
0.52,-152.5,-0.0003,0.15,0.002
0.53,-152.5,-0.0006,0.16,0.0025
0.54,-152.5,-0.0006,0.165,0.0025
0.55,-152.5,-0.00045,0.175,0.0025
0.56,-152.5,-0.00045,0.18,0.003
0.57,-152.5,-0.0003,0.185,0.003
0.58,-152,-0.00045,0.19,0.003
0.59,-152.5,-0.00045,0.2,0.003
0.6,-152.5,-0.00045,0.205,0.0035
0.61,-152.5,-0.00045,0.21,0.0035
0.62,-152,-0.00045,0.215,0.0035
0.63,-152.5,-0.00045,0.22,0.0035
0.64,-152.5,-0.0006,0.23,0.004
0.65,-152,-0.00045,0.24,0.004
0.66,-152,-0.00045,0.245,0.004
0.67,-152.5,-0.00045,0.255,0.004
0.68,-152.5,-0.0006,0.26,0.004
0.69,-152.5,-0.0003,0.27,0.004
0.7,-152.5,-0.0006,0.275,0.0045
0.71,-152.5,-0.0003,0.28,0.0045
0.72,-152.5,-0.00045,0.29,0.0045
0.73,-152.5,-0.00045,0.295,0.005
0.74,-152.5,-0.00045,0.305,0.005
0.75,-152.5,-0.00045,0.315,0.005
0.76,-152.5,-0.00045,0.32,0.005
0.77,-152.5,-0.00045,0.325,0.005
0.78,-152.5,-0.00045,0.335,0.0055
0.79,-152.5,-0.00045,0.345,0.0055
0.8,-152.5,-0.0006,0.355,0.0055
0.81,-152.5,-0.00045,0.36,0.006
0.82,-152.5,-0.00045,0.37,0.006
0.83,-152.5,-0.00045,0.375,0.006
0.84,-152,-0.00045,0.385,0.0065
0.85,-152.5,-0.00045,0.395,0.0065
0.86,-152.5,-0.0003,0.4,0.0065
0.87,-152,-0.0006,0.405,0.0065
0.88,-152.5,-0.00045,0.415,0.007
0.89,-152.5,-0.00045,0.42,0.007
0.9,-152.5,-0.00045,0.425,0.007
0.91,-152.5,-0.0003,0.435,0.007
0.92,-152.5,-0.0006,0.44,0.0075
0.93,-152,-0.00045,0.45,0.0075
0.94,-152.5,-0.00045,0.455,0.0075
0.95,-152.5,-0.0006,0.465,0.0075
0.96,-152,-0.0006,0.47,0.008
0.97,-152.5,-0.00045,0.475,0.008
0.98,-152,-0.00045,0.485,0.008
0.99,-152,-0.0003,0.49,0.008
1,-152.5,-0.0006,0.5,0.008
1.01,-152,-0.0006,0.51,0.0085
1.02,-152,-0.00045,0.52,0.0085
1.03,-152,-0.00045,0.525,0.0085
1.04,-152.5,-0.00045,0.53,0.009
1.05,-152.5,-0.0006,0.54,0.009
1.06,-152.5,-0.0006,0.55,0.009
1.07,-152.5,-0.0006,0.555,0.009
1.08,-152.5,-0.0006,0.565,0.009
1.09,-152.5,-0.0006,0.57,0.0095
1.1,-152,-0.00045,0.585,0.0095
1.11,-152.5,-0.0006,0.595,0.0095
1.12,-152.5,-0.0006,0.605,0.01
1.13,-152.5,-0.0006,0.615,0.01
1.14,-152.5,-0.0006,0.625,0.0105
1.15,-152.5,-0.0006,0.63,0.01
1.16,-152,-0.0006,0.635,0.0105
1.17,-152.5,-0.00045,0.635,0.0105
1.18,-152.5,-0.0006,0.64,0.0105
1.19,-152.5,-0.0006,0.645,0.0105
1.2,-152.5,-0.0006,0.65,0.011
1.21,-152.5,-0.0006,0.655,0.011
1.22,-152,-0.00045,0.66,0.011
1.23,-152.5,-0.00045,0.67,0.011
1.24,-152,-0.0006,0.68,0.0115
1.25,-152.5,-0.0006,0.685,0.0115
1.26,-152.5,-0.0006,0.685,0.0115
1.27,-152.5,-0.0006,0.69,0.0115
1.28,-152.5,-0.00075,0.695,0.0115
1.29,-152.5,-0.00045,0.7,0.0115
1.3,-152.5,-0.0006,0.705,0.0115
1.31,-152.5,-0.00045,0.715,0.0115
1.32,-152.5,-0.0006,0.72,0.012
