Time t / s,Magn. flux density B_A1 / mT,Voltage U_B2 / V,Voltage U_B1 / V,Current I_A1 / A
0,-106,0.00015,0.14,0.002
0.01,-106,0.00075,0.14,0.002
0.02,-105.5,0.0003,0.14,0.002
0.03,-105.5,0.00075,0.14,0.002
0.04,-106,0.00015,0.14,0.002
0.05,-106,0.0006,0.14,0.002
0.06,-106,0.0003,0.14,0.002
0.07,-106,0.0006,0.14,0.002
0.08,-105.5,0.0003,0.14,0.002
0.09,-106,0.0006,0.14,0.002
0.1,-106,0.00015,0.14,0.002
0.11,-106,0.00075,0.14,0.002
0.12,-105.5,0.00015,0.14,0.002
0.13,-106,0.0006,0.145,0.002
0.14,-105.5,0.00015,0.14,0.002
0.15,-106,0.00075,0.145,0.002
0.16,-105.5,0.0003,0.14,0.002
0.17,-105.5,0.0006,0.14,0.002
0.18,-106,0.0003,0.14,0.002
0.19,-106,0.00075,0.14,0.002
0.2,-105.5,0.00015,0.14,0.002
0.21,-105.5,0.00075,0.14,0.002
0.22,-105.5,0.0003,0.14,0.002
0.23,-106,0.00075,0.14,0.002
0.24,-105.5,0.0003,0.14,0.002
0.25,-106,0.00075,0.145,0.002
0.26,-105.5,0.0003,0.145,0.002
0.27,-105.5,0.00075,0.145,0.002
0.28,-105.5,0.0003,0.14,0.002
0.29,-105.5,0.0006,0.14,0.002
0.3,-105.5,0.00015,0.14,0.002
0.31,-106,0.0006,0.14,0.002
0.32,-105.5,0.0003,0.14,0.002
0.33,-105.5,0.0006,0.14,0.002
0.34,-105.5,0.0003,0.14,0.002
0.35,-105.5,0.00075,0.14,0.002
0.36,-105.5,0.00015,0.14,0.002
0.37,-105.5,0.0006,0.14,0.002
0.38,-105.5,0.0003,0.14,0.002
0.39,-106,0.0006,0.14,0.002
0.4,-105.5,0.0003,0.14,0.002
0.41,-106,0.00075,0.14,0.002
0.42,-105.5,0.0003,0.145,0.002
0.43,-105.5,0.00075,0.14,0.002
0.44,-105.5,0.0003,0.14,0.002
0.45,-106,0.0006,0.145,0.002
0.46,-105.5,0.00015,0.14,0.002
0.47,-106,0.00075,0.14,0.002
0.48,-105.5,0.0003,0.14,0.002
0.49,-106,0.00075,0.14,0.002
0.5,-105.5,0.0003,0.14,0.002
0.51,-105.5,0.0006,0.14,0.002
0.52,-105.5,0.0003,0.14,0.002
0.53,-106,0.00075,0.14,0.002
0.54,-105.5,0.00045,0.145,0.002
0.55,-105.5,0.0009,0.165,0.0025
0.56,-105.5,0.0006,0.175,0.0025
0.57,-105.5,0.00105,0.185,0.003
0.58,-105.5,0.0006,0.195,0.003
0.59,-105.5,0.00105,0.2,0.003
0.6,-105.5,0.00075,0.21,0.003
0.61,-106,0.0012,0.22,0.0035
0.62,-106,0.00075,0.23,0.0035
0.63,-105.5,0.00135,0.235,0.0035
0.64,-105.5,0.0009,0.24,0.0035
0.65,-105.5,0.00135,0.255,0.004
0.66,-105.5,0.00105,0.26,0.004
0.67,-105.5,0.00165,0.27,0.004
0.68,-105.5,0.00105,0.27,0.0045
0.69,-106,0.00165,0.285,0.0045
0.7,-105.5,0.0012,0.285,0.0045
0.71,-106,0.0018,0.29,0.0045
0.72,-106,0.00135,0.3,0.0045
0.73,-106,0.00195,0.315,0.005
0.74,-105.5,0.00135,0.325,0.005
0.75,-106,0.0018,0.33,0.005
0.76,-106,0.0015,0.345,0.0055
0.77,-106,0.0021,0.36,0.0055
0.78,-105.5,0.00165,0.37,0.006
0.79,-106,0.00225,0.38,0.006
0.8,-105.5,0.00195,0.395,0.0065
0.81,-106,0.0024,0.405,0.0065
0.82,-105.5,0.00195,0.415,0.0065
0.83,-105.5,0.00255,0.43,0.0065
0.84,-105.5,0.00225,0.44,0.007
0.85,-105.5,0.00255,0.45,0.007
0.86,-105.5,0.00225,0.46,0.0075
0.87,-106,0.00285,0.465,0.0075
0.88,-105.5,0.0024,0.48,0.0075
0.89,-105.5,0.00285,0.485,0.008
0.9,-105.5,0.0027,0.49,0.008
0.91,-105.5,0.003,0.5,0.008
0.92,-105.5,0.0027,0.51,0.0085
0.93,-105.5,0.00315,0.52,0.0085
0.94,-105.5,0.0027,0.525,0.0085
0.95,-105.5,0.00315,0.535,0.0085
0.96,-105.5,0.00285,0.54,0.0085
0.97,-105.5,0.0033,0.55,0.009
0.98,-105.5,0.003,0.555,0.009
0.99,-105.5,0.0033,0.565,0.009
1,-105.5,0.00315,0.58,0.009
1.01,-106,0.00345,0.585,0.0095
1.02,-106,0.003,0.595,0.0095
1.03,-106,0.00375,0.6,0.0095
1.04,-105.5,0.0033,0.605,0.01
1.05,-106,0.00375,0.62,0.01
1.06,-106,0.0033,0.625,0.01
1.07,-105.5,0.00375,0.63,0.01
1.08,-105.5,0.00345,0.635,0.0105
1.09,-106,0.0039,0.645,0.0105
1.1,-106,0.00345,0.65,0.0105
1.11,-106,0.0042,0.66,0.0105
1.12,-105.5,0.0036,0.665,0.0105
1.13,-106,0.00405,0.67,0.011
1.14,-106,0.00375,0.67,0.011
1.15,-106,0.0042,0.68,0.011
1.16,-105.5,0.0036,0.68,0.011
1.17,-105.5,0.0042,0.69,0.011
1.18,-105.5,0.0039,0.695,0.0115
1.19,-106,0.0045,0.71,0.0115
1.2,-105.5,0.0039,0.715,0.0115
1.21,-105.5,0.0045,0.73,0.012
1.22,-106,0.00405,0.73,0.012
1.23,-106,0.0045,0.74,0.012
1.24,-106,0.0042,0.745,0.012
1.25,-106,0.00465,0.75,0.0125
1.26,-105.5,0.00405,0.755,0.012
1.27,-106,0.00465,0.76,0.012
1.28,-105.5,0.0042,0.765,0.0125
1.29,-105.5,0.0048,0.775,0.0125
1.3,-106,0.0045,0.78,0.0125
1.31,-106,0.0048,0.79,0.013
1.32,-105.5,0.0045,0.795,0.013
1.33,-105.5,0.00495,0.8,0.013
1.34,-105.5,0.0045,0.805,0.013
1.35,-106,0.00495,0.815,0.0135
1.36,-105.5,0.00465,0.82,0.0135
1.37,-105.5,0.0051,0.83,0.0135
1.38,-105.5,0.00465,0.835,0.0135
1.39,-105.5,0.0051,0.84,0.014
1.4,-105.5,0.0048,0.855,0.014
1.41,-106,0.00525,0.86,0.014
1.42,-106,0.0051,0.865,0.014
1.43,-106,0.0054,0.875,0.0145
1.44,-106,0.0051,0.88,0.0145
1.45,-106,0.0054,0.89,0.0145
