Time t / s,Magn. flux density B_A1 / mT,Voltage U_B2 / V,Voltage U_B1 / V,Current I_A1 / A
0,-57.5,0.00105,0.14,0.002
0.01,-58,0.00165,0.145,0.002
0.02,-57.5,0.0012,0.14,0.002
0.03,-58,0.00165,0.14,0.002
0.04,-57.5,0.0012,0.145,0.002
0.05,-57.5,0.00195,0.14,0.002
0.06,-58,0.00105,0.14,0.002
0.07,-58,0.0018,0.14,0.002
0.08,-57.5,0.0012,0.145,0.002
0.09,-58,0.00165,0.14,0.002
0.1,-58,0.0012,0.14,0.002
0.11,-58,0.00165,0.14,0.002
0.12,-58,0.0012,0.145,0.002
0.13,-58,0.00165,0.14,0.0025
0.14,-58,0.0012,0.14,0.002
0.15,-58,0.00165,0.14,0.002
0.16,-57.5,0.0012,0.14,0.002
0.17,-58,0.0018,0.14,0.0025
0.18,-57.5,0.00105,0.14,0.002
0.19,-57.5,0.0018,0.14,0.002
0.2,-57.5,0.0012,0.14,0.002
0.21,-58,0.00165,0.14,0.002
0.22,-57.5,0.00105,0.14,0.002
0.23,-58,0.00165,0.14,0.002
0.24,-57.5,0.00105,0.14,0.0025
0.25,-57.5,0.00165,0.14,0.002
0.26,-57.5,0.0009,0.14,0.002
0.27,-57.5,0.00165,0.14,0.0025
0.28,-57.5,0.00105,0.14,0.002
0.29,-57.5,0.00165,0.14,0.002
0.3,-57.5,0.0012,0.14,0.002
0.31,-58,0.00165,0.14,0.002
0.32,-57.5,0.0012,0.14,0.002
0.33,-58,0.0018,0.14,0.002
0.34,-58,0.0012,0.14,0.002
0.35,-58,0.0018,0.14,0.002
0.36,-57.5,0.0012,0.14,0.002
0.37,-57.5,0.00165,0.14,0.002
0.38,-58,0.0012,0.14,0.002
0.39,-58,0.00165,0.145,0.002
0.4,-57.5,0.0012,0.14,0.002
0.41,-58,0.0018,0.14,0.002
0.42,-58,0.0012,0.14,0.002
0.43,-58,0.0018,0.14,0.0025
0.44,-57.5,0.0009,0.14,0.002
0.45,-57.5,0.00165,0.14,0.002
0.46,-57.5,0.0012,0.145,0.0025
0.47,-58,0.0021,0.165,0.0025
0.48,-57.5,0.0015,0.175,0.0025
0.49,-58,0.0024,0.185,0.003
0.5,-57.5,0.00195,0.2,0.003
0.51,-58,0.0027,0.21,0.0035
0.52,-58,0.00225,0.22,0.0035
0.53,-57.5,0.003,0.235,0.004
0.54,-57.5,0.00255,0.245,0.004
0.55,-58,0.0033,0.255,0.004
0.56,-58,0.00285,0.27,0.0045
0.57,-58,0.00375,0.28,0.0045
0.58,-57.5,0.00315,0.295,0.0045
0.59,-58,0.00405,0.31,0.005
0.6,-58,0.00375,0.32,0.005
0.61,-58,0.0042,0.325,0.0055
0.62,-58,0.00375,0.345,0.0055
0.63,-57.5,0.0048,0.355,0.006
0.64,-57.5,0.0042,0.37,0.006
0.65,-58,0.00495,0.385,0.006
0.66,-57.5,0.0045,0.4,0.0065
0.67,-57.5,0.0054,0.415,0.007
0.68,-58,0.00495,0.43,0.007
0.69,-58,0.00585,0.45,0.0075
0.7,-58,0.0054,0.46,0.0075
0.71,-58,0.00615,0.475,0.008
0.72,-57.5,0.0057,0.485,0.008
0.73,-58,0.00645,0.495,0.008
0.74,-58,0.00585,0.505,0.0085
0.75,-58,0.0069,0.52,0.0085
0.76,-57.5,0.0063,0.535,0.009
0.77,-58,0.0072,0.55,0.009
0.78,-57.5,0.0069,0.56,0.0095
0.79,-57.5,0.00765,0.58,0.0095
0.8,-57.5,0.0072,0.6,0.01
0.81,-58,0.0081,0.61,0.01
0.82,-57.5,0.0075,0.62,0.01
0.83,-58,0.00825,0.63,0.0105
0.84,-57.5,0.0078,0.635,0.0105
0.85,-57.5,0.00855,0.64,0.011
0.86,-58,0.00795,0.65,0.011
0.87,-58,0.00885,0.66,0.011
0.88,-57.5,0.0084,0.67,0.011
0.89,-58,0.009,0.68,0.011
0.9,-57.5,0.00855,0.695,0.0115
0.91,-58,0.0093,0.71,0.0115
0.92,-57.5,0.009,0.715,0.012
0.93,-58,0.0096,0.725,0.012
0.94,-57.5,0.00915,0.735,0.012
0.95,-57.5,0.00975,0.745,0.0125
0.96,-57.5,0.0093,0.75,0.0125
0.97,-57.5,0.0099,0.765,0.0125
0.98,-57.5,0.0096,0.77,0.0125
0.99,-57.5,0.0102,0.78,0.013
1,-57.5,0.00975,0.795,0.013
1.01,-58,0.0105,0.805,0.0135
1.02,-58,0.0102,0.815,0.0135
1.03,-57.5,0.0108,0.825,0.0135
1.04,-57.5,0.01035,0.84,0.014
1.05,-57.5,0.0111,0.845,0.014
1.06,-57.5,0.0108,0.86,0.0145
1.07,-57.5,0.0114,0.86,0.0145
1.08,-57.5,0.01095,0.87,0.0145
1.09,-58,0.01155,0.885,0.0145
1.1,-57.5,0.0114,0.9,0.015
1.11,-57.5,0.012,0.91,0.015
1.12,-58,0.01155,0.925,0.0155
1.13,-58,0.0123,0.935,0.0155
1.14,-57.5,0.012,0.945,0.0155
1.15,-58,0.0126,0.955,0.016
1.16,-57.5,0.01215,0.96,0.016
1.17,-57.5,0.0129,0.97,0.016
1.18,-58,0.0123,0.985,0.0165
1.19,-57.5,0.0132,0.995,0.0165
1.2,-57.5,0.0129,1.015,0.0165
1.21,-58,0.01365,1.03,0.017
1.22,-57.5,0.01305,1.04,0.017
1.23,-58,0.01395,1.05,0.017
1.24,-57.5,0.0135,1.06,0.0175
1.25,-57.5,0.0141,1.075,0.0175
1.26,-57.5,0.0138,1.085,0.0175
1.27,-57.5,0.0144,1.09,0.018
1.28,-57.5,0.0138,1.1,0.018
1.29,-58,0.0147,1.115,0.0185
1.3,-57.5,0.0144,1.12,0.0185
1.31,-57.5,0.015,1.13,0.0185
1.32,-57.5,0.01455,1.145,0.019
1.33,-58,0.01515,1.15,0.019
1.34,-57.5,0.0147,1.155,0.019
1.35,-58,0.0153,1.16,0.019
1.36,-57.5,0.01485,1.165,0.019
1.37,-58,0.01545,1.175,0.0195
1.38,-57.5,0.015,1.18,0.019
1.39,-58,0.01575,1.185,0.0195
1.4,-57.5,0.0153,1.2,0.02
1.41,-58,0.0159,1.205,0.02
1.42,-57.5,0.0156,1.215,0.02
1.43,-57.5,0.0162,1.225,0.02
1.44,-57.5,0.01575,1.235,0.0205
1.45,-58,0.01635,1.245,0.0205
1.46,-57.5,0.01605,1.255,0.0205
1.47,-57.5,0.01695,1.265,0.021
1.48,-57.5,0.0162,1.27,0.021
1.49,-57.5,0.01695,1.275,0.021
1.5,-58,0.01635,1.285,0.021
1.51,-58,0.0171,1.295,0.0215
1.52,-57.5,0.0165,1.3,0.0215
1.53,-58,0.0174,1.315,0.0215
1.54,-57.5,0.01695,1.32,0.022
1.55,-58,0.0177,1.335,0.022
1.56,-57.5,0.01725,1.34,0.0225
1.57,-58,0.018,1.355,0.0225
1.58,-58,0.01725,1.36,0.0225
1.59,-57.5,0.01815,1.37,0.0225
1.6,-57.5,0.0177,1.375,0.0225
1.61,-58,0.0183,1.38,0.023
1.62,-57.5,0.01785,1.39,0.023
1.63,-58,0.0186,1.4,0.023
1.64,-57.5,0.018,1.405,0.023
1.65,-58,0.0189,1.42,0.0235
1.66,-57.5,0.0183,1.425,0.0235
